Project,Model,Task,R_Squared,R_Squared_X,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_25_X,PRED_50,PRED_50_X,T_Records
lodash,Module_CC,RELEASE,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8
lodash,Module_EC,RELEASE,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8
lodash,Module_CC,SUPPORT,1.0,,1.0,0.69,0.96,0.98,0.86,0.43,0.86,0.75,28
lodash,Module_EC,SUPPORT,1.0,,1.0,1.1,2.4,1.55,0.86,0.39,0.86,0.75,28
lodash,Module_CC,OTHER,0.99,,0.99,75.38,17877.6,133.71,0.31,0.31,0.44,0.44,284
lodash,Module_EC,OTHER,1.0,,1.0,1.77,31.38,5.6,0.57,0.59,1.0,0.86,284
json-server,Module_CC,BUG,0.5,,0.35,1.27,3.61,1.9,0.5,0.23,0.57,0.5,56
json-server,Module_EC,BUG,1.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,56
json-server,Module_CC,DOCS,,,,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2
json-server,Module_EC,DOCS,,,,0.0,0.0,0.0,,,,,2
json-server,Module_CC,REFACTOR,-5.18,,13.36,3.61,21.97,4.69,0.33,0.17,0.67,0.5,12
json-server,Module_EC,REFACTOR,1.0,,1.0,0.0,0.0,0.0,,,,,12
json-server,Module_CC,TESTING,-3.64,,-3.64,1.74,3.19,1.79,0.0,0.07,0.0,0.27,15
json-server,Module_EC,TESTING,1.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,15
pm2,Module_CC,BUG,0.9,,0.88,5.16,59.82,7.73,0.39,0.26,0.65,0.48,91
pm2,Module_EC,BUG,0.17,,0.04,1.19,4.86,2.21,0.0,0.09,0.0,0.25,91
pm2,Module_CC,DOCS,0.09,,0.09,1.39,4.99,2.23,0.25,0.33,0.75,0.6,15
pm2,Module_EC,DOCS,0.77,,0.77,0.17,0.06,0.24,0.0,0.2,0.5,0.4,15
pm2,Module_CC,REFACTOR,0.26,,-0.18,6.99,92.22,9.6,0.33,0.27,0.67,0.45,33
pm2,Module_EC,REFACTOR,0.44,,0.1,1.02,9.28,3.05,0.0,0.0,0.0,0.25,33
pm2,Module_CC,TESTING,0.32,,0.16,5.82,91.87,9.58,0.24,0.23,0.65,0.44,66
pm2,Module_EC,TESTING,-0.19,,-0.46,0.06,0.07,0.26,0.0,0.22,0.0,0.22,66
pm2,Module_CC,FEATURE,0.58,,0.37,4.49,39.15,6.26,0.3,0.23,0.5,0.49,39
pm2,Module_EC,FEATURE,0.0,,-0.5,2.29,17.51,4.18,0.0,0.0,0.0,0.0,39
pm2,Module_CC,UPGRADE,0.36,,0.12,4.91,63.08,7.94,0.08,0.26,0.42,0.43,46
pm2,Module_EC,UPGRADE,0.74,,0.64,0.05,0.02,0.14,0.0,0.11,0.5,0.17,46
pm2,Module_CC,RELEASE,0.32,,-0.36,0.49,0.36,0.6,0.43,0.19,0.86,0.58,26
pm2,Module_EC,RELEASE,1.0,,1.0,0.0,0.0,0.0,,,,,26
pm2,Module_CC,SUPPORT,0.19,,-1.03,1.88,5.27,2.3,0.33,0.18,0.67,0.41,22
pm2,Module_EC,SUPPORT,-0.16,,-1.9,19.63,2238.7,47.31,0.0,0.0,0.0,0.0,22
pm2,Module_CC,OTHER,0.89,,0.88,13.99,583.94,24.16,0.56,0.34,0.81,0.53,108
pm2,Module_EC,OTHER,0.3,,0.21,20.0,2306.19,48.02,0.17,0.08,0.39,0.1,108
video.js,Module_CC,BUG,0.95,,0.95,3.79,46.87,6.85,0.39,0.34,0.69,0.61,203
video.js,Module_EC,BUG,0.92,,0.91,40.16,10672.5,103.31,0.44,0.35,0.69,0.57,203
video.js,Module_CC,DOCS,0.17,,-0.02,19.68,1753.14,41.87,0.29,0.31,0.53,0.41,68
video.js,Module_EC,DOCS,-0.11,,-0.37,919.75,5907608.84,2430.56,0.5,0.41,0.6,0.54,68
video.js,Module_CC,REFACTOR,0.61,,0.38,12.57,360.34,18.98,0.44,0.37,0.56,0.43,35
video.js,Module_EC,REFACTOR,0.97,,0.95,163.01,87421.17,295.67,0.44,0.4,0.56,0.46,35
video.js,Module_CC,TESTING,0.92,,0.91,3.57,37.28,6.11,0.48,0.35,0.62,0.52,82
video.js,Module_EC,TESTING,0.81,,0.78,47.91,30126.17,173.57,0.8,0.51,1.0,0.65,82
video.js,Module_CC,FEATURE,0.96,,0.95,5.76,123.56,11.12,0.68,0.36,0.74,0.56,75
video.js,Module_EC,FEATURE,0.88,,0.86,124.4,62443.67,249.89,0.75,0.59,0.92,0.78,75
video.js,Module_CC,UPGRADE,0.68,,1.64,1.23,2.57,1.6,0.33,0.56,1.0,0.89,9
video.js,Module_EC,UPGRADE,0.6,,1.8,79.06,11022.08,104.99,0.33,0.44,1.0,0.89,9
video.js,Module_CC,RELEASE,0.94,,0.93,2.15,19.6,4.43,0.55,0.46,0.65,0.71,80
video.js,Module_EC,RELEASE,0.98,,0.98,3.01,58.06,7.62,0.6,0.0,0.8,0.08,80
video.js,Module_CC,SUPPORT,0.39,,-0.22,4.0,52.04,7.21,0.29,0.6,0.71,0.64,25
video.js,Module_EC,SUPPORT,1.0,,1.0,0.22,0.35,0.59,1.0,0.8,1.0,1.0,25
video.js,Module_CC,OTHER,0.96,,0.96,5.9,133.99,11.58,0.53,0.5,0.78,0.71,321
video.js,Module_EC,OTHER,0.95,,0.95,11.47,1302.21,36.09,0.67,0.2,0.78,0.43,321
devise,Module_CC,BUG,0.92,,0.91,4.26,37.32,6.11,0.24,0.2,0.57,0.47,81
devise,Module_EC,BUG,-20.43,,-24.21,4.53,157.75,12.56,0.22,0.0,0.22,0.15,81
devise,Module_CC,DOCS,0.87,,0.79,2.84,11.88,3.45,0.22,0.11,0.56,0.39,36
devise,Module_EC,DOCS,1.0,,1.0,0.0,0.0,0.01,1.0,0.25,1.0,0.25,36
devise,Module_CC,REFACTOR,0.1,,-0.44,3.22,19.37,4.4,0.11,0.23,0.11,0.34,35
devise,Module_EC,REFACTOR,0.02,,-0.57,0.41,0.46,0.68,0.0,0.38,0.0,0.38,35
devise,Module_CC,TESTING,0.96,,0.95,5.13,40.82,6.39,0.19,0.25,0.31,0.48,64
devise,Module_EC,TESTING,-0.04,,-0.3,13.22,1921.36,43.83,0.17,0.2,0.17,0.31,64
devise,Module_CC,FEATURE,0.09,,2.82,0.36,0.2,0.45,0.0,0.08,0.0,0.25,12
devise,Module_EC,FEATURE,1.0,,1.0,0.0,0.0,0.0,,,,,12
devise,Module_CC,UPGRADE,-0.32,,-1.64,6.26,73.74,8.59,0.43,0.2,0.57,0.32,25
devise,Module_EC,UPGRADE,0.99,,0.98,0.06,0.01,0.12,0.5,0.17,0.5,0.5,25
devise,Module_CC,RELEASE,0.87,,0.85,1.89,7.36,2.71,0.57,0.39,0.86,0.85,82
devise,Module_EC,RELEASE,1.0,,1.0,0.0,0.0,0.0,,,,,82
devise,Module_CC,SUPPORT,0.84,,0.72,5.61,52.97,7.28,0.5,0.35,0.62,0.61,31
devise,Module_EC,SUPPORT,1.0,,1.0,0.01,0.0,0.02,1.0,0.6,1.0,0.6,31
devise,Module_CC,OTHER,0.71,,0.67,36.2,4211.02,64.89,0.26,0.26,0.7,0.61,107
devise,Module_EC,OTHER,-0.55,,-0.75,18.87,2222.4,47.14,0.06,0.23,0.19,0.38,107
jest,Module_CC,BUG,-0.73,,-0.97,24.99,5566.88,74.61,0.42,0.23,0.62,0.5,101
jest,Module_EC,BUG,0.5,,0.43,230.92,247813.72,497.81,0.12,0.33,0.18,0.49,101
jest,Module_CC,DOCS,0.01,,-0.29,18.1,834.19,28.88,0.07,0.16,0.14,0.23,56
jest,Module_EC,DOCS,0.09,,-0.18,142.73,131078.45,362.05,0.0,0.08,0.0,0.14,56
jest,Module_CC,REFACTOR,-0.05,,-0.05,15.81,306.99,17.52,0.0,0.08,0.25,0.15,13
jest,Module_EC,REFACTOR,-31.03,,-31.03,1051.86,2148020.83,1465.61,0.0,0.0,0.0,0.0,13
jest,Module_CC,TESTING,0.01,,-0.19,49.55,16205.24,127.3,0.37,0.2,0.42,0.36,76
jest,Module_EC,TESTING,-0.96,,-1.35,829.96,1867178.68,1366.45,0.0,0.11,0.07,0.2,76
jest,Module_CC,FEATURE,0.17,,0.17,19.78,1124.45,33.53,0.0,0.19,0.25,0.25,16
jest,Module_EC,FEATURE,0.09,,0.09,147.48,61399.49,247.79,0.0,0.07,0.25,0.27,16
jest,Module_CC,UPGRADE,0.56,,0.12,15.85,765.05,27.66,0.29,0.14,0.57,0.29,28
jest,Module_EC,UPGRADE,-17.02,,-35.04,645.94,1038590.3,1019.11,0.0,0.0,0.0,0.04,28
jest,Module_CC,RELEASE,-0.68,,-1.52,8.6,165.96,12.88,0.5,0.49,0.7,0.73,37
jest,Module_EC,RELEASE,0.0,,-0.5,0.02,0.0,0.06,0.0,0.0,0.0,0.0,37
jest,Module_CC,SUPPORT,0.82,,0.74,12.63,197.16,14.04,0.09,0.1,0.18,0.39,41
jest,Module_EC,SUPPORT,0.51,,0.3,217.03,177549.49,421.37,0.0,0.06,0.33,0.09,41
jest,Module_CC,OTHER,0.57,,0.53,152.11,105837.13,325.33,0.15,0.19,0.28,0.37,154
jest,Module_EC,OTHER,0.09,,0.01,2917.96,123287416.77,11103.49,0.11,0.07,0.28,0.17,154
webtorrent,Module_CC,BUG,-0.33,,-0.33,1.48,2.91,1.71,0.0,0.31,0.5,0.69,16
webtorrent,Module_EC,BUG,0.29,,0.29,1.08,2.12,1.46,0.0,0.0,0.0,0.0,16
webtorrent,Module_CC,DOCS,,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2
webtorrent,Module_EC,DOCS,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2
npm,Module_CC,BUG,0.9,,0.89,14.61,2001.26,44.74,0.38,0.34,0.57,0.62,185
npm,Module_EC,BUG,0.84,,0.83,12.77,3226.8,56.8,0.56,0.35,0.71,0.5,185
npm,Module_CC,DOCS,1.0,,1.0,2.48,15.18,3.9,0.7,0.42,0.82,0.61,130
npm,Module_EC,DOCS,0.99,,0.99,1.26,5.62,2.37,0.63,0.48,0.78,0.74,130
npm,Module_CC,REFACTOR,0.99,,0.99,1.44,3.23,1.8,0.92,0.73,0.92,0.8,45
npm,Module_EC,REFACTOR,0.99,,0.99,1.53,4.02,2.0,0.83,0.73,0.92,0.8,45
npm,Module_CC,TESTING,0.99,,0.99,5.6,95.03,9.75,0.59,0.39,0.8,0.64,173
npm,Module_EC,TESTING,0.99,,0.99,3.05,44.05,6.64,0.7,0.45,0.83,0.64,173
npm,Module_CC,FEATURE,0.09,,-0.12,2.97,149.58,12.23,0.94,0.88,0.94,0.91,68
npm,Module_EC,FEATURE,0.05,,-0.17,3.04,156.82,12.52,0.94,0.88,0.94,0.88,68
npm,Module_CC,UPGRADE,0.95,,0.95,46.38,17172.47,131.04,0.51,0.42,0.54,0.53,148
npm,Module_EC,UPGRADE,1.0,,1.0,11.44,886.63,29.78,0.64,0.41,0.68,0.47,148
npm,Module_CC,RELEASE,0.99,,0.99,0.08,0.04,0.21,0.94,0.93,1.0,1.0,69
npm,Module_EC,RELEASE,0.99,,0.99,0.16,0.07,0.27,0.94,0.87,1.0,0.94,69
npm,Module_CC,SUPPORT,0.81,,0.79,2.36,39.7,6.3,0.64,0.55,0.79,0.76,109
npm,Module_EC,SUPPORT,0.62,,0.57,3.28,114.04,10.68,0.74,0.52,0.74,0.64,109
npm,Module_CC,OTHER,0.51,,0.49,763.99,4298737.97,2073.34,0.36,0.28,0.5,0.43,254
npm,Module_EC,OTHER,0.9,,0.9,256.34,505328.27,710.86,0.41,0.31,0.59,0.53,254
mongoose,Module_CC,BUG,0.96,,0.96,6.91,252.31,15.88,0.48,0.35,0.7,0.61,263
mongoose,Module_EC,BUG,0.15,,0.11,5.47,329.83,18.16,0.15,0.05,0.15,0.09,263
mongoose,Module_CC,DOCS,0.84,,0.83,21.63,2025.32,45.0,0.32,0.26,0.49,0.46,185
mongoose,Module_EC,DOCS,0.94,,0.94,8.11,423.36,20.58,0.4,0.17,0.47,0.23,185
mongoose,Module_CC,REFACTOR,0.99,,0.99,3.94,42.05,6.48,0.24,0.14,0.57,0.36,84
mongoose,Module_EC,REFACTOR,1.0,,1.0,0.31,1.5,1.23,0.33,0.17,0.67,0.22,84
mongoose,Module_CC,TESTING,0.86,,0.85,3.37,62.93,7.93,0.68,0.7,0.89,0.91,211
mongoose,Module_EC,TESTING,0.89,,0.88,2.17,39.72,6.3,0.2,0.33,0.5,0.59,211
mongoose,Module_CC,FEATURE,0.86,,0.82,4.36,71.67,8.47,0.43,0.2,0.57,0.38,56
mongoose,Module_EC,FEATURE,0.96,,0.95,0.11,0.08,0.28,0.5,0.28,0.5,0.32,56
mongoose,Module_CC,UPGRADE,0.96,,0.94,1.05,2.54,1.59,0.58,0.49,0.75,0.62,45
mongoose,Module_EC,UPGRADE,1.0,,1.0,0.0,0.0,0.0,,,,,45
mongoose,Module_CC,RELEASE,0.98,,0.98,1.03,9.64,3.1,0.7,0.69,0.97,0.92,250
mongoose,Module_EC,RELEASE,1.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,250
mongoose,Module_CC,SUPPORT,0.94,,0.94,0.3,0.11,0.33,1.0,1.0,1.0,1.0,15
mongoose,Module_EC,SUPPORT,1.0,,1.0,0.0,0.0,0.0,,,,,15
mongoose,Module_CC,OTHER,0.91,,0.91,10.51,931.21,30.52,0.3,0.25,0.5,0.41,261
mongoose,Module_EC,OTHER,0.23,,0.19,10.57,652.98,25.55,0.0,0.03,0.0,0.08,261
superagent,Module_CC,BUG,0.3,,0.12,1.44,3.35,1.83,0.19,0.21,0.38,0.41,63
superagent,Module_EC,BUG,0.28,,0.1,0.58,2.05,1.43,0.2,0.0,0.2,0.21,63
superagent,Module_CC,DOCS,-1.77,,-10.08,0.83,1.77,1.33,0.4,0.35,0.6,0.6,20
superagent,Module_EC,DOCS,1.0,,1.0,0.0,0.0,0.0,,,,,20
superagent,Module_CC,REFACTOR,0.15,,2.7,1.63,4.72,2.17,0.33,0.45,0.33,0.45,11
superagent,Module_EC,REFACTOR,1.0,,1.0,0.0,0.0,0.0,,,,,11
superagent,Module_CC,TESTING,-0.29,,-0.93,2.39,17.67,4.2,0.4,0.32,0.5,0.45,38
superagent,Module_EC,TESTING,-10.09,,-15.64,4.26,118.08,10.87,0.0,0.0,0.5,0.07,38
superagent,Module_CC,FEATURE,,,,1.54,2.38,1.54,0.0,0.0,0.0,0.25,4
superagent,Module_EC,FEATURE,,,,0.92,0.85,0.92,0.0,0.0,0.0,0.0,4
superagent,Module_CC,UPGRADE,-3.36,,3.18,2.4,9.8,3.13,0.5,0.0,0.5,0.0,6
superagent,Module_EC,UPGRADE,0.0,,1.5,0.26,0.1,0.32,0.0,0.0,0.0,0.0,6
superagent,Module_CC,RELEASE,-1.29,,-2.44,0.87,0.94,0.97,0.3,0.6,0.9,0.88,40
superagent,Module_EC,RELEASE,1.0,,1.0,0.0,0.0,0.0,,,,,40
superagent,Module_CC,SUPPORT,-0.42,,-4.68,1.11,1.93,1.39,0.4,0.24,0.6,0.59,17
superagent,Module_EC,SUPPORT,1.0,,1.0,0.0,0.0,0.0,,,,,17
superagent,Module_CC,OTHER,0.2,,0.09,6.51,102.42,10.12,0.12,0.19,0.28,0.45,98
superagent,Module_EC,OTHER,-0.33,,-0.52,2.21,25.65,5.06,0.3,0.09,0.4,0.18,98
keystone,Module_CC,BUG,0.94,,0.76,111.22,37334.71,193.22,0.2,0.35,0.6,0.5,20
keystone,Module_EC,BUG,0.88,,0.52,333.99,442518.67,665.22,0.0,0.05,0.2,0.25,20
keystone,Module_CC,DOCS,0.67,,0.67,66.14,5711.36,75.57,0.0,0.0,0.25,0.15,13
keystone,Module_EC,DOCS,0.58,,0.58,62.41,4463.44,66.81,0.0,0.0,0.25,0.15,13
keystone,Module_CC,REFACTOR,0.84,,1.08,234.94,101628.37,318.79,0.0,0.12,0.5,0.5,8
keystone,Module_EC,REFACTOR,0.84,,1.08,825.59,1285866.53,1133.96,0.0,0.5,0.5,0.5,8
keystone,Module_CC,TESTING,0.42,,0.42,363.42,258582.3,508.51,0.0,0.14,0.25,0.36,14
keystone,Module_EC,TESTING,0.54,,0.54,108.4,24214.34,155.61,0.5,0.21,0.75,0.36,14
keystone,Module_CC,FEATURE,0.83,,1.08,1.3,2.04,1.43,0.0,0.12,0.5,0.25,8
keystone,Module_EC,FEATURE,0.9,,1.05,0.23,0.1,0.32,0.5,0.14,0.5,0.29,8
keystone,Module_CC,UPGRADE,-2.13,,2.56,6.5,50.12,7.08,0.0,0.43,0.5,0.57,7
keystone,Module_EC,UPGRADE,-107.98,,55.49,4.78,27.25,5.22,0.0,0.14,0.5,0.29,7
keystone,Module_CC,RELEASE,-0.65,,1.82,4.52,26.4,5.14,0.0,0.29,0.5,0.57,7
keystone,Module_EC,RELEASE,-5.28,,4.14,2.5,6.28,2.51,0.0,0.43,1.0,0.71,7
keystone,Module_CC,SUPPORT,0.89,,1.22,8.19,95.35,9.76,0.33,0.33,0.33,0.78,9
keystone,Module_EC,SUPPORT,0.94,,1.12,5.05,34.01,5.83,0.33,0.44,0.33,0.56,9
keystone,Module_CC,OTHER,0.83,,0.57,807.92,1743710.76,1320.5,0.5,0.23,0.67,0.41,22
keystone,Module_EC,OTHER,0.89,,0.73,919.03,2238317.22,1496.1,0.5,0.27,0.67,0.64,22
medium-editor,Module_CC,BUG,0.94,,0.92,4.13,47.06,6.86,0.27,0.24,0.47,0.45,58
medium-editor,Module_EC,BUG,0.82,,0.77,1.25,4.34,2.08,0.18,0.31,0.45,0.4,58
medium-editor,Module_CC,DOCS,0.97,,0.92,1.24,2.22,1.49,0.5,0.52,0.5,0.67,21
medium-editor,Module_EC,DOCS,0.96,,0.9,0.15,0.04,0.21,0.6,0.5,0.6,0.5,21
medium-editor,Module_CC,REFACTOR,0.11,,2.78,1.83,9.65,3.11,0.67,0.5,0.67,0.5,12
medium-editor,Module_EC,REFACTOR,1.0,,1.0,0.0,0.0,0.0,,,,,12
medium-editor,Module_CC,TESTING,-1.58,,-3.52,1.1,2.22,1.49,0.25,0.39,0.75,0.68,31
medium-editor,Module_EC,TESTING,0.87,,0.77,0.08,0.06,0.23,0.0,0.58,1.0,0.83,31
medium-editor,Module_CC,FEATURE,,,,0.0,0.0,0.0,,,,,3
medium-editor,Module_EC,FEATURE,,,,0.0,0.0,0.0,,,,,3
medium-editor,Module_CC,UPGRADE,0.0,,3.0,0.17,0.08,0.28,1.0,0.89,1.0,0.89,9
medium-editor,Module_EC,UPGRADE,0.0,,3.0,0.08,0.02,0.14,0.0,0.0,0.0,0.0,9
medium-editor,Module_CC,RELEASE,0.78,,0.78,1.1,2.35,1.53,0.5,0.54,0.5,0.62,13
medium-editor,Module_EC,RELEASE,0.86,,0.86,0.44,0.44,0.66,0.5,0.54,0.5,0.54,13
medium-editor,Module_CC,SUPPORT,-1.17,,5.34,0.81,1.93,1.39,0.67,0.5,0.67,0.67,12
medium-editor,Module_EC,SUPPORT,1.0,,1.0,0.0,0.0,0.0,,,,,12
medium-editor,Module_CC,OTHER,0.92,,0.9,39.9,4247.5,65.17,0.65,0.45,0.76,0.68,66
medium-editor,Module_EC,OTHER,0.8,,0.75,9.7,257.41,16.04,0.17,0.14,0.5,0.37,66
pandoc,Module_CC,BUG,0.45,,0.35,25.55,5978.68,77.32,0.48,0.53,0.76,0.77,83
pandoc,Module_EC,BUG,-0.02,,-0.2,3.5,160.69,12.68,0.43,0.27,0.57,0.58,83
pandoc,Module_CC,DOCS,-0.0,,-0.6,0.51,0.92,0.96,0.67,0.37,0.89,0.74,35
pandoc,Module_EC,DOCS,-0.12,,-0.79,6.56,386.78,19.67,0.0,0.0,0.0,0.0,35
pandoc,Module_CC,REFACTOR,0.11,,-1.23,6.03,114.76,10.71,0.0,0.1,0.5,0.33,21
pandoc,Module_EC,REFACTOR,-0.28,,-2.2,0.46,0.74,0.86,0.0,0.0,0.0,0.06,21
pandoc,Module_CC,TESTING,0.43,,0.29,53.19,18088.85,134.49,0.25,0.2,0.44,0.42,64
pandoc,Module_EC,TESTING,0.42,,0.27,1.42,19.72,4.44,0.0,0.1,0.17,0.33,64
pandoc,Module_CC,FEATURE,0.0,,1.5,0.65,0.48,0.69,0.0,0.17,0.0,0.17,6
pandoc,Module_EC,FEATURE,1.0,,1.0,0.0,0.0,0.0,,,,,6
pandoc,Module_CC,UPGRADE,0.23,,-0.1,7.27,404.24,20.11,0.36,0.33,0.64,0.62,42
pandoc,Module_EC,UPGRADE,1.0,,1.0,0.0,0.0,0.0,,,,,42
pandoc,Module_CC,RELEASE,0.06,,-0.88,3.28,28.3,5.32,0.0,0.38,0.57,0.54,26
pandoc,Module_EC,RELEASE,1.0,,1.0,0.0,0.0,0.0,,,,,26
pandoc,Module_CC,SUPPORT,-0.25,,-0.72,3.07,32.34,5.69,0.58,0.35,0.75,0.54,46
pandoc,Module_EC,SUPPORT,0.83,,0.77,0.26,0.29,0.54,0.5,0.12,0.75,0.32,46
pandoc,Module_CC,OTHER,0.7,,0.66,40.02,6663.7,81.63,0.35,0.36,0.54,0.55,104
pandoc,Module_EC,OTHER,0.37,,0.28,3.65,91.07,9.54,0.25,0.2,0.38,0.33,104
swagger-ui,Module_CC,BUG,0.39,,0.28,2.16,9.1,3.02,0.29,0.22,0.43,0.4,81
swagger-ui,Module_EC,BUG,0.69,,0.64,67.53,14813.85,121.71,0.15,0.22,0.45,0.36,81
swagger-ui,Module_CC,DOCS,-0.47,,3.94,46.15,6175.75,78.59,0.0,0.09,0.0,0.09,11
swagger-ui,Module_EC,DOCS,0.44,,2.12,23.73,1295.37,35.99,0.33,0.36,0.33,0.36,11
swagger-ui,Module_CC,REFACTOR,-3.37,,3.18,1.66,4.37,2.09,0.5,0.17,1.0,0.17,6
swagger-ui,Module_EC,REFACTOR,1.0,,1.0,0.0,0.0,0.0,,,,,6
swagger-ui,Module_CC,TESTING,-21.65,,-55.62,4.48,57.89,7.61,0.33,0.19,0.33,0.33,21
swagger-ui,Module_EC,TESTING,-9.62,,-25.55,41.2,5136.85,71.67,0.0,0.12,0.0,0.25,21
swagger-ui,Module_CC,FEATURE,-0.51,,-2.02,8.42,107.54,10.37,0.0,0.04,0.0,0.18,28
swagger-ui,Module_EC,FEATURE,-0.25,,-1.5,389.62,341082.89,584.02,0.0,0.07,0.14,0.22,28
selenium,Module_CC,BUG,0.69,,0.65,35.48,4626.05,68.02,0.44,0.29,0.74,0.64,108
selenium,Module_EC,BUG,0.56,,0.5,25.01,2491.04,49.91,0.37,0.33,0.48,0.57,108
selenium,Module_CC,DOCS,0.37,,0.26,221.26,111677.12,334.18,0.05,0.17,0.19,0.25,84
selenium,Module_EC,DOCS,0.33,,0.21,147.13,80313.79,283.4,0.07,0.03,0.07,0.18,84
selenium,Module_CC,REFACTOR,0.12,,-0.1,24.19,1585.61,39.82,0.25,0.16,0.31,0.3,63
selenium,Module_EC,REFACTOR,-0.06,,-0.32,20.45,1875.71,43.31,0.12,0.16,0.5,0.29,63
selenium,Module_CC,TESTING,0.68,,0.64,58.03,13084.55,114.39,0.19,0.25,0.35,0.44,103
selenium,Module_EC,TESTING,-0.27,,-0.44,34.13,4209.88,64.88,0.23,0.25,0.38,0.44,103
selenium,Module_CC,FEATURE,-12.83,,-54.32,10.03,217.95,14.76,0.2,0.0,0.2,0.11,18
selenium,Module_EC,FEATURE,-5.83,,-26.32,1.85,10.92,3.3,0.0,0.19,0.2,0.31,18
selenium,Module_CC,UPGRADE,-0.11,,-0.48,8.5,170.6,13.06,0.15,0.21,0.31,0.35,52
selenium,Module_EC,UPGRADE,-0.06,,-0.41,3.39,61.36,7.83,0.0,0.0,0.0,0.03,52
selenium,Module_CC,RELEASE,-16.74,,-19.4,24.09,3390.38,58.23,0.17,0.21,0.58,0.44,95
selenium,Module_EC,RELEASE,0.19,,0.07,6.9,158.03,12.57,0.33,0.22,0.67,0.42,95
selenium,Module_CC,SUPPORT,0.43,,0.34,22.87,1193.91,34.55,0.04,0.14,0.17,0.38,95
selenium,Module_EC,SUPPORT,-0.42,,-0.63,16.18,616.46,24.83,0.09,0.13,0.17,0.3,95
selenium,Module_CC,OTHER,0.26,,0.17,555.54,1734604.26,1317.04,0.28,0.25,0.41,0.43,114
selenium,Module_EC,OTHER,0.43,,0.36,128.79,60531.97,246.03,0.38,0.26,0.41,0.46,114
browser-sync,Module_CC,BUG,0.24,,0.14,2.08,12.34,3.51,0.31,0.19,0.46,0.4,103
browser-sync,Module_EC,BUG,0.03,,-0.1,0.71,12.97,3.6,0.0,0.0,0.0,0.0,103
browser-sync,Module_CC,DOCS,-4.96,,-13.9,3.36,23.17,4.81,0.33,0.24,0.33,0.33,21
browser-sync,Module_EC,DOCS,1.0,,1.0,0.0,0.0,0.0,,,,,21
browser-sync,Module_CC,REFACTOR,-0.57,,1.78,2.5,9.78,3.13,0.5,0.4,0.5,0.4,5
browser-sync,Module_EC,REFACTOR,-1.0,,2.0,1.0,2.0,1.41,0.0,0.0,0.0,0.0,5
browser-sync,Module_CC,TESTING,-167.38,,-335.76,7.79,226.79,15.06,0.29,0.14,0.43,0.29,28
browser-sync,Module_EC,TESTING,1.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,28
browser-sync,Module_CC,FEATURE,-0.14,,-1.85,19.28,1533.12,39.16,0.33,0.32,0.33,0.45,22
browser-sync,Module_EC,FEATURE,1.0,,1.0,0.0,0.0,0.0,,,,,22
browser-sync,Module_CC,UPGRADE,,,,1.6,2.56,1.6,0.0,0.0,0.0,0.0,4
browser-sync,Module_EC,UPGRADE,,,,0.0,0.0,0.0,,,,,4
generator-jhipster,Module_CC,BUG,0.36,,0.31,45.77,20483.88,143.12,0.24,0.18,0.45,0.37,166
generator-jhipster,Module_EC,BUG,0.86,,0.85,7.27,309.6,17.6,0.09,0.09,0.17,0.12,166
generator-jhipster,Module_CC,DOCS,0.62,,0.39,0.74,1.54,1.24,0.78,0.49,0.89,0.83,35
generator-jhipster,Module_EC,DOCS,0.0,,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35
generator-jhipster,Module_CC,REFACTOR,0.72,,0.55,21.56,1568.41,39.6,0.11,0.09,0.33,0.18,34
generator-jhipster,Module_EC,REFACTOR,-50.61,,-81.58,1.25,5.1,2.26,0.0,0.0,0.0,0.0,34
generator-jhipster,Module_CC,TESTING,-1.1,,-1.35,6.95,227.36,15.08,0.21,0.15,0.28,0.29,116
generator-jhipster,Module_EC,TESTING,-423.22,,-474.13,3.64,136.19,11.67,0.1,0.02,0.2,0.08,116
generator-jhipster,Module_CC,FEATURE,-234.19,,-410.58,7.52,102.9,10.14,0.0,0.0,0.12,0.0,31
generator-jhipster,Module_EC,FEATURE,0.0,,-0.75,0.16,0.15,0.39,0.0,0.0,0.0,0.0,31
generator-jhipster,Module_CC,UPGRADE,0.84,,0.82,4.2,63.49,7.97,0.35,0.2,0.42,0.43,101
generator-jhipster,Module_EC,UPGRADE,-0.05,,-0.19,5.28,545.44,23.35,0.0,0.0,0.0,0.0,101
generator-jhipster,Module_CC,RELEASE,0.9,,0.89,0.23,0.55,0.74,0.84,0.79,1.0,0.84,173
generator-jhipster,Module_EC,RELEASE,1.0,,1.0,0.0,0.0,0.0,,,,,173
generator-jhipster,Module_CC,SUPPORT,0.21,,0.05,9.37,216.04,14.7,0.11,0.08,0.42,0.29,73
generator-jhipster,Module_EC,SUPPORT,-0.06,,-0.27,50.9,41350.48,203.35,0.0,0.0,0.08,0.0,73
