Project,Model,Task,R_Squared,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_50,T_Records
tensorflow,Line,TESTING,0.95,0.94,5742.6,85415665.54,9242.06,0.0,0.18,17
tensorflow,Module,TESTING,0.92,0.9,177.19,109146.86,330.37,0.06,0.06,17
vue,Line,TESTING,1.0,1.0,1461.02,19890052.67,4459.83,0.15,0.33,46
vue,Module,TESTING,1.0,1.0,42.66,14496.06,120.4,0.11,0.26,46
moby,Line,TESTING,0.81,0.8,1904.86,75407775.57,8683.77,0.15,0.25,60
moby,Module,TESTING,0.86,0.85,45.29,41540.38,203.81,0.22,0.35,60
neutron,Line,FEATURE,1.0,1.0,465.4,583004.27,763.55,0.6,0.6,5
neutron,Module,FEATURE,1.0,1.0,7.48,150.57,12.27,0.6,0.6,5
home-assistant,Line,TESTING,0.17,0.13,43393.22,11658999392.42,107976.85,0.05,0.1,40
home-assistant,Module,TESTING,0.69,0.66,230.01,209076.93,457.25,0.08,0.15,40
tensorflow,Line,FEATURE,0.97,0.91,10083.9,142715488.62,11946.36,0.0,0.0,4
tensorflow,Module,FEATURE,1.0,1.0,407.38,493124.49,702.23,0.0,0.25,4
node,Line,REFACTOR,0.63,0.63,14298.53,553835517.27,23533.71,0.12,0.34,286
node,Module,REFACTOR,0.93,0.93,79.32,12794.07,113.11,0.38,0.48,286
angular,Line,TESTING,0.82,0.81,10190.73,341975658.69,18492.58,0.07,0.17,58
angular,Module,TESTING,0.93,0.93,116.05,25845.53,160.77,0.28,0.38,58
gitlabhq,Line,REFACTOR,0.67,0.67,1552.89,5636944.12,2374.22,0.26,0.43,163
gitlabhq,Module,REFACTOR,0.86,0.86,34.25,2331.08,48.28,0.34,0.62,163
vue,Line,FEATURE,0.95,0.94,128.24,50072.49,223.77,0.5,0.58,12
vue,Module,FEATURE,0.83,0.77,61.87,12996.11,114.0,0.33,0.42,12
moby,Line,FEATURE,0.12,0.05,89.14,34787.83,186.51,0.07,0.15,27
moby,Module,FEATURE,0.53,0.47,2.66,46.68,6.83,0.0,0.07,27
neutron,Line,UPGRADE,0.74,0.7,278.17,138863.12,372.64,0.33,0.67,15
neutron,Module,UPGRADE,0.87,0.83,8.59,121.91,11.04,0.33,0.87,15
home-assistant,Line,FEATURE,0.37,0.23,218.09,80985.18,284.58,0.0,0.0,12
home-assistant,Module,FEATURE,0.13,-0.2,19.81,1011.02,31.8,0.08,0.08,12
tensorflow,Line,UPGRADE,0.77,0.73,651.14,1232796.1,1110.31,0.0,0.0,15
tensorflow,Module,UPGRADE,0.86,0.82,17.26,748.42,27.36,0.07,0.4,15
angular,Line,FEATURE,1.0,1.0,3464.85,87335436.7,9345.34,0.24,0.32,25
angular,Module,FEATURE,0.99,0.99,183.1,310033.53,556.81,0.12,0.28,25
vue,Line,UPGRADE,0.97,0.96,2.65,19.05,4.36,0.57,0.71,7
vue,Module,UPGRADE,1.0,1.0,1.12,3.19,1.79,0.57,0.57,7
moby,Line,UPGRADE,0.39,0.36,106.25,39464.11,198.66,0.04,0.13,47
moby,Module,UPGRADE,0.66,0.64,3.76,38.56,6.21,0.17,0.26,47
node,Line,TESTING,0.85,0.85,12388.43,441766904.28,21018.25,0.23,0.31,430
node,Module,TESTING,0.86,0.86,748.31,1361053.29,1166.64,0.21,0.32,430
neutron,Line,RELEASE,0.28,0.19,432.04,243838.84,493.8,0.05,0.16,19
neutron,Module,RELEASE,0.94,0.93,7.67,142.19,11.92,0.58,0.63,19
home-assistant,Line,UPGRADE,0.12,0.07,2293.05,57376028.43,7574.7,0.03,0.11,38
home-assistant,Module,UPGRADE,0.97,0.97,33.71,4467.28,66.84,0.47,0.63,38
gitlabhq,Line,TESTING,0.13,0.12,73795.97,25533739094.54,159792.8,0.02,0.03,287
gitlabhq,Module,TESTING,0.21,0.2,1679.13,9116038.13,3019.28,0.01,0.03,287
tensorflow,Line,RELEASE,0.16,0.08,21409.44,1543703990.0,39290.0,0.04,0.04,24
tensorflow,Module,RELEASE,0.55,0.48,34.44,2020.53,44.95,0.0,0.17,24
angular,Line,UPGRADE,0.97,0.96,1128.33,2884466.07,1698.37,0.15,0.23,13
angular,Module,UPGRADE,0.98,0.97,57.26,12190.7,110.41,0.38,0.46,13
moby,Line,RELEASE,0.0,-0.05,116.46,80684.29,284.05,0.12,0.28,40
moby,Module,RELEASE,0.23,0.17,4.94,56.88,7.54,0.08,0.18,40
neutron,Line,SUPPORT,0.73,0.71,3032.86,17421625.71,4173.92,0.11,0.2,35
neutron,Module,SUPPORT,0.96,0.96,35.64,2265.98,47.6,0.43,0.71,35
home-assistant,Line,RELEASE,0.2,0.09,29.6,2153.3,46.4,0.0,0.06,18
home-assistant,Module,RELEASE,0.4,0.27,1.09,3.28,1.81,0.11,0.11,18
vue,Line,RELEASE,0.99,0.99,4199.32,224218738.09,14973.94,0.07,0.14,88
vue,Module,RELEASE,1.0,1.0,4.55,258.53,16.08,0.51,0.67,88
tensorflow,Line,SUPPORT,0.96,0.95,3152.21,28872368.35,5373.3,0.3,0.6,10
tensorflow,Module,SUPPORT,0.99,0.98,49.35,5265.04,72.56,0.3,0.7,10
angular,Line,RELEASE,0.83,0.82,119.53,38624.14,196.53,0.24,0.39,66
angular,Module,RELEASE,0.96,0.96,4.49,53.28,7.3,0.61,0.76,66
node,Line,FEATURE,0.42,0.41,175.37,62454.1,249.91,0.12,0.3,82
node,Module,FEATURE,0.9,0.9,4.72,49.43,7.03,0.4,0.61,82
moby,Line,SUPPORT,0.66,0.64,879.57,11493285.61,3390.17,0.06,0.19,36
moby,Module,SUPPORT,0.88,0.87,27.19,14201.7,119.17,0.28,0.47,36
gitlabhq,Line,FEATURE,0.24,0.23,1324.62,3965096.28,1991.25,0.14,0.35,204
gitlabhq,Module,FEATURE,0.47,0.46,61.48,14961.64,122.32,0.13,0.35,204
neutron,Line,OTHER,0.96,0.96,12049.15,282062665.18,16794.72,0.44,0.83,48
neutron,Module,OTHER,0.99,0.99,218.56,73998.29,272.03,0.77,0.88,48
vue,Line,SUPPORT,0.99,0.99,80.93,17827.37,133.52,0.27,0.48,33
vue,Module,SUPPORT,1.0,1.0,3.77,52.61,7.25,0.24,0.52,33
home-assistant,Line,SUPPORT,0.46,0.43,4887.31,128136109.41,11319.72,0.1,0.21,42
home-assistant,Module,SUPPORT,0.16,0.09,252.67,348277.5,590.15,0.07,0.1,42
tensorflow,Line,OTHER,0.84,0.83,73642.57,21482042119.1,146567.53,0.03,0.06,34
tensorflow,Module,OTHER,0.84,0.82,1305.05,5274529.77,2296.63,0.0,0.0,34
angular,Line,SUPPORT,0.96,0.96,95.13,12125.93,110.12,0.55,0.8,20
angular,Module,SUPPORT,0.98,0.98,3.39,24.36,4.94,0.6,0.85,20
node,Line,UPGRADE,0.73,0.73,277811.57,176305275016.07,419887.22,0.22,0.43,415
node,Module,UPGRADE,0.81,0.81,2846.19,20270185.41,4502.24,0.2,0.43,415
moby,Line,OTHER,0.87,0.87,15606.75,11109698760.75,105402.56,0.12,0.2,102
moby,Module,OTHER,0.87,0.87,426.02,10277001.5,3205.78,0.08,0.2,102
gitlabhq,Line,UPGRADE,0.14,0.13,1035.64,6226731.79,2495.34,0.04,0.15,231
gitlabhq,Module,UPGRADE,0.74,0.74,18.5,830.95,28.83,0.14,0.27,231
vue,Line,OTHER,0.96,0.96,11147.31,1186147045.36,34440.49,0.04,0.09,104
vue,Module,OTHER,1.0,1.0,40.64,16307.26,127.7,0.38,0.54,104
home-assistant,Line,OTHER,0.72,0.72,16913.68,2065147944.63,45443.9,0.07,0.14,161
home-assistant,Module,OTHER,0.56,0.55,671.77,5250400.2,2291.38,0.11,0.21,161
angular,Line,OTHER,0.55,0.54,149132.43,85346468786.56,292141.18,0.05,0.25,73
angular,Module,OTHER,0.74,0.73,663.95,1051688.06,1025.52,0.12,0.26,73
node,Line,RELEASE,0.91,0.91,248.98,124585.44,352.97,0.34,0.46,326
node,Module,RELEASE,0.9,0.9,8.55,147.33,12.14,0.35,0.47,326
gitlabhq,Line,RELEASE,0.59,0.58,379.45,468662.64,684.59,0.04,0.05,134
gitlabhq,Module,RELEASE,0.69,0.68,13.28,541.85,23.28,0.09,0.25,134
node,Line,SUPPORT,0.64,0.64,5959.28,143620633.76,11984.18,0.12,0.24,312
node,Module,SUPPORT,0.97,0.97,28.95,1771.12,42.08,0.44,0.66,312
gitlabhq,Line,SUPPORT,0.2,0.19,1941.05,15813120.85,3976.57,0.18,0.29,194
gitlabhq,Module,SUPPORT,0.65,0.64,41.33,5102.82,71.43,0.18,0.47,194
node,Line,OTHER,0.94,0.94,295313.5,237793868192.83,487641.13,0.22,0.4,522
node,Module,OTHER,0.98,0.98,1974.71,8465260.17,2909.51,0.36,0.42,522
gitlabhq,Line,OTHER,0.55,0.55,36755.54,4757749489.61,68976.44,0.08,0.18,533
gitlabhq,Module,OTHER,0.93,0.93,401.1,489686.41,699.78,0.4,0.65,533
orleans,Line,BUG,0.81,0.8,1944.0,26510647.97,5148.85,0.06,0.16,32
orleans,Module,BUG,0.83,0.81,141.56,117475.74,342.75,0.06,0.34,32
orleans,Line,DOCS,0.43,0.14,147.79,94123.18,306.8,0.29,0.71,7
orleans,Module,DOCS,1.0,1.0,4.13,59.1,7.69,0.0,0.57,7
orleans,Line,REFACTOR,0.38,0.13,1872.59,9905514.77,3147.3,0.0,0.0,8
orleans,Module,REFACTOR,0.96,0.93,19.73,539.62,23.23,0.0,0.5,8
nova,Line,BUG,0.96,0.96,1945.9,7929376.53,2815.91,0.87,0.96,46
nova,Module,BUG,0.97,0.97,109.25,17386.52,131.86,0.7,0.91,46
cli,Line,BUG,0.01,-0.02,6567.91,319964269.9,17887.55,0.01,0.07,68
cli,Module,BUG,0.23,0.19,39.41,4741.93,68.86,0.18,0.47,68
orleans,Line,TESTING,0.94,0.93,1544.96,6413568.18,2532.5,0.14,0.38,21
orleans,Module,TESTING,0.94,0.93,247.58,512528.16,715.91,0.19,0.24,21
ansible,Line,BUG,1.0,1.0,26541.26,1153125080.24,33957.7,0.36,0.47,102
ansible,Module,BUG,0.98,0.98,2346.97,14139047.39,3760.19,0.35,0.44,102
nova,Line,DOCS,0.45,0.41,6827.31,102562945.19,10127.34,0.18,0.32,34
nova,Module,DOCS,0.88,0.87,50.84,5097.69,71.4,0.47,0.62,34
cli,Line,DOCS,0.37,0.26,150.03,59027.76,242.96,0.13,0.27,15
cli,Module,DOCS,0.39,0.22,6.24,63.01,7.94,0.13,0.2,15
angular.js,Line,BUG,0.64,0.63,26347.38,1771803423.74,42092.8,0.06,0.21,80
angular.js,Module,BUG,0.91,0.91,357.26,277118.83,526.42,0.24,0.55,80
orleans,Line,UPGRADE,0.98,0.97,106.8,16368.74,127.94,0.43,0.43,7
orleans,Module,UPGRADE,0.92,0.84,14.31,446.04,21.12,0.29,0.43,7
nova,Line,REFACTOR,0.97,0.97,572.47,567622.24,753.41,0.74,0.84,19
nova,Module,REFACTOR,0.84,0.81,31.67,1629.28,40.36,0.32,0.68,19
ansible,Line,DOCS,0.77,0.76,185550.84,114855106943.69,338902.8,0.04,0.16,69
ansible,Module,DOCS,0.82,0.81,6167.28,128353299.37,11329.31,0.06,0.19,69
cli,Line,REFACTOR,0.02,-0.03,8534.2,457340006.33,21385.51,0.1,0.22,41
cli,Module,REFACTOR,0.16,0.09,108.56,38145.04,195.31,0.15,0.2,41
orleans,Line,RELEASE,0.97,0.96,47.07,10960.7,104.69,0.0,0.1,10
orleans,Module,RELEASE,0.76,0.64,2.94,40.36,6.35,0.2,0.7,10
nova,Line,TESTING,0.38,0.34,42873.07,5825640912.92,76325.89,0.11,0.24,37
nova,Module,TESTING,0.58,0.54,614.3,1132894.63,1064.38,0.05,0.3,37
ansible,Line,REFACTOR,0.88,0.87,128620.56,23798074129.72,154266.24,0.05,0.24,38
ansible,Module,REFACTOR,0.82,0.8,4472.8,37899402.29,6156.25,0.0,0.11,38
cli,Line,TESTING,0.16,0.13,3592.32,52712626.82,7260.35,0.1,0.22,67
cli,Module,TESTING,0.35,0.32,74.04,19353.41,139.12,0.07,0.19,67
orleans,Line,SUPPORT,0.96,0.96,1230.85,16331769.65,4041.26,0.26,0.26,23
orleans,Module,SUPPORT,0.95,0.94,47.36,25468.42,159.59,0.26,0.3,23
angular.js,Line,DOCS,0.29,0.27,44950.24,5497452151.66,74144.81,0.06,0.15,78
angular.js,Module,DOCS,0.97,0.97,90.85,19834.74,140.84,0.46,0.65,78
nova,Line,FEATURE,0.43,0.24,1169.83,3029466.01,1740.54,0.0,0.0,9
nova,Module,FEATURE,0.48,0.17,45.52,3312.95,57.56,0.0,0.11,9
cli,Line,FEATURE,0.49,0.38,486.9,484568.74,696.11,0.0,0.0,12
cli,Module,FEATURE,0.06,-0.29,38.43,3236.41,56.89,0.0,0.08,12
ansible,Line,TESTING,0.95,0.95,50357.94,9183207544.52,95829.05,0.27,0.41,70
ansible,Module,TESTING,0.89,0.88,6471.86,82301686.02,9072.03,0.16,0.3,70
angular.js,Line,REFACTOR,0.54,0.52,8960.52,195108610.63,13968.13,0.04,0.11,54
angular.js,Module,REFACTOR,0.98,0.98,28.38,1933.95,43.98,0.43,0.59,54
orleans,Line,OTHER,0.9,0.9,19869.76,5112450503.92,71501.4,0.19,0.28,43
orleans,Module,OTHER,0.95,0.95,1132.17,22601264.75,4754.08,0.09,0.12,43
nova,Line,UPGRADE,0.67,0.64,2421.68,12502547.17,3535.89,0.22,0.43,23
nova,Module,UPGRADE,0.84,0.81,19.95,904.1,30.07,0.48,0.74,23
cli,Line,UPGRADE,0.51,0.48,7172.08,392979900.52,19823.72,0.05,0.07,42
cli,Module,UPGRADE,0.52,0.48,110.35,89721.48,299.54,0.05,0.1,42
ansible,Line,FEATURE,0.86,0.85,28665.86,1432087865.87,37842.94,0.03,0.47,34
ansible,Module,FEATURE,0.96,0.96,350.32,297733.62,545.65,0.35,0.35,34
angular.js,Line,TESTING,0.9,0.9,3050.1,15723557.77,3965.29,0.29,0.39,59
angular.js,Module,TESTING,0.98,0.98,17.42,498.25,22.32,0.59,0.69,59
nova,Line,RELEASE,0.54,0.49,3899.19,40384550.92,6354.88,0.1,0.14,21
nova,Module,RELEASE,0.87,0.85,8.23,174.46,13.21,0.71,0.76,21
lock,Line,BUG,0.86,0.86,3937.07,110630090.63,10518.08,0.07,0.11,103
lock,Module,BUG,0.47,0.45,185.1,241012.09,490.93,0.06,0.08,103
cli,Line,RELEASE,0.57,0.53,72.33,10052.89,100.26,0.12,0.36,25
cli,Module,RELEASE,0.43,0.35,3.52,27.38,5.23,0.2,0.44,25
ansible,Line,UPGRADE,0.44,0.42,7857.65,211306141.86,14536.37,0.07,0.12,56
ansible,Module,UPGRADE,0.95,0.95,65.41,12653.23,112.49,0.32,0.5,56
angular.js,Line,FEATURE,0.95,0.95,4387.72,47978075.74,6926.62,0.42,0.5,36
angular.js,Module,FEATURE,0.95,0.95,74.04,15962.25,126.34,0.39,0.47,36
kubernetes,Line,BUG,0.4,0.39,37051.04,10342265957.2,101696.93,0.03,0.12,236
kubernetes,Module,BUG,0.65,0.65,506.11,1208574.66,1099.35,0.13,0.21,236
lock,Line,DOCS,0.83,0.76,681.1,1013246.33,1006.6,0.5,0.5,8
lock,Module,DOCS,0.99,0.98,2.28,20.76,4.56,0.75,0.75,8
nova,Line,SUPPORT,0.6,0.56,16015.34,660642663.05,25702.97,0.24,0.32,25
nova,Module,SUPPORT,0.54,0.47,720.02,1533332.51,1238.28,0.16,0.32,25
cli,Line,SUPPORT,0.0,-0.06,2613.76,18863818.77,4343.25,0.13,0.21,38
cli,Module,SUPPORT,0.21,0.14,46.85,12068.03,109.85,0.21,0.32,38
angular.js,Line,UPGRADE,0.43,0.37,14880.4,327932681.7,18108.91,0.0,0.14,22
angular.js,Module,UPGRADE,0.58,0.51,44.51,3001.57,54.79,0.05,0.23,22
lock,Line,REFACTOR,0.69,0.62,3215.16,16737926.47,4091.2,0.42,0.5,12
lock,Module,REFACTOR,0.86,0.81,17.89,542.72,23.3,0.42,0.58,12
nova,Line,OTHER,0.98,0.98,17344.52,771718504.36,27779.82,0.65,0.84,63
nova,Module,OTHER,0.98,0.98,547.29,1338187.4,1156.8,0.7,0.84,63
angular.js,Line,RELEASE,0.86,0.85,116.62,23588.32,153.58,0.15,0.22,27
angular.js,Module,RELEASE,0.9,0.89,3.88,38.08,6.17,0.59,0.74,27
ansible,Line,RELEASE,0.66,0.65,876.61,1995898.31,1412.76,0.43,0.47,75
ansible,Module,RELEASE,0.98,0.98,10.5,322.26,17.95,0.69,0.79,75
kubernetes,Line,DOCS,0.11,0.1,28796.27,1397264991.07,37380.01,0.09,0.35,140
kubernetes,Module,DOCS,0.09,0.07,529.83,537076.91,732.86,0.06,0.28,140
lock,Line,TESTING,0.99,0.99,2211.49,14181681.81,3765.86,0.32,0.32,25
lock,Module,TESTING,0.98,0.98,27.65,2143.72,46.3,0.24,0.44,25
cli,Line,OTHER,0.08,0.06,119956.78,64278547850.3,253532.14,0.08,0.13,85
cli,Module,OTHER,0.25,0.22,697.49,1328565.94,1152.63,0.12,0.36,85
angular.js,Line,SUPPORT,0.96,0.95,18.43,383.98,19.6,0.69,0.77,13
angular.js,Module,SUPPORT,0.99,0.99,0.47,0.31,0.56,0.77,0.92,13
ansible,Line,SUPPORT,0.95,0.95,15890.49,476580485.98,21830.72,0.24,0.5,54
ansible,Module,SUPPORT,0.99,0.99,156.87,52941.27,230.09,0.54,0.56,54
lock,Line,FEATURE,1.0,1.0,1.98,6.07,2.46,0.0,0.0,3
lock,Module,FEATURE,1.0,1.0,1.49,3.43,1.85,0.0,0.0,3
lock,Line,UPGRADE,1.0,1.0,130.48,20834.06,144.34,0.0,0.67,3
lock,Module,UPGRADE,1.0,1.0,16.23,322.59,17.96,0.33,0.67,3
kubernetes,Line,REFACTOR,0.35,0.34,5960.62,263931443.69,16245.97,0.08,0.2,138
kubernetes,Module,REFACTOR,0.21,0.19,194.34,284597.3,533.48,0.07,0.17,138
angular.js,Line,OTHER,0.6,0.59,42083.45,4962418941.16,70444.44,0.2,0.31,71
angular.js,Module,OTHER,0.79,0.78,1118.01,2029136.2,1424.48,0.06,0.2,71
lock,Line,RELEASE,0.82,0.81,425.02,1205402.55,1097.91,0.07,0.18,45
lock,Module,RELEASE,1.0,1.0,3.97,278.57,16.69,0.8,0.93,45
ansible,Line,OTHER,0.94,0.94,354144.41,329799256376.35,574281.51,0.25,0.35,101
ansible,Module,OTHER,0.97,0.97,5682.8,93977901.28,9694.22,0.27,0.55,101
lock,Line,SUPPORT,0.95,0.95,437.45,1171671.36,1082.44,0.28,0.34,29
lock,Module,SUPPORT,0.99,0.99,7.38,237.73,15.42,0.24,0.38,29
kubernetes,Line,TESTING,0.3,0.29,47771.24,7823756576.6,88452.0,0.05,0.11,212
kubernetes,Module,TESTING,0.57,0.56,356.61,416097.28,645.06,0.14,0.25,212
lock,Line,OTHER,0.74,0.74,23268.88,3299967340.7,57445.34,0.11,0.37,475
lock,Module,OTHER,0.42,0.42,205.49,934649.38,966.77,0.05,0.11,475
kubernetes,Line,FEATURE,0.21,0.2,2731.8,27106486.75,5206.39,0.1,0.16,127
kubernetes,Module,FEATURE,0.37,0.35,113.75,30256.2,173.94,0.09,0.2,127
kubernetes,Line,UPGRADE,0.41,0.4,4846.58,138690867.48,11776.71,0.05,0.06,190
kubernetes,Module,UPGRADE,0.5,0.49,76.34,29069.4,170.5,0.1,0.23,190
kubernetes,Line,RELEASE,0.08,0.07,19712.68,1324077895.97,36387.88,0.01,0.1,225
kubernetes,Module,RELEASE,0.12,0.11,171.0,70417.14,265.36,0.01,0.04,225
kubernetes,Line,SUPPORT,0.28,0.27,154471.11,153806580982.06,392181.82,0.01,0.01,186
kubernetes,Module,SUPPORT,0.32,0.31,842.49,4507905.4,2123.18,0.04,0.1,186
mesos,Line,BUG,0.96,0.96,696.8,1736863.87,1317.9,0.3,0.43,44
mesos,Module,BUG,0.99,0.99,14.11,547.9,23.41,0.48,0.64,44
kubernetes,Line,OTHER,0.71,0.71,334102.16,514147626984.03,717040.88,0.08,0.18,258
kubernetes,Module,OTHER,0.92,0.92,2006.91,14694172.46,3833.3,0.17,0.31,258
mesos,Line,DOCS,0.84,0.82,1926.42,6264540.53,2502.91,0.17,0.22,18
mesos,Module,DOCS,0.94,0.93,21.99,1839.75,42.89,0.28,0.33,18
mesos,Line,REFACTOR,0.96,0.95,891.92,1243463.11,1115.11,0.58,0.92,12
mesos,Module,REFACTOR,0.96,0.94,9.74,126.06,11.23,0.67,0.83,12
mesos,Line,TESTING,0.98,0.98,1769.03,9268671.67,3044.45,0.3,0.48,27
mesos,Module,TESTING,0.99,0.99,16.27,690.67,26.28,0.33,0.41,27
mesos,Line,UPGRADE,0.64,0.59,6602.86,88676402.92,9416.81,0.06,0.06,18
mesos,Module,UPGRADE,0.84,0.81,9.03,139.34,11.8,0.17,0.28,18
mesos,Line,RELEASE,0.68,0.63,314.63,217245.6,466.1,0.07,0.13,15
mesos,Module,RELEASE,0.99,0.99,1.88,6.03,2.46,0.4,0.67,15
Odin,Line,BUG,0.21,0.12,1793.87,4991780.32,2234.23,0.14,0.33,21
Odin,Module,BUG,0.61,0.54,77.7,14685.45,121.18,0.14,0.57,21
mesos,Line,SUPPORT,0.85,0.83,957.1,2077576.14,1441.38,0.32,0.53,19
mesos,Module,SUPPORT,0.96,0.95,11.73,250.67,15.83,0.53,0.74,19
Odin,Line,DOCS,1.0,1.0,360.0,129600.0,360.0,0.0,0.0,2
Odin,Module,DOCS,1.0,1.0,6.0,36.0,6.0,0.0,0.0,2
mesos,Line,OTHER,0.93,0.93,6096.25,189944713.61,13782.04,0.13,0.23,52
mesos,Module,OTHER,0.99,0.99,77.27,20045.73,141.58,0.29,0.4,52
Odin,Line,TESTING,0.97,0.91,248.94,63522.48,252.04,0.25,0.5,4
Odin,Module,TESTING,1.0,1.0,20.02,575.72,23.99,0.0,0.0,4
Odin,Line,RELEASE,1.0,1.0,9.0,81.0,9.0,0.0,0.0,2
Odin,Module,RELEASE,1.0,1.0,2.0,4.0,2.0,0.0,0.0,2
Odin,Line,SUPPORT,0.37,0.12,1042.74,3220166.49,1794.48,0.25,0.38,8
Odin,Module,SUPPORT,0.9,0.82,13.39,480.18,21.91,0.25,0.25,8
nixpkgs,Line,BUG,0.15,0.06,4193.74,41619750.06,6451.34,0.14,0.27,22
nixpkgs,Module,BUG,0.55,0.48,100.06,23938.03,154.72,0.36,0.45,22
Odin,Line,OTHER,0.18,0.09,9936.38,164029898.87,12807.42,0.18,0.41,22
Odin,Module,OTHER,0.69,0.64,138.42,44420.49,210.76,0.27,0.45,22
nixpkgs,Line,DOCS,0.32,0.13,406.97,435591.15,659.99,0.0,0.1,10
nixpkgs,Module,DOCS,0.63,0.44,10.39,203.29,14.26,0.1,0.3,10
react,Line,BUG,0.98,0.98,157010.31,226544103070.07,475966.49,0.02,0.05,40
react,Module,BUG,0.99,0.99,704.93,4072275.0,2017.99,0.08,0.12,40
nixpkgs,Line,REFACTOR,0.18,-0.15,3170.25,15729086.8,3965.99,0.0,0.0,8
nixpkgs,Module,REFACTOR,0.29,-0.24,24.42,805.76,28.39,0.0,0.0,8
react,Line,DOCS,0.72,0.69,47138.59,11833557159.64,108782.15,0.15,0.25,20
react,Module,DOCS,0.91,0.89,325.88,335107.69,578.88,0.05,0.25,20
nixpkgs,Line,TESTING,0.26,0.14,4363.45,72159616.62,8494.68,0.0,0.07,15
