,Project,Model,Task,R_Squared,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_50,T_Records
0,nixpkgs,Line,RELEASE,-0.81,-1.53,187.24,63109.33,251.22,0.38,0.5,32
0,nixpkgs,Line,SUPPORT,-0.25,-0.67,988.75,4897402.34,2213.01,0.56,0.78,34
0,nixpkgs,Line,TESTING,-0.17,-0.56,3731.24,35403870.24,5950.12,0.11,0.11,33
0,nixpkgs,Line,UPGRADE,0.42,0.23,318.57,275781.33,525.15,0.67,0.78,36
0,nixpkgs,Module,BUG,0.82,0.73,137.4,60402.0,245.77,0.6,0.9,37
0,nixpkgs,Module,DOCS,0.64,0.28,31.32,3316.71,57.59,0.29,0.43,25
0,nixpkgs,Module,FEATURE,-0.14,-1.28,5.82,40.96,6.4,0.0,0.14,25
0,nixpkgs,Module,OTHER,0.63,0.44,1213.37,2836709.77,1684.25,0.2,0.4,38
0,nixpkgs,Module,REFACTOR,-0.06,-3.24,76.71,21062.09,145.13,0.2,0.4,18
0,nixpkgs,Module,RELEASE,0.02,-0.71,6.19,102.79,10.14,0.75,0.75,32
0,nixpkgs,Module,SUPPORT,0.86,0.78,20.38,1281.19,35.79,0.78,1.0,34
0,nixpkgs,Module,TESTING,-0.02,-0.63,124.29,27113.22,164.66,0.0,0.33,33
0,nixpkgs,Module,UPGRADE,0.59,0.34,19.46,865.61,29.42,0.44,0.67,36
0,node,Line,BUG,0.77,0.76,8249.93,203744675.23,14273.92,0.6,0.77,280
0,node,Line,DOCS,0.4,0.38,7173.53,174997468.64,13228.66,0.57,0.64,231
0,node,Line,FEATURE,0.27,0.23,154.18,80089.0,283.0,0.54,0.62,147
0,node,Line,OTHER,0.93,0.93,208754.05,132989927086.86,364677.84,0.69,0.84,299
0,node,Line,REFACTOR,0.91,0.91,3216.94,36883355.35,6073.17,0.81,0.88,234
0,node,Line,RELEASE,0.97,0.97,82.37,16325.74,127.77,0.79,0.92,247
0,node,Line,SUPPORT,0.9,0.9,1185.42,4043054.13,2010.73,0.67,0.87,249
0,node,Line,TESTING,0.93,0.93,4847.93,81155135.46,9008.61,0.71,0.87,275
0,node,Line,UPGRADE,0.91,0.91,76129.5,23133754598.75,152097.85,0.81,0.94,251
0,node,Module,BUG,0.96,0.96,127.21,53882.4,232.13,0.77,0.9,280
0,node,Module,DOCS,0.92,0.92,10.36,772.27,27.79,0.86,0.91,231
0,node,Module,FEATURE,0.91,0.9,1.74,12.38,3.52,0.84,0.89,147
0,node,Module,OTHER,0.95,0.95,1399.02,6187396.07,2487.45,0.8,0.85,299
0,node,Module,REFACTOR,0.92,0.92,32.07,4588.86,67.74,0.75,0.95,234
0,node,Module,RELEASE,0.98,0.98,2.08,11.41,3.38,0.97,0.98,247
0,node,Module,SUPPORT,0.99,0.99,8.2,191.98,13.86,0.94,0.97,249
0,node,Module,TESTING,0.98,0.98,182.85,79162.74,281.36,0.8,0.87,275
0,node,Module,UPGRADE,0.96,0.96,736.25,1467173.27,1211.27,0.84,0.9,251
0,nova,Line,BUG,0.22,0.19,39921.84,9058679485.64,95177.1,0.43,0.59,204
0,nova,Line,DOCS,0.49,0.46,4958.2,75021412.28,8661.49,0.37,0.54,139
0,nova,Line,FEATURE,0.18,0.1,580.92,1425556.72,1193.97,0.46,0.54,94
0,nova,Line,OTHER,0.42,0.4,544151.79,2018554718634.44,1420758.5,0.19,0.27,207
0,nova,Line,REFACTOR,0.45,0.41,2888.78,35042701.18,5919.69,0.48,0.79,132
0,nova,Line,RELEASE,0.74,0.72,1632.8,15203471.71,3899.16,0.33,0.56,144
0,nova,Line,SUPPORT,-0.68,-0.77,9126.23,506463160.84,22504.74,0.26,0.51,154
0,nova,Line,TESTING,0.81,0.8,8721.96,278842685.79,16698.58,0.48,0.67,190
0,nova,Line,UPGRADE,0.78,0.76,1410.94,6782377.01,2604.3,0.32,0.56,98
0,nova,Module,BUG,0.9,0.89,208.81,243065.9,493.02,0.67,0.8,204
0,nova,Module,DOCS,0.96,0.96,25.64,2126.65,46.12,0.74,0.86,139
0,nova,Module,FEATURE,0.76,0.72,9.59,255.33,15.98,0.54,0.67,94
0,nova,Module,OTHER,0.49,0.46,2637.43,208228646.86,14430.13,0.71,0.83,207
0,nova,Module,REFACTOR,0.13,0.04,81.34,57580.65,239.96,0.42,0.79,132
0,nova,Module,RELEASE,0.44,0.39,12.71,2012.56,44.86,0.61,0.83,144
0,nova,Module,SUPPORT,-2.2,-2.47,338.67,722093.96,849.76,0.38,0.64,154
0,nova,Module,TESTING,0.81,0.8,209.0,225373.81,474.74,0.5,0.73,190
0,nova,Module,UPGRADE,0.75,0.71,23.4,2417.12,49.16,0.4,0.68,98
0,npm,Line,BUG,-0.1,-0.15,7178.16,667332648.88,25832.78,0.49,0.55,185
0,npm,Line,DOCS,0.99,0.99,70.33,18935.52,137.61,0.7,0.85,130
0,npm,Line,FEATURE,-0.04,-0.19,506.93,3475833.69,1864.36,0.71,0.71,68
0,npm,Line,OTHER,0.83,0.82,64902.52,20694115738.78,143854.5,0.62,0.7,254
0,npm,Line,REFACTOR,0.98,0.98,124.87,37503.13,193.66,0.92,1.0,45
0,npm,Line,RELEASE,0.95,0.94,11.61,405.66,20.14,0.83,0.89,69
0,npm,Line,SUPPORT,0.9,0.89,116.96,56668.1,238.05,0.54,0.57,109
0,npm,Line,TESTING,0.92,0.92,691.64,1835532.97,1354.82,0.68,0.77,173
0,npm,Line,UPGRADE,0.94,0.94,5595.92,298457372.12,17275.92,0.76,0.78,148
0,npm,Module,BUG,0.86,0.85,30.13,11057.73,105.16,0.66,0.79,185
0,npm,Module,DOCS,0.99,0.99,4.93,70.54,8.4,0.76,0.91,130
0,npm,Module,FEATURE,0.09,-0.12,5.96,601.4,24.52,0.94,0.94,68
0,npm,Module,OTHER,0.24,0.2,1444.92,17654696.66,4201.75,0.58,0.72,254
0,npm,Module,REFACTOR,0.98,0.97,3.72,26.86,5.18,0.92,0.92,45
0,npm,Module,RELEASE,0.99,0.99,0.32,0.38,0.61,0.94,1.0,69
0,npm,Module,SUPPORT,0.69,0.65,6.97,253.68,15.93,0.71,0.82,109
0,npm,Module,TESTING,0.98,0.98,11.19,490.6,22.15,0.75,0.84,173
0,npm,Module,UPGRADE,0.95,0.95,70.86,59183.56,243.28,0.84,0.84,148
0,office-js,Line,BUG,0.89,0.82,1.48,7.09,2.66,1.0,1.0,21
0,office-js,Module,BUG,0.97,0.92,0.21,0.12,0.35,1.0,1.0,21
0,orleans,Line,BUG,0.96,0.96,345.48,324172.44,569.36,0.48,0.67,81
0,orleans,Line,DOCS,0.12,-0.76,140.9,26845.4,163.85,0.0,0.6,20
0,orleans,Line,FEATURE,0.21,-0.58,667.03,858917.18,926.78,0.2,0.2,18
0,orleans,Line,OTHER,-3.07,-3.48,22286.4,2246615080.8,47398.47,0.22,0.39,90
0,orleans,Line,REFACTOR,-0.01,-2.03,712.1,591804.12,769.29,0.0,0.25,15
0,orleans,Line,RELEASE,0.84,0.76,11.02,298.92,17.29,0.57,0.57,26
0,orleans,Line,SUPPORT,0.88,0.86,584.49,1075343.04,1036.99,0.62,0.69,50
0,orleans,Line,TESTING,0.7,0.66,1350.68,4941858.05,2223.03,0.35,0.35,65
0,orleans,Line,UPGRADE,0.64,0.28,171.16,69826.88,264.25,0.6,1.0,20
0,orleans,Module,BUG,0.98,0.98,23.04,1166.51,34.15,0.57,0.81,81
0,orleans,Module,DOCS,0.26,-1.96,5.44,39.82,6.31,0.6,0.8,20
0,orleans,Module,FEATURE,-6.41,-28.64,48.13,3522.06,59.35,0.4,0.8,18
0,orleans,Module,OTHER,-2.05,-2.53,847.74,3314878.73,1820.68,0.17,0.48,90
0,orleans,Module,REFACTOR,0.83,0.83,12.43,173.29,13.16,0.75,0.75,15
0,orleans,Module,RELEASE,-1.01,-3.02,0.34,0.25,0.5,0.57,0.71,26
0,orleans,Module,SUPPORT,0.97,0.96,10.81,265.94,16.31,0.77,0.92,50
0,orleans,Module,TESTING,0.78,0.73,74.63,18825.73,137.21,0.53,0.82,65
0,orleans,Module,UPGRADE,0.59,-0.64,33.49,2608.0,51.07,0.2,0.8,20
0,pandoc,Line,BUG,0.34,0.27,467.7,2192587.83,1480.74,0.57,0.71,83
0,pandoc,Line,DOCS,-0.67,-1.23,196.19,78908.47,280.91,0.33,0.44,35
0,pandoc,Line,FEATURE,0.0,2.0,1.08,1.34,1.16,0.0,0.0,6
0,pandoc,Line,OTHER,0.23,0.16,1742.77,16840115.52,4103.67,0.42,0.54,104
0,pandoc,Line,REFACTOR,0.07,-0.55,391.66,666312.66,816.28,0.33,0.67,21
0,pandoc,Line,RELEASE,-0.41,-1.11,146.99,47204.14,217.27,0.29,0.43,26
0,pandoc,Line,SUPPORT,-0.52,-0.86,90.45,29723.17,172.4,0.75,0.83,46
0,pandoc,Line,TESTING,0.5,0.42,1182.51,6745709.36,2597.25,0.5,0.56,64
0,pandoc,Line,UPGRADE,0.02,-0.23,152.63,69653.96,263.92,0.09,0.09,42
0,pandoc,Module,BUG,0.44,0.34,25.28,5623.17,74.99,0.81,0.9,83
0,pandoc,Module,DOCS,0.11,-0.42,0.51,0.82,0.9,1.0,1.0,35
0,pandoc,Module,FEATURE,0.0,1.5,0.11,0.02,0.16,1.0,1.0,6
0,pandoc,Module,OTHER,-0.51,-0.72,70.23,33574.22,183.23,0.65,0.85,104
0,pandoc,Module,REFACTOR,0.22,-0.95,6.06,106.07,10.3,0.33,0.5,21
0,pandoc,Module,RELEASE,0.09,-0.82,3.22,27.48,5.24,0.0,0.29,26
0,pandoc,Module,SUPPORT,0.1,-0.24,2.98,25.26,5.03,0.75,0.92,46
0,pandoc,Module,TESTING,0.3,0.12,57.68,22764.17,150.88,0.62,0.75,64
0,pandoc,Module,UPGRADE,0.22,-0.11,7.34,412.17,20.3,0.36,0.64,42
0,pm2,Line,BUG,-0.15,-0.26,262.87,437302.7,661.29,0.17,0.39,91
0,pm2,Line,DOCS,-92.04,-278.12,215.22,75411.27,274.61,0.0,0.25,15
0,pm2,Line,FEATURE,0.48,0.33,149.9,45505.33,213.32,0.2,0.6,39
0,pm2,Line,OTHER,-0.09,-0.18,1130.28,5074915.24,2252.76,0.3,0.48,108
0,pm2,Line,REFACTOR,-0.47,-0.96,736.05,1299422.78,1139.92,0.22,0.44,33
0,pm2,Line,RELEASE,-2.8,-4.7,6.52,65.98,8.12,0.0,0.0,26
0,pm2,Line,SUPPORT,-2.16,-4.27,167.05,54452.09,233.35,0.5,0.5,22
0,pm2,Line,TESTING,-0.41,-0.61,260.04,292364.58,540.71,0.24,0.53,66
0,pm2,Line,UPGRADE,-0.63,-0.99,206.25,78727.99,280.59,0.17,0.17,46
0,pm2,Module,BUG,0.12,-0.02,9.33,505.29,22.48,0.61,0.78,91
0,pm2,Module,DOCS,-0.43,-0.43,1.72,7.86,2.8,0.5,0.75,15
0,pm2,Module,FEATURE,-0.4,-1.1,7.3,131.81,11.48,0.5,0.9,39
0,pm2,Module,OTHER,0.22,0.12,40.55,5961.7,77.21,0.56,0.78,108
0,pm2,Module,REFACTOR,-0.32,-1.11,10.01,167.82,12.95,0.22,0.56,33
0,pm2,Module,RELEASE,0.3,-0.4,0.55,0.37,0.61,0.29,0.57,26
0,pm2,Module,SUPPORT,-0.33,-2.33,18.24,1587.54,39.84,0.83,0.83,22
0,pm2,Module,TESTING,0.27,0.1,6.65,94.92,9.74,0.35,0.71,66
0,pm2,Module,UPGRADE,0.15,-0.17,5.84,83.07,9.11,0.25,0.58,46
0,pomelo,Line,BUG,0.9,0.88,30.74,2845.48,53.34,0.62,0.81,64
0,pomelo,Module,BUG,0.95,0.94,1.53,4.19,2.05,0.56,0.69,64
0,react,Line,BUG,-7.92,-8.73,96462.18,51786524921.01,227566.53,0.48,0.48,98
0,react,Line,DOCS,-6.35,-7.4,57563.65,35953822561.03,189614.93,0.82,0.82,66
0,react,Line,FEATURE,0.23,-0.28,32066.74,5207998624.78,72166.46,0.67,0.67,22
0,react,Line,OTHER,0.75,0.73,44645.12,6614836282.92,81331.64,0.5,0.57,111
0,react,Line,REFACTOR,-0.07,-0.6,12611.75,566452740.41,23800.27,0.43,0.57,25
0,react,Line,RELEASE,-0.01,-0.17,10052.57,562624204.19,23719.7,0.38,0.56,61
0,react,Line,SUPPORT,0.59,0.5,11702.16,613815495.06,24775.3,0.5,0.75,47
0,react,Line,TESTING,0.14,0.01,93329.52,71814166873.75,267981.65,0.62,0.62,64
0,react,Line,UPGRADE,0.71,0.61,1137.43,4647706.32,2155.85,0.78,0.89,34
0,react,Module,BUG,-4.74,-5.56,388.68,1404978.91,1185.32,0.52,0.64,98
0,react,Module,DOCS,-5.19,-6.62,625.59,4858624.44,2204.23,0.76,0.76,66
0,react,Module,FEATURE,0.01,-1.48,595.08,1421698.44,1192.35,0.5,0.67,22
0,react,Module,OTHER,0.66,0.62,1182.14,6475789.19,2544.76,0.5,0.54,111
0,react,Module,REFACTOR,0.38,-0.24,118.21,31268.76,176.83,0.57,0.57,25
0,react,Module,RELEASE,-0.09,-0.36,244.62,699604.36,836.42,0.69,0.81,61
0,react,Module,SUPPORT,0.79,0.71,111.86,38347.33,195.82,0.42,0.58,47
0,react,Module,TESTING,0.36,0.2,1216.96,13254097.44,3640.62,0.56,0.69,64
0,react,Module,UPGRADE,-0.25,-1.0,60.96,18444.03,135.81,0.78,0.89,34
0,requests,Line,BUG,0.45,0.36,85.13,51503.58,226.94,0.27,0.47,57
0,requests,Line,DOCS,-35.18,-49.65,74.41,15492.71,124.47,0.12,0.25,31
0,requests,Line,FEATURE,,,0.0,0.0,0.0,,,2
0,requests,Line,OTHER,-1.93,-2.27,2270.05,21083672.32,4591.7,0.45,0.5,80
0,requests,Line,REFACTOR,,,10.08,101.61,10.08,0.0,0.0,3
0,requests,Line,RELEASE,-0.29,-2.87,9.37,132.99,11.53,0.0,0.25,15
0,requests,Line,SUPPORT,-2.89,-2.89,27.91,1127.83,33.58,0.33,0.67,12
0,requests,Line,TESTING,-43.2,-55.83,437.58,401934.95,633.98,0.0,0.2,39
0,requests,Line,UPGRADE,-163.6,165.6,355.08,173863.15,416.97,0.0,0.0,7
0,requests,Module,BUG,-0.54,-0.96,3.02,17.14,4.14,0.2,0.73,57
0,requests,Module,DOCS,-1.34,-3.1,2.62,11.72,3.42,0.38,0.38,31
0,requests,Module,FEATURE,,,0.0,0.0,0.0,,,2
0,requests,Module,OTHER,0.57,0.49,32.42,3635.37,60.29,0.6,0.6,80
0,requests,Module,REFACTOR,,,0.0,0.0,0.0,1.0,1.0,3
0,requests,Module,RELEASE,-2.13,-2.13,0.8,1.13,1.06,0.5,1.0,15
0,requests,Module,SUPPORT,0.42,2.16,0.46,0.22,0.47,1.0,1.0,12
0,requests,Module,TESTING,0.46,0.19,3.38,28.84,5.37,0.3,0.6,39
0,requests,Module,UPGRADE,0.97,1.02,0.68,0.55,0.74,1.0,1.0,7
0,roslyn,Line,BUG,0.66,0.6,22076.17,1320343579.46,36336.53,0.36,0.43,55
0,roslyn,Line,DOCS,0.12,-0.32,1329.77,4371625.81,2090.84,0.57,0.57,28
0,roslyn,Line,FEATURE,-5.15,-7.2,51046.6,5110566342.26,71488.23,0.11,0.33,33
0,roslyn,Line,OTHER,-0.49,-0.72,190272.28,96258173014.1,310255.01,0.38,0.44,61
0,roslyn,Line,REFACTOR,0.05,-0.27,33301.59,4845181957.93,69607.34,0.56,0.56,35
0,roslyn,Line,RELEASE,-33.3,-47.02,397.77,284274.85,533.17,0.25,0.38,29
0,roslyn,Line,SUPPORT,-6.21,-8.01,229493.65,135468558574.12,368060.54,0.27,0.27,41
0,roslyn,Line,TESTING,-11.38,-14.13,157315.71,84407591526.2,290529.85,0.25,0.5,45
0,roslyn,Line,UPGRADE,0.01,-0.39,1719.07,5868380.44,2422.47,0.5,0.5,30
0,roslyn,Module,BUG,0.48,0.32,909.4,2145499.08,1464.75,0.29,0.5,55
0,roslyn,Module,DOCS,-0.13,-1.26,871.65,4235738.45,2058.09,0.29,0.43,28
0,roslyn,Module,FEATURE,-0.21,-0.94,1146.22,3001314.53,1732.43,0.33,0.44,33
0,roslyn,Module,OTHER,-0.0,-0.25,3252.83,23000476.03,4795.88,0.38,0.56,61
0,roslyn,Module,REFACTOR,-0.18,-0.89,661.68,1015924.6,1007.93,0.56,0.67,35
0,roslyn,Module,RELEASE,0.05,-0.66,9.78,176.3,13.28,0.62,0.88,29
0,roslyn,Module,SUPPORT,0.35,0.07,1015.52,1994868.31,1412.4,0.45,0.55,41
0,roslyn,Module,TESTING,0.36,0.12,812.87,1214292.26,1101.95,0.17,0.5,45
0,roslyn,Module,UPGRADE,0.0,-0.75,73.45,9529.59,97.62,0.62,0.75,30
0,selenium,Line,BUG,-1.06,-1.23,7591.54,141425575.78,11892.25,0.04,0.19,108
0,selenium,Line,DOCS,-1.2,-1.44,19208.2,1129508659.0,33608.16,0.38,0.62,84
0,selenium,Line,FEATURE,-10.49,-21.98,332.52,323150.54,568.46,0.2,0.4,18
0,selenium,Line,OTHER,0.05,-0.02,69126.6,17616597392.07,132727.53,0.17,0.38,114
0,selenium,Line,REFACTOR,-0.08,-0.25,3466.92,56802760.45,7536.76,0.12,0.31,63
0,selenium,Line,RELEASE,0.02,-0.07,6182.12,147393953.35,12140.59,0.17,0.21,95
0,selenium,Line,SUPPORT,-0.14,-0.25,10116.81,764029442.94,27641.08,0.33,0.38,95
0,selenium,Line,TESTING,-15.14,-16.54,11556.72,400802780.15,20020.06,0.15,0.23,103
0,selenium,Line,UPGRADE,-0.18,-0.42,190.85,170746.44,413.21,0.46,0.77,52
0,selenium,Module,BUG,0.56,0.5,64.9,16334.03,127.8,0.3,0.63,108
0,selenium,Module,DOCS,0.42,0.32,334.5,268524.26,518.19,0.48,0.62,84
0,selenium,Module,FEATURE,-12.61,-53.44,11.1,270.64,16.45,0.0,0.4,18
0,selenium,Module,OTHER,0.28,0.19,687.66,2242978.16,1497.66,0.34,0.55,114
0,selenium,Module,REFACTOR,0.18,-0.03,44.45,5817.06,76.27,0.19,0.31,63
0,selenium,Module,RELEASE,-2.95,-3.54,23.24,2789.08,52.81,0.46,0.71,95
0,selenium,Module,SUPPORT,0.32,0.22,36.62,2586.22,50.85,0.12,0.42,95
0,selenium,Module,TESTING,0.68,0.64,90.67,17864.68,133.66,0.15,0.38,103
0,selenium,Module,UPGRADE,-0.45,-0.93,11.44,344.03,18.55,0.23,0.46,52
0,socket.io,Line,BUG,-2.3,-8.9,2482.22,6815487.93,2610.65,0.0,0.25,14
0,socket.io,Line,DOCS,0.49,0.49,41697.87,4608018463.18,67882.39,0.33,0.33,11
0,socket.io,Module,BUG,-0.94,-0.94,127.37,20411.18,142.87,0.25,0.25,14
0,socket.io,Module,DOCS,0.69,1.62,566.44,533900.57,730.68,0.33,0.67,11
0,stylus,Line,BUG,0.1,-1.7,79.5,22818.3,151.06,0.75,0.75,16
0,stylus,Line,DOCS,,,39.67,1573.44,39.67,0.0,1.0,4
0,stylus,Line,FEATURE,,,0.0,0.0,0.0,,,2
0,stylus,Line,REFACTOR,,,42.0,1764.0,42.0,0.0,0.0,2
0,stylus,Line,TESTING,,,2.0,4.0,2.0,1.0,1.0,2
0,stylus,Module,BUG,0.15,0.15,11.31,438.42,20.94,0.5,0.75,16
0,stylus,Module,DOCS,,,6.8,46.21,6.8,0.0,0.0,4
0,stylus,Module,FEATURE,,,0.0,0.0,0.0,,,2
0,stylus,Module,REFACTOR,,,1.0,1.0,1.0,0.0,0.0,2
0,stylus,Module,TESTING,,,1.0,1.0,1.0,1.0,1.0,2
0,superagent,Line,BUG,-3.23,-3.88,290.83,303556.44,550.96,0.12,0.31,63
0,superagent,Line,DOCS,-0.09,-1.18,57.12,11205.97,105.86,0.2,0.2,20
0,superagent,Line,FEATURE,,,51.45,2647.1,51.45,0.0,0.0,4
0,superagent,Line,OTHER,-1.05,-1.24,504.74,969559.79,984.66,0.52,0.6,98
0,superagent,Line,REFACTOR,-0.51,-0.51,60.39,6850.96,82.77,0.33,0.33,11
0,superagent,Line,RELEASE,-5.18,-6.95,11.63,581.76,24.12,0.3,0.8,40
0,superagent,Line,SUPPORT,-33.23,-67.46,47.28,2880.69,53.67,0.0,0.0,17
0,superagent,Line,TESTING,-51.79,-66.87,2227.75,24219755.03,4921.36,0.5,0.5,38
0,superagent,Line,UPGRADE,-138.72,140.72,88.33,7859.03,88.65,0.0,0.0,6
0,superagent,Module,BUG,-0.14,-0.43,1.87,7.15,2.67,0.56,0.81,63
0,superagent,Module,DOCS,0.28,-1.88,0.55,0.46,0.68,0.4,0.6,20
0,superagent,Module,FEATURE,,,0.32,0.1,0.32,1.0,1.0,4
0,superagent,Module,OTHER,-1.98,-2.41,12.12,500.51,22.37,0.56,0.76,98
0,superagent,Module,REFACTOR,0.33,2.34,1.53,3.7,1.92,0.0,0.33,11
0,superagent,Module,RELEASE,-1.25,-2.38,0.85,0.92,0.96,0.3,0.9,40
0,superagent,Module,SUPPORT,0.39,-1.44,0.42,0.25,0.5,0.6,1.0,17
0,superagent,Module,TESTING,-11.81,-18.22,12.01,482.36,21.96,0.5,0.6,38
0,superagent,Module,UPGRADE,-1.2,2.1,2.84,8.81,2.97,1.0,1.0,6
0,swagger-ui,Line,BUG,-0.65,-0.83,6039.79,93460252.14,9667.48,0.1,0.19,81
0,swagger-ui,Line,DOCS,-0.31,-0.31,4551.36,53640678.17,7323.98,0.0,0.0,11
0,swagger-ui,Line,FEATURE,-0.15,-0.72,18252.42,1109409488.95,33307.8,0.29,0.43,28
0,swagger-ui,Line,REFACTOR,-4.59,6.59,187.37,42766.02,206.8,0.0,0.0,6
0,swagger-ui,Line,TESTING,0.64,0.4,11911.44,509585310.14,22574.0,0.67,0.67,21
0,swagger-ui,Module,BUG,0.4,0.29,74.45,16955.14,130.21,0.67,0.81,81
0,swagger-ui,Module,DOCS,-0.63,4.26,67.63,12261.3,110.73,0.67,0.67,11
0,swagger-ui,Module,FEATURE,-0.64,-2.28,244.36,178467.33,422.45,0.71,0.71,28
0,swagger-ui,Module,REFACTOR,-9.79,6.4,2.88,10.79,3.28,0.0,0.5,6
0,swagger-ui,Module,TESTING,0.74,0.35,97.76,32699.47,180.83,0.83,0.83,21
0,systemjs,Line,BUG,-0.03,-0.11,1332.62,21682508.91,4656.45,0.07,0.21,111
0,systemjs,Line,DOCS,-0.25,-0.88,1994.06,8732667.66,2955.11,0.0,0.14,27
0,systemjs,Line,FEATURE,-0.59,2.59,84.25,8917.94,94.43,0.0,0.0,5
0,systemjs,Line,OTHER,0.14,0.1,6473.9,189303690.39,13758.77,0.24,0.36,166
0,systemjs,Line,REFACTOR,0.93,0.93,261.71,75859.97,275.43,0.33,0.33,12
0,systemjs,Line,RELEASE,,,99.12,9824.77,99.12,0.0,0.0,3
0,systemjs,Line,SUPPORT,-333.78,-394.65,1406.58,11985139.54,3461.96,0.07,0.14,54
0,systemjs,Line,TESTING,0.63,0.56,21821.95,1399408414.66,37408.67,0.0,0.08,50
0,systemjs,Line,UPGRADE,-0.17,-0.17,24250.27,1220646100.99,34937.75,0.67,0.67,11
0,systemjs,Module,BUG,0.19,0.09,43.47,13385.15,115.69,0.29,0.54,111
0,systemjs,Module,DOCS,-0.12,-1.24,19.57,963.36,31.04,0.29,0.29,27
0,systemjs,Module,FEATURE,-2.78,2.89,1.88,4.78,2.19,0.5,0.5,5
0,systemjs,Module,OTHER,0.41,0.36,61.3,17380.11,131.83,0.5,0.71,166
0,systemjs,Module,REFACTOR,0.83,1.34,6.2,53.36,7.3,0.67,0.67,12
0,systemjs,Module,RELEASE,,,15.0,225.0,15.0,0.0,0.0,3
0,systemjs,Module,SUPPORT,-0.46,-0.9,12.71,265.35,16.29,0.29,0.43,54
0,systemjs,Module,TESTING,0.41,0.21,425.33,613174.9,783.05,0.38,0.54,50
0,systemjs,Module,UPGRADE,-0.74,4.48,136.95,28216.77,167.98,0.33,0.33,11
0,tensorflow,Line,BUG,0.05,-0.06,25807.46,11825914937.32,108747.02,0.43,0.57,84
0,tensorflow,Line,DOCS,-18.11,-22.36,13465.99,1366996583.13,36972.92,0.25,0.42,47
0,tensorflow,Line,FEATURE,-4.72,-6.63,9152.76,101405514.76,10070.03,0.0,0.0,35
0,tensorflow,Line,OTHER,0.58,0.54,199800.51,168162914201.82,410076.72,0.26,0.39,90
0,tensorflow,Line,REFACTOR,0.45,0.27,5148.14,51139927.14,7151.22,0.44,0.56,35
0,tensorflow,Line,RELEASE,-0.05,-0.2,17982.16,887001214.93,29782.57,0.12,0.24,65
0,tensorflow,Line,SUPPORT,0.85,0.81,8937.41,377135031.05,19419.96,0.64,0.91,42
0,tensorflow,Line,TESTING,-3.31,-4.03,12809.27,997271275.65,31579.6,0.4,0.53,59
0,tensorflow,Line,UPGRADE,0.82,0.79,1066.06,2678429.58,1636.59,0.36,0.43,53
0,tensorflow,Module,BUG,0.79,0.75,256.73,275885.84,525.25,0.62,0.71,84
0,tensorflow,Module,DOCS,-0.65,-1.27,436.35,391483.49,625.69,0.17,0.33,47
0,tensorflow,Module,FEATURE,-1.37,-2.79,68.28,6110.45,78.17,0.22,0.33,35
0,tensorflow,Module,OTHER,0.46,0.37,4724.51,86534380.09,9302.39,0.3,0.61,90
0,tensorflow,Module,REFACTOR,-0.58,-1.53,157.92,35391.4,188.13,0.11,0.22,35
0,tensorflow,Module,RELEASE,-0.93,-1.38,45.67,4788.2,69.2,0.41,0.65,65
0,tensorflow,Module,SUPPORT,0.78,0.69,191.13,248382.11,498.38,0.64,0.82,42
0,tensorflow,Module,TESTING,0.44,0.29,138.73,67709.15,260.21,0.67,0.67,59
0,tensorflow,Module,UPGRADE,0.39,0.21,13.65,351.06,18.74,0.5,0.86,53
0,vega,Line,BUG,-18.51,-21.76,2279.11,19669315.24,4435.01,0.2,0.2,58
0,vega,Line,DOCS,-549.51,-659.61,30008.77,2169336640.93,46576.14,0.08,0.15,52
0,vega,Module,BUG,0.83,0.78,7.37,198.71,14.1,0.4,0.53,58
0,vega,Module,DOCS,-0.47,-0.96,30.53,1929.22,43.92,0.31,0.46,52
0,video.js,Line,BUG,0.65,0.64,2777.04,57866688.29,7607.02,0.71,0.78,203
0,video.js,Line,DOCS,-0.18,-0.35,403343.29,1225332691787.04,1106947.47,0.41,0.47,68
0,video.js,Line,FEATURE,0.89,0.88,3335.48,36427766.55,6035.54,0.89,0.89,75
0,video.js,Line,OTHER,0.1,0.08,5081.37,154694856.18,12437.64,0.73,0.85,321
0,video.js,Line,REFACTOR,0.95,0.93,4851.81,51984222.51,7210.01,1.0,1.0,35
0,video.js,Line,RELEASE,0.51,0.45,769.06,2337085.24,1528.75,0.85,0.9,80
0,video.js,Line,SUPPORT,0.48,0.22,88.85,14876.71,121.97,0.71,1.0,25
0,video.js,Line,TESTING,0.33,0.26,6083.0,517644589.57,22751.8,0.81,0.86,82
0,video.js,Line,UPGRADE,-0.33,-0.33,87527.42,16914560825.46,130055.99,0.0,0.0,9
0,video.js,Module,BUG,0.94,0.94,40.52,10150.81,100.75,0.82,0.92,203
0,video.js,Module,DOCS,-0.21,-0.49,985.83,6057403.23,2461.18,0.53,0.59,68
0,video.js,Module,FEATURE,0.86,0.83,126.74,50647.61,225.05,0.89,0.89,75
0,video.js,Module,OTHER,0.75,0.74,27.38,4267.25,65.32,0.86,0.95,321
0,video.js,Module,REFACTOR,0.93,0.89,245.51,147745.76,384.38,0.78,0.89,35
0,video.js,Module,RELEASE,0.79,0.75,6.85,387.67,19.69,0.95,0.95,80
0,video.js,Module,SUPPORT,0.63,0.26,3.51,31.45,5.61,1.0,1.0,25
