Project,Model,Task,R_Squared,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_50,T_Records
angular,Line,DOCS,0.9,0.9,10677.21,537824188.61,23191.04,0.17,0.35,248
angular,Module,DOCS,0.91,0.91,211.72,272611.71,522.12,0.31,0.49,248
gitlabhq,Line,DOCS,0.85,0.85,2861.48,134278740.46,11587.87,0.27,0.5,515
gitlabhq,Module,DOCS,0.97,0.97,45.27,17645.81,132.84,0.36,0.61,515
tensorflow,Line,REFACTOR,0.96,0.96,6348.42,230785853.22,15191.64,0.54,0.72,39
tensorflow,Module,REFACTOR,0.93,0.92,134.8,91057.38,301.76,0.33,0.62,39
home-assistant,Line,REFACTOR,0.84,0.83,7724.79,631551069.19,25130.68,0.16,0.29,38
home-assistant,Module,REFACTOR,0.81,0.79,66.03,32887.09,181.35,0.13,0.29,38
vue,Line,REFACTOR,0.98,0.98,305.3,259160.98,509.08,0.42,0.63,38
vue,Module,REFACTOR,1.0,1.0,4.79,37.36,6.11,0.55,0.71,38
moby,Line,REFACTOR,0.94,0.94,1084.41,4697454.79,2167.36,0.14,0.36,97
moby,Module,REFACTOR,0.95,0.95,16.38,691.54,26.3,0.21,0.48,97
neutron,Line,REFACTOR,0.97,0.97,1155.51,3207525.8,1790.96,0.5,0.7,54
neutron,Module,REFACTOR,0.98,0.98,21.16,1286.09,35.86,0.63,0.78,54
node,Line,REFACTOR,0.97,0.97,9190.93,444572658.82,21084.89,0.41,0.52,294
node,Module,REFACTOR,1.0,1.0,43.3,5370.24,73.28,0.56,0.66,294
angular,Line,REFACTOR,0.96,0.96,9393.63,286380543.29,16922.78,0.27,0.46,210
angular,Module,REFACTOR,0.98,0.98,312.5,420829.28,648.71,0.31,0.47,210
gitlabhq,Line,REFACTOR,0.94,0.94,1964.26,22341152.4,4726.64,0.26,0.51,352
gitlabhq,Module,REFACTOR,0.95,0.95,51.33,23385.74,152.92,0.41,0.61,352
tensorflow,Line,TESTING,0.98,0.98,15236.98,1015067961.88,31860.13,0.15,0.33,66
tensorflow,Module,TESTING,0.99,0.99,133.13,74880.93,273.64,0.3,0.61,66
home-assistant,Line,TESTING,0.89,0.89,43123.1,16802719069.23,129625.3,0.07,0.18,67
home-assistant,Module,TESTING,0.92,0.92,169.32,143053.81,378.22,0.18,0.33,67
vue,Line,TESTING,1.0,1.0,383.9,722298.17,849.88,0.35,0.52,77
vue,Module,TESTING,1.0,1.0,10.49,316.42,17.79,0.43,0.61,77
moby,Line,TESTING,0.93,0.93,2402.82,33210756.11,5762.88,0.16,0.33,187
moby,Module,TESTING,0.97,0.97,49.18,11850.48,108.86,0.2,0.4,187
neutron,Line,TESTING,0.94,0.94,6747.17,200180654.18,14148.52,0.27,0.45,119
neutron,Module,TESTING,0.98,0.98,133.64,54814.54,234.13,0.37,0.6,119
angular,Line,TESTING,0.92,0.92,15547.8,845371260.73,29075.27,0.11,0.24,203
angular,Module,TESTING,0.89,0.89,265.26,473789.22,688.32,0.31,0.54,203
node,Line,TESTING,0.99,0.99,12215.96,465940960.64,21585.67,0.28,0.43,451
node,Module,TESTING,1.0,1.0,418.92,639369.17,799.61,0.37,0.52,451
gitlabhq,Line,TESTING,0.94,0.94,41072.92,25377348020.17,159302.69,0.21,0.35,517
gitlabhq,Module,TESTING,0.98,0.98,667.85,8119828.49,2849.53,0.35,0.58,517
tensorflow,Line,FEATURE,0.91,0.9,4921.51,53067751.43,7284.76,0.19,0.38,37
tensorflow,Module,FEATURE,0.95,0.95,41.64,4263.55,65.3,0.22,0.49,37
home-assistant,Line,FEATURE,0.8,0.78,268.74,104650.92,323.5,0.04,0.16,25
home-assistant,Module,FEATURE,0.83,0.81,7.94,191.61,13.84,0.2,0.4,25
moby,Line,FEATURE,0.82,0.81,194.73,112969.36,336.11,0.28,0.33,67
moby,Module,FEATURE,0.87,0.86,4.06,55.23,7.43,0.16,0.37,67
vue,Line,FEATURE,0.97,0.97,194.13,117417.73,342.66,0.53,0.63,19
vue,Module,FEATURE,0.95,0.94,13.44,561.72,23.7,0.58,0.58,19
neutron,Line,FEATURE,0.92,0.91,969.52,1493421.66,1222.06,0.03,0.27,30
neutron,Module,FEATURE,0.92,0.91,12.82,259.15,16.1,0.23,0.4,30
node,Line,FEATURE,0.93,0.93,170.52,90566.37,300.94,0.52,0.55,85
node,Module,FEATURE,0.99,0.99,4.03,38.14,6.18,0.49,0.66,85
angular,Line,FEATURE,0.93,0.93,12237.45,1611968968.23,40149.33,0.35,0.53,182
angular,Module,FEATURE,0.95,0.95,254.52,430314.8,655.98,0.34,0.55,182
gitlabhq,Line,FEATURE,0.92,0.92,1347.13,7625679.57,2761.46,0.17,0.39,393
gitlabhq,Module,FEATURE,0.96,0.96,49.54,15600.53,124.9,0.31,0.51,393
tensorflow,Line,UPGRADE,0.81,0.8,28365.93,20283432411.92,142419.92,0.19,0.36,53
tensorflow,Module,UPGRADE,0.88,0.87,49.37,20662.45,143.74,0.3,0.57,53
home-assistant,Line,UPGRADE,0.88,0.88,2182.62,44869427.95,6698.46,0.1,0.28,79
home-assistant,Module,UPGRADE,0.96,0.96,108.59,43965.67,209.68,0.32,0.59,79
moby,Line,UPGRADE,0.95,0.95,303.96,212933.83,461.45,0.09,0.18,126
moby,Module,UPGRADE,0.97,0.97,8.59,189.24,13.76,0.25,0.41,126
vue,Line,UPGRADE,0.85,0.83,594.65,4258773.35,2063.68,0.29,0.41,17
vue,Module,UPGRADE,0.86,0.83,3.1,120.32,10.97,0.76,0.88,17
neutron,Line,UPGRADE,0.97,0.97,202.77,101934.27,319.27,0.43,0.49,35
neutron,Module,UPGRADE,0.96,0.96,8.3,170.73,13.07,0.54,0.71,35
angular,Line,UPGRADE,0.95,0.95,2256.51,14183792.95,3766.14,0.16,0.32,75
angular,Module,UPGRADE,0.99,0.99,14.66,724.75,26.92,0.64,0.71,75
node,Line,UPGRADE,0.99,0.99,193651.53,106161240372.01,325823.94,0.29,0.49,428
node,Module,UPGRADE,1.0,1.0,1374.24,4988839.13,2233.57,0.44,0.63,428
gitlabhq,Line,UPGRADE,0.89,0.89,1419.28,12231763.79,3497.39,0.15,0.28,417
gitlabhq,Module,UPGRADE,0.94,0.94,19.87,2937.71,54.2,0.34,0.53,417
tensorflow,Line,RELEASE,0.87,0.87,24131.47,1665382583.46,40809.1,0.05,0.09,64
tensorflow,Module,RELEASE,0.86,0.85,55.52,11869.79,108.95,0.16,0.28,64
home-assistant,Line,RELEASE,0.86,0.85,25.9,2390.34,48.89,0.06,0.21,33
home-assistant,Module,RELEASE,0.92,0.91,1.22,5.01,2.24,0.27,0.48,33
moby,Line,RELEASE,0.83,0.83,189.91,147721.5,384.35,0.1,0.19,91
moby,Module,RELEASE,0.94,0.94,9.67,243.2,15.59,0.13,0.31,91
vue,Line,RELEASE,0.99,0.99,4913.34,211435742.59,14540.83,0.11,0.15,109
vue,Module,RELEASE,1.0,1.0,8.38,1175.3,34.28,0.48,0.67,109
angular,Line,RELEASE,0.92,0.92,151.26,69666.91,263.94,0.17,0.36,171
angular,Module,RELEASE,0.98,0.98,6.14,244.92,15.65,0.62,0.77,171
neutron,Line,RELEASE,0.9,0.9,3356.09,54640969.39,7391.95,0.14,0.22,59
neutron,Module,RELEASE,0.98,0.98,10.95,565.41,23.78,0.59,0.75,59
node,Line,RELEASE,0.98,0.98,239.52,221240.84,470.36,0.32,0.49,345
node,Module,RELEASE,0.99,0.99,6.59,151.67,12.32,0.42,0.6,345
gitlabhq,Line,RELEASE,0.96,0.96,258.09,450243.37,671.0,0.12,0.27,251
gitlabhq,Module,RELEASE,0.97,0.97,10.86,746.37,27.32,0.26,0.44,251
tensorflow,Line,SUPPORT,0.98,0.98,6732.16,190334971.36,13796.19,0.52,0.67,52
tensorflow,Module,SUPPORT,0.98,0.98,137.49,103599.48,321.87,0.38,0.65,52
home-assistant,Line,SUPPORT,0.91,0.91,6481.36,167194028.81,12930.35,0.24,0.41,78
home-assistant,Module,SUPPORT,0.9,0.9,136.83,154825.55,393.48,0.32,0.6,78
vue,Line,SUPPORT,1.0,1.0,140.55,40714.23,201.78,0.46,0.63,57
vue,Module,SUPPORT,1.0,1.0,5.72,105.13,10.25,0.51,0.82,57
angular,Line,SUPPORT,0.93,0.93,319.42,243774.18,493.73,0.19,0.39,69
angular,Module,SUPPORT,0.98,0.98,4.86,81.16,9.01,0.52,0.72,69
moby,Line,SUPPORT,0.93,0.93,1931.04,25999334.47,5098.95,0.1,0.26,136
moby,Module,SUPPORT,0.98,0.98,29.45,4038.88,63.55,0.25,0.54,136
neutron,Line,SUPPORT,0.96,0.96,4043.99,74639141.59,8639.39,0.31,0.5,101
neutron,Module,SUPPORT,0.98,0.98,57.13,10976.14,104.77,0.52,0.77,101
node,Line,SUPPORT,0.94,0.94,6333.93,182331777.79,13503.03,0.22,0.42,321
node,Module,SUPPORT,1.0,1.0,23.09,1516.83,38.95,0.55,0.77,321
gitlabhq,Line,SUPPORT,0.93,0.93,2301.93,27268010.38,5221.88,0.23,0.38,376
gitlabhq,Module,SUPPORT,0.96,0.96,34.26,6593.08,81.2,0.37,0.56,376
tensorflow,Line,OTHER,0.94,0.94,451973.62,1484727106247.65,1218493.79,0.09,0.18,94
tensorflow,Module,OTHER,0.91,0.91,5341.54,201939232.11,14210.53,0.18,0.31,94
home-assistant,Line,OTHER,0.92,0.92,29147.87,5958015855.23,77188.18,0.17,0.31,272
home-assistant,Module,OTHER,0.86,0.86,2090.13,63295343.41,7955.84,0.19,0.43,272
vue,Line,OTHER,0.98,0.98,8944.94,258823871.37,16088.0,0.18,0.3,169
vue,Module,OTHER,1.0,1.0,54.98,28325.96,168.3,0.46,0.68,169
moby,Line,OTHER,0.94,0.94,33278.07,9128817800.39,95544.85,0.13,0.27,290
moby,Module,OTHER,0.99,0.99,347.64,1421848.23,1192.41,0.26,0.52,290
angular,Line,OTHER,0.95,0.95,70125.05,29894428748.84,172900.05,0.11,0.23,253
angular,Module,OTHER,0.96,0.96,355.96,483212.57,695.13,0.26,0.43,253
neutron,Line,OTHER,0.84,0.84,306681.25,681658048191.6,825625.85,0.17,0.35,148
neutron,Module,OTHER,0.99,0.99,662.43,1696782.38,1302.61,0.54,0.72,148
node,Line,OTHER,0.99,0.99,283932.78,267101477052.13,516818.61,0.25,0.42,548
node,Module,OTHER,1.0,1.0,1523.27,9486042.09,3079.94,0.42,0.58,548
gitlabhq,Line,OTHER,0.95,0.95,32923.47,6817991661.91,82571.13,0.18,0.34,860
gitlabhq,Module,OTHER,0.96,0.96,1770.83,28474910.53,5336.19,0.43,0.64,860
orleans,Line,BUG,0.96,0.96,1565.78,8215533.04,2866.28,0.24,0.42,59
orleans,Module,BUG,0.98,0.98,99.0,31135.11,176.45,0.32,0.46,59
roslyn,Line,BUG,0.98,0.98,41611.64,5711236652.76,75572.72,0.2,0.45,60
roslyn,Module,BUG,0.96,0.96,1148.38,7088961.22,2662.51,0.3,0.45,60
ansible,Line,BUG,1.0,1.0,50917.65,18796887785.25,137101.74,0.51,0.63,198
ansible,Module,BUG,1.0,1.0,2640.97,63701480.66,7981.32,0.63,0.75,198
cli,Line,BUG,0.79,0.78,5730.1,353053141.25,18789.71,0.16,0.28,83
cli,Module,BUG,0.88,0.88,28.09,2181.4,46.71,0.23,0.49,83
nova,Line,BUG,0.89,0.89,47850.17,8439024356.02,91864.16,0.37,0.51,152
nova,Module,BUG,0.93,0.93,333.19,1655052.45,1286.49,0.55,0.8,152
angular.js,Line,BUG,0.96,0.96,16609.34,1130583951.83,33624.16,0.26,0.44,135
angular.js,Module,BUG,0.99,0.99,275.4,324676.31,569.8,0.48,0.71,135
lock,Line,BUG,0.98,0.98,5542.66,262024150.35,16187.16,0.13,0.27,107
lock,Module,BUG,0.95,0.95,59.73,47820.5,218.68,0.31,0.51,107
kubernetes,Line,BUG,0.91,0.91,66936.88,26172356197.75,161778.73,0.13,0.26,390
kubernetes,Module,BUG,0.97,0.97,783.42,2838596.44,1684.81,0.25,0.43,390
orleans,Line,DOCS,0.81,0.77,55.04,4123.76,64.22,0.17,0.25,12
orleans,Module,DOCS,0.91,0.88,3.39,48.39,6.96,0.25,0.5,12
roslyn,Line,DOCS,0.94,0.94,3669.86,110048870.66,10490.42,0.24,0.39,38
roslyn,Module,DOCS,0.95,0.95,61.71,16347.56,127.86,0.18,0.34,38
ansible,Line,DOCS,0.96,0.96,105863.39,104529969034.36,323310.95,0.45,0.61,131
ansible,Module,DOCS,0.98,0.98,2476.35,85130764.06,9226.63,0.42,0.56,131
cli,Line,DOCS,0.84,0.82,148.02,46634.2,215.95,0.06,0.29,17
cli,Module,DOCS,0.84,0.8,4.2,43.49,6.59,0.12,0.41,17
nova,Line,DOCS,0.9,0.9,8709.39,220305788.45,14842.7,0.15,0.32,88
nova,Module,DOCS,0.96,0.96,71.73,21110.06,145.29,0.4,0.59,88
angular.js,Line,DOCS,0.89,0.89,42415.88,7242426904.06,85102.45,0.15,0.22,127
angular.js,Module,DOCS,0.99,0.99,113.36,42176.93,205.37,0.43,0.73,127
lock,Line,DOCS,0.97,0.96,136.95,206009.71,453.88,0.92,0.92,12
lock,Module,DOCS,0.96,0.94,0.59,3.89,1.97,0.92,0.92,12
kubernetes,Line,DOCS,0.92,0.92,24286.04,1135302144.43,33694.24,0.12,0.26,265
kubernetes,Module,DOCS,0.96,0.96,306.65,244416.7,494.39,0.23,0.4,265
roslyn,Line,REFACTOR,0.88,0.87,95631.96,48550929825.95,220342.76,0.18,0.25,40
roslyn,Module,REFACTOR,0.81,0.79,3477.5,108096338.94,10396.94,0.05,0.15,40
orleans,Line,REFACTOR,0.9,0.89,1647.83,4814912.84,2194.29,0.15,0.25,20
orleans,Module,REFACTOR,0.98,0.98,25.05,1230.03,35.07,0.2,0.4,20
ansible,Line,REFACTOR,1.0,1.0,73276.26,42455381384.61,206047.04,0.43,0.6,87
ansible,Module,REFACTOR,1.0,1.0,313.28,583599.16,763.94,0.54,0.72,87
cli,Line,REFACTOR,0.82,0.81,7752.96,510409627.24,22592.25,0.15,0.36,47
cli,Module,REFACTOR,0.82,0.81,73.64,27240.86,165.05,0.19,0.36,47
angular.js,Line,REFACTOR,0.94,0.94,7821.34,234218509.86,15304.2,0.17,0.28,88
angular.js,Module,REFACTOR,0.99,0.99,36.04,6137.15,78.34,0.42,0.69,88
nova,Line,REFACTOR,0.9,0.9,4730.58,149397897.45,12222.84,0.33,0.5,88
nova,Module,REFACTOR,0.9,0.9,143.81,127563.51,357.16,0.32,0.44,88
lock,Line,REFACTOR,0.97,0.97,2054.21,9132888.44,3022.07,0.31,0.62,16
lock,Module,REFACTOR,0.99,0.99,6.78,128.54,11.34,0.81,0.81,16
kubernetes,Line,REFACTOR,0.92,0.92,10247.67,700698890.83,26470.72,0.34,0.52,261
kubernetes,Module,REFACTOR,0.94,0.94,200.02,466789.86,683.22,0.41,0.61,261
roslyn,Line,TESTING,0.91,0.91,225151.42,345599045644.2,587876.73,0.19,0.39,57
roslyn,Module,TESTING,0.95,0.95,1383.56,7294463.71,2700.83,0.23,0.42,57
orleans,Line,TESTING,0.87,0.86,6445.75,150860287.95,12282.52,0.16,0.33,45
orleans,Module,TESTING,0.96,0.96,216.41,142704.73,377.76,0.31,0.4,45
ansible,Line,TESTING,1.0,1.0,43057.16,17765652996.86,133287.86,0.6,0.72,145
ansible,Module,TESTING,1.0,1.0,2768.19,46241123.24,6800.08,0.52,0.64,145
cli,Line,TESTING,0.82,0.82,36874.04,21415328003.85,146339.77,0.09,0.22,82
cli,Module,TESTING,0.85,0.84,171.29,316343.79,562.44,0.15,0.28,82
angular.js,Line,TESTING,0.96,0.96,4591.8,76160860.32,8727.02,0.19,0.38,94
angular.js,Module,TESTING,0.98,0.98,38.34,6468.15,80.42,0.44,0.69,94
nova,Line,TESTING,0.9,0.9,56258.39,13232343989.35,115031.93,0.24,0.48,123
nova,Module,TESTING,0.93,0.93,810.41,3369274.57,1835.56,0.21,0.37,123
lock,Line,TESTING,0.99,0.99,4677.03,140706689.6,11861.99,0.38,0.41,29
lock,Module,TESTING,1.0,1.0,10.24,428.96,20.71,0.48,0.55,29
kubernetes,Line,TESTING,0.89,0.89,68844.28,21221678188.54,145676.62,0.18,0.39,363
kubernetes,Module,TESTING,0.98,0.98,436.89,704392.29,839.28,0.36,0.53,363
orleans,Line,FEATURE,0.75,0.75,320.1,127968.39,357.73,0.0,0.0,3
orleans,Module,FEATURE,0.75,1.5,12.93,208.91,14.45,0.0,0.0,3
lock,Line,FEATURE,0.83,0.83,2.42,7.27,2.7,0.0,0.0,3
lock,Module,FEATURE,0.83,1.34,1.7,3.77,1.94,0.0,0.0,3
roslyn,Line,FEATURE,0.91,0.9,37658.26,3319145528.22,57612.03,0.08,0.21,38
roslyn,Module,FEATURE,0.87,0.86,1661.95,9065143.9,3010.84,0.16,0.29,38
ansible,Line,FEATURE,0.98,0.98,8579.33,674236931.33,25966.07,0.6,0.81,72
ansible,Module,FEATURE,1.0,1.0,106.82,80984.23,284.58,0.62,0.74,72
cli,Line,FEATURE,0.85,0.82,289.18,267453.48,517.16,0.0,0.14,14
cli,Module,FEATURE,0.8,0.74,33.61,2754.78,52.49,0.07,0.07,14
angular.js,Line,FEATURE,0.99,0.99,5766.89,167163799.48,12929.18,0.36,0.52,75
angular.js,Module,FEATURE,0.99,0.99,69.62,19747.17,140.52,0.48,0.79,75
nova,Line,FEATURE,0.88,0.87,730.09,1513649.17,1230.3,0.08,0.21,39
nova,Module,FEATURE,0.93,0.92,20.2,1184.57,34.42,0.28,0.41,39
kubernetes,Line,FEATURE,0.93,0.93,2827.37,44414130.75,6664.39,0.23,0.35,248
kubernetes,Module,FEATURE,0.99,0.99,45.0,13517.26,116.26,0.44,0.65,248
orleans,Line,UPGRADE,0.97,0.97,170.92,74535.67,273.01,0.52,0.62,21
orleans,Module,UPGRADE,0.85,0.82,43.24,4189.33,64.73,0.24,0.29,21
lock,Line,UPGRADE,0.86,0.8,76.91,11454.73,107.03,0.62,0.62,8
lock,Module,UPGRADE,0.86,0.76,11.9,225.92,15.03,0.5,0.62,8
roslyn,Line,UPGRADE,0.77,0.75,7651.1,325224424.51,18033.98,0.12,0.22,32
roslyn,Module,UPGRADE,0.9,0.89,188.15,88436.08,297.38,0.06,0.16,32
ansible,Line,UPGRADE,0.98,0.98,2172.03,20926126.83,4574.51,0.42,0.65,110
ansible,Module,UPGRADE,1.0,1.0,24.88,2534.58,50.34,0.55,0.65,110
cli,Line,UPGRADE,0.82,0.81,3242.75,217724470.09,14755.49,0.14,0.24,50
cli,Module,UPGRADE,0.81,0.8,59.17,48021.55,219.14,0.08,0.22,50
angular.js,Line,UPGRADE,0.93,0.92,11713.56,329281190.36,18146.11,0.07,0.2,30
angular.js,Module,UPGRADE,0.97,0.97,25.6,2191.83,46.82,0.6,0.63,30
nova,Line,UPGRADE,0.96,0.96,1971.78,11315007.21,3363.78,0.2,0.33,66
nova,Module,UPGRADE,0.96,0.96,19.91,1518.55,38.97,0.45,0.58,66
kubernetes,Line,UPGRADE,0.94,0.94,5448.93,188418429.57,13726.56,0.22,0.33,316
kubernetes,Module,UPGRADE,0.97,0.97,54.22,21897.76,147.98,0.34,0.56,316
orleans,Line,RELEASE,0.81,0.79,226.98,193199.23,439.54,0.26,0.26,19
orleans,Module,RELEASE,0.82,0.78,5.23,129.04,11.36,0.42,0.63,19
lock,Line,RELEASE,0.99,0.99,336.21,1172535.69,1082.84,0.51,0.63,49
lock,Module,RELEASE,1.0,1.0,5.26,339.44,18.42,0.9,0.94,49
roslyn,Line,RELEASE,0.93,0.92,1406.48,8521323.58,2919.13,0.12,0.23,26
roslyn,Module,RELEASE,0.91,0.9,54.51,8798.63,93.8,0.19,0.27,26
ansible,Line,RELEASE,0.98,0.98,816.22,1526668.98,1235.58,0.34,0.52,130
ansible,Module,RELEASE,0.99,0.99,17.17,1049.55,32.4,0.67,0.83,130
cli,Line,RELEASE,0.89,0.88,79.84,15658.02,125.13,0.19,0.29,31
cli,Module,RELEASE,0.88,0.87,2.86,19.63,4.43,0.19,0.42,31
angular.js,Line,RELEASE,0.94,0.94,208.95,79683.44,282.28,0.23,0.36,53
angular.js,Module,RELEASE,0.99,0.99,5.37,71.24,8.44,0.6,0.79,53
nova,Line,RELEASE,0.91,0.91,3337.69,58033654.82,7617.98,0.33,0.36,58
nova,Module,RELEASE,0.94,0.94,10.22,758.5,27.54,0.57,0.72,58
kubernetes,Line,RELEASE,0.89,0.89,17295.08,1702198480.61,41257.71,0.08,0.17,371
kubernetes,Module,RELEASE,0.96,0.96,103.72,45795.51,214.0,0.11,0.21,371
orleans,Line,SUPPORT,0.98,0.98,1144.01,3481597.3,1865.9,0.32,0.5,40
orleans,Module,SUPPORT,0.99,0.99,36.71,3428.76,58.56,0.28,0.45,40
lock,Line,SUPPORT,0.98,0.98,208.0,187501.3,433.01,0.36,0.45,33
lock,Module,SUPPORT,1.0,1.0,4.18,44.92,6.7,0.45,0.64,33
roslyn,Line,SUPPORT,0.83,0.82,326657.26,941917196016.7,970524.19,0.16,0.4,45
roslyn,Module,SUPPORT,0.95,0.95,1376.16,6863087.93,2619.75,0.2,0.49,45
ansible,Line,SUPPORT,0.99,0.99,20465.5,2735967470.83,52306.48,0.53,0.69,108
ansible,Module,SUPPORT,1.0,1.0,337.89,732798.86,856.04,0.61,0.79,108
cli,Line,SUPPORT,0.77,0.76,2069.51,12796997.47,3577.29,0.04,0.19,47
cli,Module,SUPPORT,0.87,0.86,22.68,1252.12,35.39,0.15,0.49,47
angular.js,Line,SUPPORT,0.98,0.98,20.19,1350.96,36.76,0.59,0.88,17
angular.js,Module,SUPPORT,0.99,0.99,0.67,1.19,1.09,0.65,1.0,17
nova,Line,SUPPORT,0.93,0.93,16665.85,1511912674.25,38883.32,0.22,0.52,103
nova,Module,SUPPORT,0.93,0.93,667.8,2549294.46,1596.65,0.28,0.55,103
kubernetes,Line,SUPPORT,0.95,0.95,126861.1,118222306671.06,343834.71,0.18,0.31,317
kubernetes,Module,SUPPORT,0.96,0.96,480.73,2378181.46,1542.14,0.38,0.58,317
orleans,Line,OTHER,0.95,0.95,26498.25,2990367213.34,54684.25,0.23,0.4,77
orleans,Module,OTHER,0.98,0.98,717.88,3189223.66,1785.84,0.29,0.48,77
lock,Line,OTHER,0.95,0.95,34895.57,25508881457.38,159715.0,0.27,0.37,491
lock,Module,OTHER,0.91,0.91,185.89,584655.09,764.63,0.35,0.6,491
roslyn,Line,OTHER,0.95,0.95,801242.25,3962220512077.61,1990532.72,0.13,0.27,62
roslyn,Module,OTHER,0.91,0.91,14523.77,1609982176.63,40124.58,0.24,0.39,62
cli,Line,OTHER,0.8,0.8,121052.43,82056111687.82,286454.38,0.05,0.13,101
cli,Module,OTHER,0.89,0.89,424.13,791629.17,889.74,0.3,0.51,101
ansible,Line,OTHER,1.0,1.0,203578.35,286509454822.86,535265.78,0.45,0.59,202
ansible,Module,OTHER,1.0,1.0,3578.75,78475006.99,8858.61,0.62,0.77,202
angular.js,Line,OTHER,0.95,0.95,50396.63,10051915940.33,100259.24,0.15,0.31,116
angular.js,Module,OTHER,0.99,0.99,508.54,748972.91,865.43,0.25,0.43,116
nova,Line,OTHER,0.93,0.93,275879.63,441091328839.0,664147.07,0.23,0.42,174
nova,Module,OTHER,0.95,0.95,1315.03,43589956.64,6602.27,0.66,0.93,174
kubernetes,Line,OTHER,0.96,0.96,480326.01,999365047021.53,999682.47,0.14,0.26,451
kubernetes,Module,OTHER,0.99,0.99,2572.26,28980781.25,5383.38,0.35,0.54,451
mesos,Line,BUG,0.99,0.99,713.04,1804547.93,1343.33,0.39,0.61,140
mesos,Module,BUG,1.0,1.0,15.38,764.39,27.65,0.61,0.82,140
Odin,Line,BUG,0.92,0.91,1209.49,2880588.24,1697.23,0.23,0.35,31
Odin,Module,BUG,0.97,0.97,26.89,2045.83,45.23,0.35,0.55,31
Odin,Line,DOCS,0.75,1.25,360.0,129600.0,360.0,0.0,0.0,2
Odin,Module,DOCS,0.75,1.12,6.0,36.0,6.0,0.0,0.0,2
nixpkgs,Line,BUG,0.9,0.9,10970.22,525546342.72,22924.8,0.13,0.28,68
nixpkgs,Module,BUG,0.96,0.96,283.87,886515.81,941.55,0.47,0.59,68
react,Line,BUG,0.94,0.94,288263.13,702032006004.91,837873.5,0.04,0.15,67
react,Module,BUG,0.97,0.97,1649.98,36202392.39,6016.84,0.19,0.28,67
brew,Line,BUG,0.89,0.89,887.72,20761831.84,4556.52,0.13,0.22,140
brew,Module,BUG,0.86,0.86,60.55,32853.66,181.26,0.11,0.23,140
cinder,Line,BUG,0.84,0.84,57493.57,10209985380.38,101044.47,0.25,0.35,115
cinder,Module,BUG,0.99,0.99,101.26,21410.03,146.32,0.57,0.77,115
elasticsearch,Line,BUG,1.0,1.0,46088.25,20396169638.29,142815.16,0.44,0.61,239
elasticsearch,Module,BUG,1.0,1.0,1802.82,25751711.11,5074.61,0.5,0.71,239
linux,Line,BUG,0.99,0.99,1702.14,28693003.21,5356.59,0.46,0.71,631
linux,Module,BUG,0.99,0.99,42.92,21512.68,146.67,0.87,0.98,631
