Project,Model,Task,R_Squared,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_50,T_Records
home-assistant,Line,FEATURE,0.04,-0.05,280.27,128176.68,358.02,0.04,0.04,25
home-assistant,Module,FEATURE,0.07,-0.06,9.9,289.55,17.02,0.04,0.2,25
tensorflow,Line,FEATURE,0.48,0.45,5211.52,50839262.91,7130.17,0.05,0.14,37
tensorflow,Module,FEATURE,0.6,0.56,56.31,5029.77,70.92,0.14,0.27,37
neutron,Line,FEATURE,0.45,0.41,931.56,1264547.02,1124.52,0.1,0.27,30
neutron,Module,FEATURE,0.59,0.54,12.82,250.23,15.82,0.07,0.43,30
vue,Line,FEATURE,0.94,0.93,119.67,37571.18,193.83,0.47,0.74,19
vue,Module,FEATURE,0.83,0.8,14.36,528.16,22.98,0.26,0.37,19
tensorflow,Line,UPGRADE,0.42,0.4,49835.92,19568244935.37,139886.54,0.0,0.0,53
tensorflow,Module,UPGRADE,0.64,0.62,54.33,18665.43,136.62,0.25,0.38,53
neutron,Line,UPGRADE,0.82,0.81,219.21,76517.28,276.62,0.26,0.6,35
neutron,Module,UPGRADE,0.85,0.84,8.7,146.71,12.11,0.4,0.69,35
node,Line,TESTING,0.85,0.85,12290.72,435667612.84,20872.65,0.22,0.29,451
node,Module,TESTING,0.86,0.86,732.34,1318973.33,1148.47,0.21,0.33,451
angular,Line,TESTING,0.65,0.65,12807.07,552164428.14,23498.18,0.14,0.24,203
angular,Module,TESTING,0.45,0.44,148.36,217355.0,466.21,0.21,0.43,203
gitlabhq,Line,TESTING,0.5,0.5,54159.0,20325586909.95,142567.83,0.01,0.02,517
gitlabhq,Module,TESTING,0.7,0.7,1429.37,8918927.2,2986.46,0.02,0.04,517
moby,Line,TESTING,0.24,0.23,2790.89,31299583.89,5594.6,0.12,0.21,187
moby,Module,TESTING,0.49,0.48,66.94,12169.75,110.32,0.13,0.18,187
vue,Line,UPGRADE,0.74,0.7,1264.83,5499284.07,2345.06,0.0,0.0,17
vue,Module,UPGRADE,0.99,0.99,5.81,408.59,20.21,0.24,0.29,17
home-assistant,Line,UPGRADE,0.08,0.06,2516.59,42823224.34,6543.95,0.1,0.14,79
home-assistant,Module,UPGRADE,0.7,0.69,98.27,41625.52,204.02,0.24,0.35,79
tensorflow,Line,RELEASE,0.24,0.22,23828.5,1307061551.59,36153.31,0.02,0.03,64
tensorflow,Module,RELEASE,0.12,0.08,47.9,10270.74,101.34,0.19,0.33,64
neutron,Line,RELEASE,0.48,0.46,4085.96,45255403.07,6727.21,0.0,0.02,59
neutron,Module,RELEASE,0.91,0.91,11.66,357.65,18.91,0.15,0.36,59
moby,Line,FEATURE,0.0,-0.03,142.87,73059.54,270.3,0.25,0.42,67
moby,Module,FEATURE,0.22,0.18,3.84,43.4,6.59,0.07,0.28,67
home-assistant,Line,RELEASE,0.34,0.3,34.37,2543.69,50.43,0.12,0.18,33
home-assistant,Module,RELEASE,0.24,0.16,2.17,9.16,3.03,0.18,0.3,33
tensorflow,Line,SUPPORT,0.97,0.97,4246.25,47208315.68,6870.83,0.4,0.6,52
tensorflow,Module,SUPPORT,0.98,0.98,107.9,21251.36,145.78,0.42,0.62,52
angular,Line,FEATURE,0.5,0.49,10719.68,1236652047.79,35166.06,0.25,0.44,182
angular,Module,FEATURE,0.63,0.62,272.47,418497.33,646.91,0.19,0.37,182
node,Line,FEATURE,0.43,0.42,172.89,62899.71,250.8,0.12,0.36,85
node,Module,FEATURE,0.9,0.9,4.66,48.27,6.95,0.38,0.6,85
gitlabhq,Line,FEATURE,0.59,0.59,1223.99,5884811.79,2425.86,0.23,0.37,393
gitlabhq,Module,FEATURE,0.65,0.65,59.01,14185.12,119.1,0.22,0.4,393
vue,Line,RELEASE,0.96,0.96,5527.19,226613261.17,15053.68,0.03,0.07,109
vue,Module,RELEASE,1.0,1.0,1.94,16.11,4.01,0.57,0.69,109
neutron,Line,SUPPORT,0.75,0.74,5156.51,57946676.3,7612.27,0.18,0.38,101
neutron,Module,SUPPORT,0.91,0.91,60.18,7975.42,89.31,0.38,0.62,101
moby,Line,UPGRADE,0.36,0.35,335.31,257003.99,506.96,0.05,0.14,126
moby,Module,UPGRADE,0.4,0.39,12.38,495.44,22.26,0.16,0.24,126
home-assistant,Line,SUPPORT,0.47,0.46,6001.94,130377232.11,11418.28,0.12,0.28,78
home-assistant,Module,SUPPORT,0.4,0.38,138.17,132007.61,363.33,0.1,0.24,78
tensorflow,Line,OTHER,0.72,0.71,500622.9,1608878330615.33,1268415.68,0.03,0.14,94
tensorflow,Module,OTHER,0.52,0.5,5305.28,162954790.98,12765.37,0.11,0.22,94
vue,Line,SUPPORT,0.96,0.96,152.87,53564.85,231.44,0.47,0.65,57
vue,Module,SUPPORT,0.99,0.99,4.92,48.29,6.95,0.49,0.68,57
angular,Line,UPGRADE,0.5,0.49,2381.55,14381789.3,3792.33,0.13,0.24,75
angular,Module,UPGRADE,0.94,0.94,26.2,973.83,31.21,0.12,0.4,75
node,Line,UPGRADE,0.73,0.73,276645.85,176357159025.18,419949.0,0.22,0.43,428
node,Module,UPGRADE,0.81,0.81,2835.84,19860716.47,4456.54,0.21,0.43,428
gitlabhq,Line,UPGRADE,0.25,0.25,1226.77,8317855.9,2884.07,0.07,0.19,417
gitlabhq,Module,UPGRADE,0.68,0.68,26.98,3104.47,55.72,0.18,0.36,417
neutron,Line,OTHER,0.21,0.2,312127.35,540612310110.16,735263.43,0.02,0.05,148
neutron,Module,OTHER,0.93,0.93,705.25,1481362.43,1217.11,0.43,0.65,148
vue,Line,OTHER,0.9,0.9,8280.03,169475360.73,13018.27,0.12,0.2,169
vue,Module,OTHER,0.99,0.99,28.88,2608.91,51.08,0.28,0.41,169
moby,Line,RELEASE,0.04,0.02,171.3,106070.44,325.68,0.1,0.18,91
moby,Module,RELEASE,0.32,0.3,8.8,167.54,12.94,0.09,0.13,91
home-assistant,Line,OTHER,0.64,0.64,26304.52,4952405651.47,70373.33,0.12,0.19,272
home-assistant,Module,OTHER,0.3,0.29,2351.16,52041070.14,7213.95,0.05,0.08,272
node,Line,RELEASE,0.86,0.86,258.13,198895.26,445.98,0.34,0.45,345
node,Module,RELEASE,0.89,0.89,9.0,163.74,12.8,0.32,0.46,345
angular,Line,RELEASE,0.65,0.65,133.69,57262.7,239.3,0.25,0.42,171
angular,Module,RELEASE,0.97,0.97,2.47,20.41,4.52,0.61,0.82,171
gitlabhq,Line,RELEASE,0.39,0.39,372.93,579513.08,761.26,0.1,0.13,251
gitlabhq,Module,RELEASE,0.52,0.51,14.13,764.82,27.66,0.09,0.25,251
angular,Line,SUPPORT,0.52,0.51,298.05,145158.74,381.0,0.04,0.2,69
angular,Module,SUPPORT,0.6,0.58,13.98,423.06,20.57,0.06,0.29,69
moby,Line,SUPPORT,0.28,0.27,2692.13,45992301.33,6781.76,0.09,0.15,136
moby,Module,SUPPORT,0.41,0.4,57.62,12977.2,113.92,0.08,0.19,136
node,Line,SUPPORT,0.64,0.64,5840.38,140061425.32,11834.75,0.12,0.22,321
node,Module,SUPPORT,0.97,0.97,28.7,1735.17,41.66,0.42,0.65,321
gitlabhq,Line,SUPPORT,0.31,0.31,2195.6,19976532.14,4469.51,0.13,0.24,376
gitlabhq,Module,SUPPORT,0.75,0.75,38.08,5025.13,70.89,0.29,0.46,376
angular,Line,OTHER,0.38,0.38,90361.88,34622029767.41,186069.96,0.06,0.15,253
angular,Module,OTHER,0.66,0.66,388.25,445820.15,667.7,0.16,0.34,253
moby,Line,OTHER,0.45,0.45,33029.46,6874790913.88,82914.36,0.07,0.13,290
moby,Module,OTHER,0.39,0.38,551.52,1525981.41,1235.31,0.08,0.18,290
node,Line,OTHER,0.94,0.94,286459.29,220414344151.35,469483.06,0.22,0.39,548
node,Module,OTHER,0.98,0.98,1926.89,8097448.21,2845.6,0.35,0.41,548
gitlabhq,Line,OTHER,0.72,0.72,33949.88,4002950683.56,63268.88,0.09,0.19,860
gitlabhq,Module,OTHER,0.96,0.96,522.97,940093.53,969.58,0.32,0.52,860
orleans,Line,BUG,0.72,0.71,1513.79,6007426.4,2451.01,0.22,0.44,59
orleans,Module,BUG,0.72,0.7,119.69,31444.25,177.33,0.22,0.41,59
roslyn,Line,BUG,0.87,0.87,42751.12,5281798545.39,72675.98,0.17,0.4,60
roslyn,Module,BUG,0.9,0.89,1015.4,3961194.05,1990.27,0.2,0.48,60
orleans,Line,DOCS,0.65,0.57,36.82,1876.67,43.32,0.25,0.58,12
orleans,Module,DOCS,0.97,0.96,1.95,11.1,3.33,0.42,0.75,12
roslyn,Line,DOCS,0.49,0.46,5305.78,161404477.14,12704.51,0.03,0.05,38
roslyn,Module,DOCS,0.61,0.58,84.35,26882.52,163.96,0.11,0.32,38
ansible,Line,BUG,0.97,0.97,61982.86,11501537571.6,107245.22,0.32,0.36,198
ansible,Module,BUG,0.95,0.95,5102.06,53235451.73,7296.26,0.23,0.33,198
orleans,Line,REFACTOR,0.68,0.64,1377.21,2865671.41,1692.83,0.0,0.2,20
orleans,Module,REFACTOR,0.92,0.9,16.97,509.97,22.58,0.35,0.55,20
cli,Line,BUG,0.0,-0.02,5324.78,258366514.3,16073.78,0.04,0.07,83
cli,Module,BUG,0.25,0.22,35.11,4093.37,63.98,0.22,0.45,83
roslyn,Line,REFACTOR,0.43,0.4,107177.98,58256797797.39,241364.45,0.05,0.12,40
roslyn,Module,REFACTOR,0.24,0.18,5025.03,199312147.38,14117.8,0.02,0.05,40
orleans,Line,TESTING,0.55,0.53,4347.79,71577946.14,8460.38,0.2,0.4,45
orleans,Module,TESTING,0.77,0.75,227.03,107649.87,328.1,0.16,0.33,45
cli,Line,DOCS,0.2,0.09,178.09,63750.4,252.49,0.18,0.18,17
cli,Module,DOCS,0.36,0.21,5.53,50.56,7.11,0.0,0.0,17
ansible,Line,DOCS,0.76,0.76,190240.88,88567057095.31,297602.18,0.04,0.18,131
ansible,Module,DOCS,0.81,0.81,6506.11,100096247.19,10004.81,0.05,0.18,131
orleans,Line,FEATURE,1.0,1.0,482.81,257809.76,507.75,0.0,0.0,3
orleans,Module,FEATURE,1.0,1.0,19.54,422.33,20.55,0.0,0.0,3
roslyn,Line,TESTING,0.65,0.64,362702.48,861187433031.16,928001.85,0.04,0.14,57
roslyn,Module,TESTING,0.79,0.78,1955.51,20607222.77,4539.52,0.16,0.37,57
cli,Line,REFACTOR,0.01,-0.03,8342.22,427615074.57,20678.86,0.11,0.23,47
cli,Module,REFACTOR,0.06,-0.01,115.44,41258.03,203.12,0.13,0.23,47
orleans,Line,UPGRADE,0.72,0.69,231.95,122435.13,349.91,0.62,0.62,21
orleans,Module,UPGRADE,0.13,-0.02,52.66,5156.98,71.81,0.05,0.14,21
nova,Line,BUG,0.36,0.35,39885.73,5273806843.03,72620.98,0.07,0.11,152
nova,Module,BUG,0.97,0.97,232.02,136177.23,369.02,0.44,0.76,152
roslyn,Line,FEATURE,0.43,0.4,33891.89,2469326017.26,49692.31,0.11,0.18,38
roslyn,Module,FEATURE,0.2,0.13,2081.11,14149819.86,3761.62,0.08,0.16,38
angular.js,Line,BUG,0.67,0.66,20592.98,1218941699.53,34913.35,0.09,0.23,135
angular.js,Module,BUG,0.9,0.9,313.75,231040.26,480.67,0.26,0.5,135
ansible,Line,REFACTOR,0.74,0.73,153789.09,58496159469.74,241859.79,0.11,0.15,87
ansible,Module,REFACTOR,0.85,0.84,3825.85,26007693.53,5099.77,0.08,0.2,87
orleans,Line,RELEASE,0.06,-0.06,260.09,156887.02,396.09,0.0,0.16,19
orleans,Module,RELEASE,0.07,-0.12,5.45,105.39,10.27,0.21,0.42,19
lock,Line,BUG,0.81,0.81,10614.06,501230763.01,22388.18,0.05,0.07,107
lock,Module,BUG,0.49,0.48,148.57,152645.03,390.7,0.08,0.1,107
kubernetes,Line,BUG,0.33,0.33,67679.15,20866239213.32,144451.51,0.05,0.1,390
kubernetes,Module,BUG,0.54,0.54,971.63,3039949.54,1743.55,0.11,0.19,390
roslyn,Line,UPGRADE,0.13,0.07,10338.46,502627369.72,22419.35,0.0,0.0,32
roslyn,Module,UPGRADE,0.53,0.48,178.76,109740.37,331.27,0.12,0.22,32
cli,Line,TESTING,0.1,0.08,34469.18,12400804704.71,111358.9,0.04,0.06,82
cli,Module,TESTING,0.2,0.17,196.57,243696.94,493.66,0.11,0.17,82
orleans,Line,SUPPORT,0.24,0.2,3997.07,86603879.82,9306.12,0.08,0.18,40
orleans,Module,SUPPORT,0.34,0.29,137.93,95998.75,309.84,0.02,0.1,40
lock,Line,DOCS,0.91,0.89,432.62,653853.53,808.61,0.42,0.67,12
lock,Module,DOCS,0.98,0.97,1.65,14.46,3.8,0.83,0.83,12
nova,Line,DOCS,0.56,0.55,6554.64,106215118.42,10306.07,0.23,0.34,88
nova,Module,DOCS,0.9,0.9,55.23,5911.19,76.88,0.4,0.57,88
roslyn,Line,RELEASE,0.01,-0.08,3573.69,97771208.25,9887.93,0.0,0.04,26
roslyn,Module,RELEASE,0.36,0.27,134.79,94830.16,307.95,0.04,0.19,26
cli,Line,FEATURE,0.49,0.4,385.78,330158.35,574.59,0.0,0.07,14
cli,Module,FEATURE,0.06,-0.22,29.32,2540.77,50.41,0.07,0.14,14
angular.js,Line,DOCS,0.33,0.32,36683.51,4466837936.46,66834.41,0.06,0.12,127
angular.js,Module,DOCS,0.92,0.92,127.63,55869.58,236.37,0.39,0.52,127
ansible,Line,TESTING,0.89,0.89,103337.81,29906490533.67,172934.93,0.32,0.41,145
ansible,Module,TESTING,0.88,0.88,7043.77,107567217.61,10371.46,0.19,0.34,145
lock,Line,REFACTOR,0.69,0.64,3441.59,16720223.64,4089.04,0.38,0.38,16
lock,Module,REFACTOR,0.88,0.85,10.93,251.31,15.85,0.56,0.69,16
kubernetes,Line,DOCS,0.17,0.16,24150.91,1006038435.9,31718.11,0.11,0.26,265
kubernetes,Module,DOCS,0.13,0.12,440.7,381979.37,618.04,0.08,0.29,265
roslyn,Line,SUPPORT,0.41,0.38,366241.14,1453768626935.48,1205723.28,0.02,0.04,45
roslyn,Module,SUPPORT,0.68,0.66,1669.95,12886445.53,3589.77,0.09,0.16,45
cli,Line,UPGRADE,0.51,0.49,6171.94,323629868.28,17989.72,0.04,0.04,50
cli,Module,UPGRADE,0.52,0.49,93.7,73628.69,271.35,0.08,0.12,50
nova,Line,REFACTOR,0.86,0.86,3966.05,51200956.96,7155.48,0.23,0.52,88
nova,Module,REFACTOR,0.75,0.74,121.79,49403.47,222.27,0.2,0.36,88
lock,Line,TESTING,0.96,0.96,4486.08,65550972.68,8096.36,0.31,0.34,29
lock,Module,TESTING,0.97,0.97,20.47,853.9,29.22,0.34,0.52,29
orleans,Line,OTHER,0.78,0.77,30929.34,4584475190.36,67708.75,0.12,0.21,77
orleans,Module,OTHER,0.81,0.8,1186.16,5965825.72,2442.5,0.22,0.3,77
roslyn,Line,OTHER,0.83,0.82,818038.57,2633031850255.94,1622661.96,0.06,0.11,62
roslyn,Module,OTHER,0.82,0.81,13639.53,873413742.09,29553.57,0.1,0.21,62
cli,Line,RELEASE,0.42,0.38,76.71,12178.83,110.36,0.06,0.29,31
cli,Module,RELEASE,0.4,0.33,3.09,21.17,4.6,0.19,0.55,31
angular.js,Line,REFACTOR,0.51,0.5,7393.95,158235035.27,12579.15,0.05,0.19,88
angular.js,Module,REFACTOR,0.96,0.96,31.65,2067.91,45.47,0.39,0.59,88
ansible,Line,FEATURE,0.76,0.75,32774.76,1690616680.44,41117.11,0.22,0.46,72
ansible,Module,FEATURE,0.85,0.84,638.46,525388.94,724.84,0.18,0.35,72
lock,Line,FEATURE,1.0,1.0,1.98,6.07,2.46,0.0,0.0,3
lock,Module,FEATURE,1.0,1.0,1.49,3.43,1.85,0.0,0.0,3
kubernetes,Line,REFACTOR,0.26,0.25,9917.18,473121505.67,21751.36,0.08,0.19,261
kubernetes,Module,REFACTOR,0.14,0.13,337.26,529595.26,727.73,0.03,0.16,261
cli,Line,SUPPORT,0.0,-0.05,2059.38,9967148.49,3157.08,0.11,0.19,47
cli,Module,SUPPORT,0.16,0.1,24.31,1279.4,35.77,0.21,0.36,47
lock,Line,UPGRADE,0.63,0.48,95.25,12950.81,113.8,0.38,0.62,8
lock,Module,UPGRADE,0.95,0.91,14.72,616.82,24.84,0.5,0.75,8
nova,Line,TESTING,0.57,0.56,52851.91,8996334626.62,94849.01,0.1,0.2,123
nova,Module,TESTING,0.78,0.77,859.11,1459540.56,1208.11,0.08,0.19,123
angular.js,Line,TESTING,0.8,0.8,5213.68,146324157.84,12096.45,0.11,0.27,94
angular.js,Module,TESTING,0.97,0.97,23.52,1051.11,32.42,0.54,0.7,94
ansible,Line,UPGRADE,0.47,0.46,5841.31,75089727.08,8665.43,0.11,0.3,110
ansible,Module,UPGRADE,0.92,0.92,73.08,8275.89,90.97,0.19,0.4,110
lock,Line,RELEASE,0.81,0.8,441.92,1488949.09,1220.23,0.08,0.14,49
lock,Module,RELEASE,0.98,0.98,8.71,293.63,17.14,0.12,0.71,49
nova,Line,FEATURE,0.6,0.58,859.17,2686143.8,1638.95,0.1,0.15,39
nova,Module,FEATURE,0.64,0.61,32.62,3780.53,61.49,0.08,0.18,39
kubernetes,Line,TESTING,0.17,0.17,84560.9,18473960882.09,135918.95,0.03,0.1,363
kubernetes,Module,TESTING,0.41,0.41,672.73,1175106.31,1084.02,0.1,0.2,363
lock,Line,SUPPORT,0.86,0.85,488.16,455431.66,674.86,0.15,0.18,33
lock,Module,SUPPORT,0.99,0.99,6.02,101.5,10.07,0.33,0.39,33
cli,Line,OTHER,0.08,0.06,111954.6,56132461200.65,236922.9,0.08,0.13,101
cli,Module,OTHER,0.27,0.25,606.26,1129401.91,1062.73,0.16,0.4,101
nova,Line,UPGRADE,0.61,0.6,2679.16,16802082.29,4099.03,0.03,0.15,66
nova,Module,UPGRADE,0.84,0.83,23.59,1096.07,33.11,0.27,0.39,66
angular.js,Line,FEATURE,0.96,0.96,3931.7,42410893.03,6512.36,0.31,0.48,75
angular.js,Module,FEATURE,0.96,0.96,57.97,11905.03,109.11,0.45,0.59,75
ansible,Line,RELEASE,0.5,0.49,1446.72,3073947.87,1753.27,0.13,0.25,130
ansible,Module,RELEASE,0.87,0.87,32.08,2068.86,45.48,0.29,0.66,130
nova,Line,RELEASE,0.39,0.37,5773.49,212922676.53,14591.87,0.1,0.12,58
nova,Module,RELEASE,0.92,0.92,11.02,528.41,22.99,0.43,0.55,58
kubernetes,Line,FEATURE,0.14,0.13,3590.81,43316502.52,6581.53,0.11,0.23,248
kubernetes,Module,FEATURE,0.33,0.32,139.01,42642.83,206.5,0.09,0.22,248
lock,Line,OTHER,0.55,0.55,33642.61,11282081546.73,106217.14,0.26,0.38,491
lock,Module,OTHER,0.45,0.45,239.35,1146431.91,1070.72,0.11,0.21,491
angular.js,Line,UPGRADE,0.34,0.29,13883.88,399244040.51,19981.09,0.03,0.1,30
angular.js,Module,UPGRADE,0.55,0.5,46.48,3537.88,59.48,0.07,0.17,30
ansible,Line,SUPPORT,0.65,0.64,44240.15,7001413696.5,83674.45,0.14,0.23,108
ansible,Module,SUPPORT,0.87,0.87,664.91,1211162.1,1100.53,0.34,0.45,108
angular.js,Line,RELEASE,0.68,0.67,170.43,48904.67,221.14,0.19,0.32,53
angular.js,Module,RELEASE,0.9,0.89,7.29,121.01,11.0,0.34,0.66,53
nova,Line,SUPPORT,0.79,0.79,17959.07,777540446.29,27884.41,0.08,0.23,103
nova,Module,SUPPORT,0.73,0.72,727.03,1392033.35,1179.84,0.16,0.22,103
angular.js,Line,SUPPORT,0.95,0.94,27.88,1591.49,39.89,0.59,0.76,17
angular.js,Module,SUPPORT,0.98,0.98,0.7,1.52,1.23,0.71,0.76,17
kubernetes,Line,UPGRADE,0.38,0.38,6273.42,189622390.35,13770.34,0.07,0.1,316
kubernetes,Module,UPGRADE,0.46,0.45,109.33,40194.73,200.49,0.09,0.22,316
ansible,Line,OTHER,0.89,0.89,560960.58,773173623303.5,879302.92,0.18,0.24,202
ansible,Module,OTHER,0.95,0.95,9254.55,202406864.76,14226.98,0.23,0.4,202
nova,Line,OTHER,0.63,0.63,239751.02,257917843843.4,507856.13,0.07,0.16,174
nova,Module,OTHER,0.98,0.98,813.1,2796965.74,1672.41,0.6,0.82,174
angular.js,Line,OTHER,0.56,0.55,41105.56,5738108355.34,75750.3,0.18,0.31,116
angular.js,Module,OTHER,0.68,0.67,1097.96,2216941.0,1488.94,0.05,0.16,116
kubernetes,Line,RELEASE,0.07,0.06,22928.17,1909701952.14,43700.14,0.01,0.08,371
kubernetes,Module,RELEASE,0.14,0.13,184.66,77389.76,278.19,0.05,0.11,371
kubernetes,Line,SUPPORT,0.25,0.25,180755.45,169579454004.91,411800.26,0.01,0.03,317
kubernetes,Module,SUPPORT,0.3,0.29,981.95,4728177.31,2174.44,0.03,0.08,317
kubernetes,Line,OTHER,0.69,0.69,490638.9,813133460468.96,901739.13,0.07,0.2,451
kubernetes,Module,OTHER,0.89,0.89,3089.69,29057145.14,5390.47,0.22,0.34,451
Odin,Line,BUG,0.11,0.05,2653.36,32579785.47,5707.87,0.03,0.23,31
Odin,Module,BUG,0.65,0.61,81.95,24932.68,157.9,0.19,0.39,31
Odin,Line,DOCS,1.0,1.0,360.0,129600.0,360.0,0.0,0.0,2
Odin,Module,DOCS,1.0,1.0,6.0,36.0,6.0,0.0,0.0,2
mesos,Line,BUG,0.86,0.86,1331.0,6663970.6,2581.47,0.27,0.49,140
mesos,Module,BUG,0.99,0.99,17.58,908.39,30.14,0.55,0.69,140
mesos,Line,DOCS,0.6,0.59,2079.47,11104838.11,3332.39,0.18,0.31,62
mesos,Module,DOCS,0.75,0.74,44.61,11741.11,108.36,0.27,0.42,62
mesos,Line,REFACTOR,0.77,0.76,1792.53,4842941.79,2200.67,0.37,0.65,51
mesos,Module,REFACTOR,0.81,0.8,18.85,647.27,25.44,0.57,0.65,51
nixpkgs,Line,BUG,0.45,0.43,14130.83,769658980.32,27742.73,0.09,0.15,68
nixpkgs,Module,BUG,0.72,0.71,577.28,3094967.51,1759.25,0.15,0.26,68
nixpkgs,Line,DOCS,0.6,0.57,3548.69,63156452.37,7947.1,0.03,0.09,32
nixpkgs,Module,DOCS,0.69,0.66,42.68,8408.93,91.7,0.16,0.25,32
react,Line,BUG,0.85,0.85,179509.87,200950152499.59,448274.64,0.01,0.07,67
react,Module,BUG,1.0,1.0,292.55,299748.81,547.49,0.28,0.4,67
nixpkgs,Line,REFACTOR,0.51,0.47,6029.89,111272614.63,10548.58,0.03,0.17,29
