,Project,Model,Task,R_Squared,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_50,T_Records
0,cf-deployment,Line,FEATURE,,,9.0,81.0,9.0,0.0,1.0,44
0,cf-deployment,Line,OTHER,-10.99,-11.74,1169.28,13559158.21,3682.28,0.23,0.46,3058
0,cf-deployment,Line,REFACTOR,-101.08,103.08,268.42,74418.07,272.8,0.0,0.0,110
0,cf-deployment,Line,RELEASE,0.16,0.11,773.4,9690488.03,3112.95,0.57,0.8,3080
0,cf-deployment,Line,SUPPORT,-0.26,-0.89,147.1,60988.74,246.96,0.29,0.71,550
0,cf-deployment,Line,TESTING,-0.06,-0.18,1232.4,14014324.24,3743.57,0.2,0.25,1738
0,cf-deployment,Line,UPGRADE,-0.88,2.88,46.0,3988.0,63.15,0.5,0.5,176
0,cf-deployment,Module,BUG,0.03,-0.21,3.65,36.72,6.06,0.69,0.75,1408
0,cf-deployment,Module,DOCS,-1.79,-1.79,1.12,1.92,1.38,0.5,1.0,352
0,cf-deployment,Module,FEATURE,,,1.0,1.0,1.0,0.0,1.0,44
0,cf-deployment,Module,OTHER,0.49,0.44,19.56,693.46,26.33,0.2,0.46,3058
0,cf-deployment,Module,REFACTOR,0.0,1.5,5.19,29.4,5.42,0.0,0.0,110
0,cf-deployment,Module,RELEASE,0.75,0.73,6.61,123.45,11.11,0.71,0.94,3080
0,cf-deployment,Module,SUPPORT,-0.16,-1.32,3.83,58.18,7.63,0.86,1.0,550
0,cf-deployment,Module,TESTING,0.33,0.2,9.57,392.17,19.8,0.25,0.55,1738
0,cf-deployment,Module,UPGRADE,-0.86,1.93,0.66,0.47,0.68,0.5,1.0,176
0,cinder,Line,BUG,-0.24,-0.31,48145.09,11056213920.3,105148.53,0.2,0.42,3476
0,cinder,Line,DOCS,0.96,0.96,819.48,1599921.56,1264.88,0.43,0.62,1804
0,cinder,Line,FEATURE,0.85,0.82,916.08,1673346.6,1293.58,0.33,0.73,1254
0,cinder,Line,OTHER,0.25,0.21,301255.22,645321962059.12,803319.34,0.17,0.27,3542
0,cinder,Line,REFACTOR,0.58,0.52,8116.17,106283388.11,10309.38,0.31,0.5,1342
0,cinder,Line,RELEASE,0.46,0.4,1228.25,4597583.67,2144.2,0.1,0.35,1760
0,cinder,Line,SUPPORT,0.95,0.95,2508.19,21558070.53,4643.07,0.39,0.52,2684
0,cinder,Line,TESTING,0.73,0.71,4870.54,58016518.57,7616.86,0.23,0.55,2662
0,cinder,Line,UPGRADE,0.27,0.18,487.82,636656.86,797.91,0.35,0.5,1760
0,cinder,Module,BUG,0.98,0.98,76.57,12654.04,112.49,0.6,0.78,3476
0,cinder,Module,DOCS,0.98,0.98,17.79,605.36,24.6,0.52,0.67,1804
0,cinder,Module,FEATURE,0.94,0.92,6.1,81.5,9.03,0.8,0.8,1254
0,cinder,Module,OTHER,0.98,0.98,286.69,236732.35,486.55,0.66,0.93,3542
0,cinder,Module,REFACTOR,0.82,0.77,28.0,1337.81,36.58,0.5,0.56,1342
0,cinder,Module,RELEASE,0.9,0.88,7.17,204.63,14.31,0.75,0.95,1760
0,cinder,Module,SUPPORT,0.93,0.92,55.07,8935.27,94.53,0.45,0.74,2684
0,cinder,Module,TESTING,0.88,0.87,104.02,33251.8,182.35,0.58,0.68,2662
0,cinder,Module,UPGRADE,0.82,0.79,8.39,173.12,13.16,0.7,0.85,1760
0,cli,Line,BUG,0.74,0.64,279.06,140473.02,374.8,0.25,0.75,704
0,cli,Line,DOCS,-24.61,-24.61,230.2,62295.95,249.59,0.0,0.0,242
0,cli,Line,FEATURE,-0.22,-0.22,1747.85,8309732.24,2882.66,0.67,0.67,220
0,cli,Line,OTHER,-56.16,-75.21,352878.47,268837205250.1,518495.14,0.0,0.0,792
0,cli,Line,REFACTOR,-2.77,-4.66,3026.82,13989662.23,3740.28,0.29,0.43,550
0,cli,Line,RELEASE,-2.38,-9.14,80.76,6644.69,81.51,0.0,0.75,286
0,cli,Line,SUPPORT,-0.16,-0.93,1262.83,1674007.97,1293.83,0.0,0.33,462
0,cli,Line,TESTING,-0.14,-0.52,102422.77,85090934134.28,291703.5,0.22,0.56,726
0,cli,Line,UPGRADE,-40.26,-67.77,6073.34,107976996.3,10391.2,0.5,0.5,462
0,cli,Module,BUG,0.4,-0.05,11.29,220.41,14.85,0.5,1.0,704
0,cli,Module,DOCS,-1.9,6.8,11.56,172.96,13.15,0.33,0.33,242
0,cli,Module,FEATURE,-0.32,3.64,22.89,1474.26,38.4,0.67,0.67,220
0,cli,Module,OTHER,-10.33,-17.13,823.24,1420316.45,1191.77,0.22,0.56,792
0,cli,Module,REFACTOR,-2.5,-6.0,50.9,4924.0,70.17,0.43,0.43,550
0,cli,Module,RELEASE,-2.86,-2.86,2.31,6.34,2.52,0.5,1.0,286
0,cli,Module,SUPPORT,-1.07,-4.18,27.97,983.02,31.35,0.33,0.33,462
0,cli,Module,TESTING,-0.19,-0.9,539.96,1511118.91,1229.28,0.33,0.44,726
0,cli,Module,UPGRADE,-9.29,-24.72,45.67,7936.93,89.09,0.5,0.5,462
0,elasticsearch,Line,BUG,0.99,0.99,10062.51,1506637841.15,38815.43,0.63,0.74,3278
0,elasticsearch,Line,DOCS,0.99,0.99,12129.76,903566224.92,30059.38,0.73,0.78,3256
0,elasticsearch,Line,FEATURE,0.83,0.82,37167.81,5872534782.34,76632.47,0.48,0.56,2310
0,elasticsearch,Line,OTHER,1.0,1.0,97082.91,59240244828.39,243393.19,0.84,0.92,3300
0,elasticsearch,Line,REFACTOR,1.0,1.0,2658.63,77307280.3,8792.46,0.96,0.96,2376
0,elasticsearch,Line,RELEASE,0.63,0.61,3355.26,49145264.58,7010.37,0.83,0.89,3124
0,elasticsearch,Line,SUPPORT,0.99,0.99,14983.3,1909547885.28,43698.37,0.82,0.82,2882
0,elasticsearch,Line,TESTING,0.98,0.98,25421.83,3496858656.07,59134.24,0.72,0.83,3168
0,elasticsearch,Line,UPGRADE,0.96,0.96,9546.05,775640461.98,27850.32,0.79,0.82,2904
0,elasticsearch,Module,BUG,0.98,0.98,722.39,5847942.79,2418.25,0.74,0.79,3278
0,elasticsearch,Module,DOCS,1.0,1.0,283.73,268289.44,517.97,0.76,0.84,3256
0,elasticsearch,Module,FEATURE,0.83,0.81,309.9,605952.92,778.43,0.93,0.93,2310
0,elasticsearch,Module,OTHER,1.0,1.0,6225.05,124173754.14,11143.33,0.68,0.71,3300
0,elasticsearch,Module,REFACTOR,0.99,0.99,191.7,253793.79,503.78,0.89,0.93,2376
0,elasticsearch,Module,RELEASE,0.57,0.53,179.85,218811.29,467.77,0.81,0.86,3124
0,elasticsearch,Module,SUPPORT,0.99,0.99,439.45,1079665.33,1039.07,0.85,0.91,2882
0,elasticsearch,Module,TESTING,0.98,0.98,875.53,5508748.39,2347.07,0.78,0.89,3168
0,elasticsearch,Module,UPGRADE,0.99,0.99,693.99,2140904.79,1463.18,0.76,0.85,2904
0,gitlabhq,Line,BUG,0.6,0.6,1418.59,12143566.06,3484.76,0.47,0.68,17534
0,gitlabhq,Line,DOCS,0.69,0.69,499.89,951889.06,975.65,0.57,0.71,11682
0,gitlabhq,Line,FEATURE,0.42,0.41,773.15,2459267.97,1568.21,0.38,0.54,9834
0,gitlabhq,Line,OTHER,0.3,0.29,23797.24,3000925205.85,54780.7,0.43,0.59,19514
0,gitlabhq,Line,REFACTOR,-0.0,-0.02,1614.87,16990949.24,4122.01,0.35,0.56,7744
0,gitlabhq,Line,RELEASE,0.27,0.25,149.65,192104.89,438.3,0.43,0.51,5830
0,gitlabhq,Line,SUPPORT,0.87,0.87,551.87,1020881.49,1010.39,0.39,0.55,7282
0,gitlabhq,Line,TESTING,0.63,0.62,919.21,5072304.76,2252.18,0.54,0.71,9790
0,gitlabhq,Line,UPGRADE,0.71,0.7,1337.3,12674496.51,3560.13,0.31,0.47,7942
0,gitlabhq,Module,BUG,0.96,0.96,31.47,2879.34,53.66,0.71,0.84,17534
0,gitlabhq,Module,DOCS,0.92,0.92,12.17,463.55,21.53,0.68,0.84,11682
0,gitlabhq,Module,FEATURE,0.64,0.63,19.45,1303.59,36.11,0.54,0.74,9834
0,gitlabhq,Module,OTHER,0.94,0.94,174.08,111691.84,334.2,0.69,0.81,19514
0,gitlabhq,Module,REFACTOR,0.39,0.37,31.57,4045.19,63.6,0.49,0.66,7744
0,gitlabhq,Module,RELEASE,0.38,0.35,5.63,375.42,19.38,0.67,0.76,5830
0,gitlabhq,Module,SUPPORT,0.86,0.85,11.88,412.7,20.32,0.58,0.7,7282
0,gitlabhq,Module,TESTING,0.9,0.9,14.77,808.56,28.44,0.75,0.88,9790
0,gitlabhq,Module,UPGRADE,0.11,0.08,14.72,4080.37,63.88,0.64,0.74,7942
0,home-assistant,Line,BUG,-0.21,-0.24,990.5,11178151.12,3343.37,0.78,0.84,6402
0,home-assistant,Line,DOCS,-3.93,-5.57,2027.76,10746999.47,3278.26,0.33,0.56,748
0,home-assistant,Line,FEATURE,-1.07,-1.59,1918.14,17280937.04,4157.03,0.82,0.82,924
0,home-assistant,Line,OTHER,0.57,0.56,6724.67,407582830.78,20188.68,0.72,0.78,8096
0,home-assistant,Line,REFACTOR,0.26,0.11,4721.18,144574780.39,12023.93,0.77,0.85,1078
0,home-assistant,Line,RELEASE,-13.78,-15.07,0.69,5.52,2.35,0.2,0.2,2222
0,home-assistant,Line,SUPPORT,0.36,0.3,1771.0,9020159.48,3003.36,0.65,0.85,2288
0,home-assistant,Line,TESTING,-0.71,-0.88,6609.94,180665464.81,13441.19,0.43,0.48,2002
0,home-assistant,Line,UPGRADE,-2.78,-3.08,664.36,1514347.02,1230.59,0.46,0.64,2442
0,home-assistant,Module,BUG,0.37,0.34,67.08,62220.04,249.44,0.81,0.85,6402
0,home-assistant,Module,DOCS,-1.0,-2.2,123.31,39297.65,198.24,0.22,0.44,748
0,home-assistant,Module,FEATURE,-0.69,-1.41,28.21,3667.79,60.56,0.82,0.82,924
0,home-assistant,Module,OTHER,-0.59,-0.64,814.99,8290875.19,2879.39,0.8,0.84,8096
0,home-assistant,Module,REFACTOR,-0.13,-0.51,31.08,5467.49,73.94,0.85,0.85,1078
0,home-assistant,Module,RELEASE,-1.08,-1.36,0.11,0.1,0.32,1.0,1.0,2222
0,home-assistant,Module,SUPPORT,0.59,0.53,38.5,5412.86,73.57,0.73,0.92,2288
0,home-assistant,Module,TESTING,0.11,-0.03,98.16,53797.77,231.94,0.57,0.65,2002
0,home-assistant,Module,UPGRADE,0.56,0.51,52.09,6375.5,79.85,0.64,0.82,2442
0,kubernetes,Line,BUG,-0.19,-0.22,28056.95,5293050848.2,72753.36,0.19,0.26,6754
0,kubernetes,Line,DOCS,0.72,0.71,12409.67,320708253.94,17908.33,0.29,0.43,4488
0,kubernetes,Line,FEATURE,0.45,0.42,546.68,1164920.54,1079.31,0.41,0.5,3124
0,kubernetes,Line,OTHER,0.47,0.46,128175.42,97510382067.75,312266.52,0.58,0.68,10362
0,kubernetes,Line,REFACTOR,0.0,-0.05,6261.72,110315521.96,10503.12,0.3,0.38,3498
0,kubernetes,Line,RELEASE,0.29,0.27,30774.27,5697490210.33,75481.72,0.16,0.22,6688
0,kubernetes,Line,SUPPORT,0.13,0.1,61591.69,20516121819.2,143234.5,0.35,0.38,4818
0,kubernetes,Line,TESTING,0.07,0.04,58207.85,24063686594.99,155124.75,0.33,0.41,5764
0,kubernetes,Line,UPGRADE,0.45,0.43,7205.63,329700846.06,18157.67,0.44,0.51,4950
0,kubernetes,Module,BUG,0.8,0.79,248.16,224976.47,474.32,0.34,0.48,6754
0,kubernetes,Module,DOCS,0.79,0.78,210.27,118881.23,344.79,0.41,0.55,4488
0,kubernetes,Module,FEATURE,0.58,0.54,20.93,2615.97,51.15,0.53,0.61,3124
0,kubernetes,Module,OTHER,0.77,0.76,827.7,3818013.08,1953.97,0.66,0.79,10362
0,kubernetes,Module,REFACTOR,0.71,0.69,103.52,35030.93,187.17,0.38,0.62,3498
0,kubernetes,Module,RELEASE,0.51,0.49,93.91,52500.46,229.13,0.67,0.71,6688
0,kubernetes,Module,SUPPORT,0.88,0.87,127.72,68589.45,261.9,0.4,0.65,4818
0,kubernetes,Module,TESTING,0.56,0.54,217.9,331642.31,575.88,0.35,0.53,5764
0,kubernetes,Module,UPGRADE,0.66,0.64,22.55,2617.33,51.16,0.63,0.84,4950
0,linux,Line,BUG,0.64,0.63,716.59,3841808.74,1960.05,0.35,0.57,12210
0,linux,Line,DOCS,0.31,0.28,372.85,554906.55,744.92,0.16,0.36,4840
0,linux,Line,FEATURE,0.23,0.18,97.97,22165.89,148.88,0.27,0.46,3190
0,linux,Line,OTHER,0.56,0.55,7956.25,762035774.25,27605.0,0.27,0.45,12474
0,linux,Line,REFACTOR,0.65,0.61,403.84,477111.68,690.73,0.14,0.48,1782
0,linux,Line,RELEASE,-0.02,-0.06,129.4,582739.83,763.37,0.2,0.41,4906
0,linux,Line,SUPPORT,0.77,0.77,1312.83,19715986.64,4440.27,0.45,0.53,8602
0,linux,Line,TESTING,0.33,0.31,224.81,220540.31,469.62,0.32,0.48,5280
0,linux,Line,UPGRADE,-0.62,-0.91,73.86,9386.14,96.88,0.21,0.43,1232
0,linux,Module,BUG,0.91,0.91,20.98,1739.73,41.71,0.6,0.89,12210
0,linux,Module,DOCS,0.21,0.16,5.63,102.83,10.14,0.47,0.65,4840
0,linux,Module,FEATURE,0.52,0.48,3.77,36.31,6.03,0.38,0.59,3190
0,linux,Module,OTHER,-0.67,-0.71,191.56,1751578.78,1323.47,0.5,0.82,12474
0,linux,Module,REFACTOR,0.39,0.28,4.43,46.81,6.84,0.29,0.48,1782
0,linux,Module,RELEASE,-0.02,-0.08,10.21,3533.23,59.44,0.43,0.57,4906
0,linux,Module,SUPPORT,0.92,0.92,10.07,847.11,29.11,0.6,0.81,8602
0,linux,Module,TESTING,0.61,0.59,4.61,106.88,10.34,0.4,0.72,5280
0,linux,Module,UPGRADE,0.34,0.14,1.91,6.91,2.63,0.5,0.79,1232
0,lock,Line,BUG,0.41,0.38,984.8,4499499.5,2121.2,0.33,0.43,3696
0,lock,Line,DOCS,0.0,2.0,3.87,14.95,3.87,1.0,1.0,176
0,lock,Line,FEATURE,-5.66,-10.1,7502.74,106977257.34,10342.98,0.17,0.17,462
0,lock,Line,OTHER,-0.03,-0.07,5631.82,169938436.8,13036.04,0.55,0.55,4840
0,lock,Line,REFACTOR,0.0,2.0,3.04,17.89,4.23,1.0,1.0,110
0,lock,Line,RELEASE,0.92,0.92,106.41,90164.19,300.27,0.8,0.9,5258
0,lock,Line,SUPPORT,-3.15,-3.9,883.5,2991073.18,1729.47,0.64,0.71,1188
0,lock,Line,TESTING,-12.86,-15.38,8164.11,375066942.29,19366.65,0.71,0.79,1188
0,lock,Line,UPGRADE,-61.18,-86.05,10348.23,241388751.96,15536.69,0.38,0.38,638
0,lock,Module,BUG,0.4,0.35,51.83,16173.11,127.17,0.48,0.67,3696
0,lock,Module,DOCS,0.0,1.5,0.02,0.0,0.02,1.0,1.0,176
0,lock,Module,FEATURE,-0.29,-2.22,105.13,35699.99,188.94,0.83,0.83,462
0,lock,Module,OTHER,0.29,0.25,91.55,29767.69,172.53,0.56,0.71,4840
0,lock,Module,REFACTOR,0.0,1.5,0.22,0.05,0.22,1.0,1.0,110
0,lock,Module,RELEASE,0.99,0.99,1.82,15.43,3.93,0.98,0.98,5258
0,lock,Module,SUPPORT,-2.28,-3.26,20.88,2111.4,45.95,0.71,0.79,1188
0,lock,Module,TESTING,-27.13,-35.57,118.6,78476.95,280.14,0.64,0.64,1188
0,lock,Module,UPGRADE,-13.42,-24.24,53.58,6280.76,79.25,0.5,0.5,638
0,mesos,Line,BUG,0.76,0.74,1112.62,5138622.65,2266.85,0.56,0.78,2310
0,mesos,Line,DOCS,0.83,0.81,1321.16,9527222.97,3086.62,0.32,0.63,1672
0,mesos,Line,FEATURE,0.54,0.41,20.89,1652.28,40.65,0.7,0.8,814
0,mesos,Line,OTHER,0.92,0.91,11322.42,375414729.82,19375.62,0.43,0.61,2398
0,mesos,Line,REFACTOR,0.65,0.6,1480.64,12440250.94,3527.07,0.61,0.89,1562
0,mesos,Line,RELEASE,0.66,0.62,496.88,427939.97,654.17,0.47,0.68,1606
0,mesos,Line,SUPPORT,0.48,0.42,1316.99,8811673.7,2968.45,0.63,0.89,1628
0,mesos,Line,TESTING,0.83,0.81,3922.0,75097664.0,8665.89,0.57,0.83,1958
0,mesos,Line,UPGRADE,0.28,0.18,7463.79,255886694.54,15996.46,0.39,0.5,1562
0,mesos,Module,BUG,0.99,0.99,22.13,1111.65,33.34,0.78,0.96,2310
0,mesos,Module,DOCS,0.71,0.65,41.79,10419.16,102.07,0.37,0.68,1672
0,mesos,Module,FEATURE,0.93,0.9,0.32,0.49,0.7,0.9,1.0,814
0,mesos,Module,OTHER,0.98,0.98,180.53,80820.89,284.29,0.71,0.86,2398
0,mesos,Module,REFACTOR,0.8,0.76,14.55,545.45,23.35,0.78,0.78,1562
0,mesos,Module,RELEASE,0.85,0.82,6.21,127.08,11.27,0.74,1.0,1606
0,mesos,Module,SUPPORT,0.93,0.92,16.58,621.2,24.92,0.74,0.84,1628
0,mesos,Module,TESTING,0.93,0.92,34.99,5037.0,70.97,0.78,0.87,1958
0,mesos,Module,UPGRADE,0.64,0.56,10.38,267.74,16.36,0.5,0.56,1562
0,moby,Line,BUG,-0.11,-0.48,162.53,124124.44,352.31,0.44,0.44,748
0,moby,Line,DOCS,0.97,0.95,5.17,45.52,6.75,0.17,0.17,484
0,moby,Line,FEATURE,1.0,1.0,0.0,0.0,0.0,,,308
0,moby,Line,REFACTOR,0.0,-0.67,51.9,11398.05,106.76,0.0,0.0,506
0,moby,Line,TESTING,0.61,0.45,2273.16,6404177.68,2530.65,0.0,0.38,660
0,moby,Line,UPGRADE,0.0,-0.67,1.02,1.92,1.38,0.0,0.0,462
0,moby,Module,BUG,0.02,-0.57,12.82,549.14,23.43,0.44,0.67,748
0,moby,Module,DOCS,1.0,1.0,0.0,0.0,0.0,1.0,1.0,484
0,moby,Module,FEATURE,1.0,1.0,0.0,0.0,0.0,,,308
0,moby,Module,REFACTOR,1.0,1.0,0.0,0.0,0.0,1.0,1.0,506
0,moby,Module,TESTING,0.75,0.56,34.74,1521.7,39.01,0.25,0.62,660
0,moby,Module,UPGRADE,1.0,1.0,0.0,0.0,0.0,1.0,1.0,462
0,neutron,Line,BUG,0.13,0.08,35568.56,5204681553.6,72143.48,0.22,0.41,3234
0,neutron,Line,DOCS,0.47,0.41,1284.54,2708222.16,1645.67,0.1,0.4,1760
0,neutron,Line,FEATURE,0.29,0.11,665.31,710861.81,843.13,0.55,0.55,924
0,neutron,Line,OTHER,-0.49,-0.58,518368.8,1252286264842.11,1119055.97,0.21,0.34,3344
0,neutron,Line,REFACTOR,0.91,0.9,1026.68,1756625.49,1325.38,0.24,0.62,1848
0,neutron,Line,RELEASE,-0.02,-0.1,1712.46,47440581.44,6887.71,0.26,0.52,2332
0,neutron,Line,SUPPORT,0.53,0.5,4310.42,69864329.99,8358.49,0.33,0.53,2618
0,neutron,Line,TESTING,0.5,0.47,6605.82,268081221.28,16373.19,0.26,0.51,3036
0,neutron,Line,UPGRADE,0.03,-0.05,2389.92,23863393.74,4885.02,0.08,0.27,2288
0,neutron,Module,BUG,0.95,0.95,95.64,21412.77,146.33,0.62,0.76,3234
0,neutron,Module,DOCS,0.59,0.51,28.94,3879.29,62.28,0.55,0.7,1760
0,neutron,Module,FEATURE,0.17,-0.19,17.62,571.41,23.9,0.45,0.64,924
0,neutron,Module,OTHER,0.92,0.91,746.63,2020904.12,1421.59,0.5,0.82,3344
0,neutron,Module,REFACTOR,0.87,0.85,28.03,1366.85,36.97,0.57,0.67,1848
0,neutron,Module,RELEASE,0.9,0.89,9.21,206.85,14.38,0.48,0.74,2332
0,neutron,Module,SUPPORT,0.87,0.86,61.1,10043.52,100.22,0.63,0.87,2618
0,neutron,Module,TESTING,0.59,0.55,150.22,114161.35,337.88,0.4,0.6,3036
0,neutron,Module,UPGRADE,0.78,0.75,16.0,996.85,31.57,0.31,0.65,2288
0,nixpkgs,Line,BUG,0.52,0.38,5079.82,93803928.87,9685.24,0.0,0.4,814
0,nixpkgs,Line,DOCS,0.3,-0.05,1956.42,12551184.21,3542.77,0.57,0.57,550
