Project,Model,Task,R_Squared,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_50,T_Records
node,Line,REFACTOR,0.97,0.97,9078.03,453728844.26,21300.91,0.41,0.55,286
node,Module,REFACTOR,1.0,1.0,42.72,5389.76,73.41,0.59,0.7,286
tensorflow,Line,TESTING,0.96,0.95,4664.83,198632621.02,14093.71,0.24,0.24,17
tensorflow,Module,TESTING,0.94,0.93,126.26,151474.18,389.2,0.12,0.24,17
vue,Line,TESTING,1.0,1.0,1976.03,38576264.7,6210.98,0.13,0.28,46
vue,Module,TESTING,1.0,1.0,65.62,38449.76,196.09,0.2,0.35,46
moby,Line,TESTING,0.95,0.95,851.83,3558543.77,1886.41,0.2,0.37,60
moby,Module,TESTING,0.95,0.95,21.34,3379.12,58.13,0.28,0.57,60
home-assistant,Line,TESTING,0.78,0.77,30771.62,9941878041.64,99708.97,0.18,0.3,40
home-assistant,Module,TESTING,0.9,0.89,193.24,231077.94,480.71,0.25,0.35,40
tensorflow,Line,FEATURE,0.85,0.55,6454.09,76992386.28,8774.53,0.0,0.0,4
tensorflow,Module,FEATURE,0.89,0.89,67.42,5993.67,77.42,0.0,0.0,4
angular,Line,TESTING,0.98,0.98,5624.75,162427104.46,12744.69,0.31,0.5,58
angular,Module,TESTING,0.98,0.98,100.68,52976.16,230.17,0.45,0.52,58
neutron,Line,TESTING,0.97,0.97,2251.23,16946431.09,4116.6,0.5,0.78,36
neutron,Module,TESTING,0.98,0.98,76.61,11183.81,105.75,0.42,0.81,36
gitlabhq,Line,TESTING,0.94,0.94,42147.51,20179982171.25,142056.26,0.18,0.29,287
gitlabhq,Module,TESTING,0.99,0.99,584.64,3519671.93,1876.08,0.4,0.59,287
node,Line,TESTING,0.99,0.99,11659.65,444458640.8,21082.19,0.32,0.48,430
node,Module,TESTING,1.0,1.0,422.62,701892.47,837.79,0.42,0.6,430
neutron,Line,FEATURE,0.76,0.52,484.0,604389.03,777.42,0.6,0.6,5
neutron,Module,FEATURE,0.85,0.4,10.69,273.83,16.55,0.0,0.0,5
vue,Line,FEATURE,0.97,0.96,258.07,166836.1,408.46,0.25,0.58,12
vue,Module,FEATURE,0.91,0.88,22.52,1121.87,33.49,0.08,0.25,12
home-assistant,Line,FEATURE,0.86,0.83,196.29,79100.81,281.25,0.0,0.08,12
home-assistant,Module,FEATURE,0.82,0.75,12.46,305.37,17.47,0.0,0.08,12
moby,Line,FEATURE,0.89,0.88,43.48,4812.61,69.37,0.04,0.26,27
moby,Module,FEATURE,0.89,0.88,1.39,4.9,2.21,0.0,0.04,27
tensorflow,Line,UPGRADE,0.88,0.86,617.34,1540518.94,1241.18,0.13,0.2,15
tensorflow,Module,UPGRADE,0.88,0.85,23.8,1790.71,42.32,0.2,0.4,15
angular,Line,FEATURE,0.93,0.92,10979.64,1628961595.07,40360.4,0.28,0.28,25
angular,Module,FEATURE,0.93,0.92,285.5,1140136.48,1067.77,0.48,0.6,25
gitlabhq,Line,FEATURE,0.94,0.94,1370.24,5259157.3,2293.29,0.23,0.44,204
gitlabhq,Module,FEATURE,0.98,0.98,46.67,7020.37,83.79,0.42,0.58,204
node,Line,FEATURE,0.94,0.94,166.85,77970.87,279.23,0.49,0.59,82
node,Module,FEATURE,0.99,0.99,3.83,35.49,5.96,0.54,0.72,82
neutron,Line,UPGRADE,0.95,0.94,263.5,156921.0,396.13,0.6,0.6,15
neutron,Module,UPGRADE,0.93,0.91,7.83,171.35,13.09,0.53,0.8,15
vue,Line,UPGRADE,0.96,0.94,2.35,13.69,3.7,0.57,0.57,7
vue,Module,UPGRADE,0.98,0.96,0.5,0.79,0.89,0.71,0.71,7
moby,Line,UPGRADE,0.89,0.88,104.86,39124.97,197.8,0.17,0.28,47
moby,Module,UPGRADE,0.94,0.94,3.25,29.71,5.45,0.28,0.43,47
home-assistant,Line,UPGRADE,0.77,0.76,2573.37,68041880.01,8248.75,0.18,0.37,38
home-assistant,Module,UPGRADE,0.99,0.99,41.68,6745.24,82.13,0.37,0.61,38
angular,Line,UPGRADE,0.9,0.88,2240.72,24915117.44,4991.5,0.38,0.46,13
angular,Module,UPGRADE,0.91,0.88,60.86,15819.17,125.77,0.38,0.54,13
tensorflow,Line,RELEASE,0.8,0.78,15689.04,944444222.89,30731.81,0.04,0.04,24
tensorflow,Module,RELEASE,0.88,0.86,33.69,2360.31,48.58,0.04,0.29,24
gitlabhq,Line,UPGRADE,0.88,0.88,1196.14,9669581.07,3109.6,0.13,0.24,231
gitlabhq,Module,UPGRADE,0.99,0.99,14.21,847.49,29.11,0.41,0.65,231
node,Line,UPGRADE,0.99,0.99,184556.05,98499092681.42,313845.65,0.31,0.5,415
node,Module,UPGRADE,1.0,1.0,1465.96,5384766.42,2320.51,0.42,0.65,415
neutron,Line,RELEASE,0.89,0.88,356.54,187162.25,432.62,0.16,0.26,19
neutron,Module,RELEASE,0.97,0.96,6.81,144.8,12.03,0.68,0.79,19
vue,Line,RELEASE,0.99,0.99,5051.29,353696042.96,18806.81,0.09,0.11,88
vue,Module,RELEASE,1.0,1.0,10.25,1768.27,42.05,0.49,0.75,88
home-assistant,Line,RELEASE,0.88,0.86,15.78,929.55,30.49,0.17,0.17,18
home-assistant,Module,RELEASE,0.84,0.81,1.12,4.84,2.2,0.39,0.39,18
moby,Line,RELEASE,0.8,0.79,133.35,112762.41,335.8,0.08,0.12,40
moby,Module,RELEASE,0.83,0.82,4.97,54.45,7.38,0.15,0.18,40
angular,Line,RELEASE,0.95,0.95,129.74,94440.66,307.31,0.17,0.5,66
angular,Module,RELEASE,0.95,0.95,6.79,442.29,21.03,0.56,0.79,66
tensorflow,Line,SUPPORT,0.99,0.99,2768.04,15482913.49,3934.83,0.1,0.3,10
tensorflow,Module,SUPPORT,0.98,0.97,80.57,14152.31,118.96,0.2,0.4,10
gitlabhq,Line,RELEASE,0.99,0.99,191.98,451133.11,671.66,0.22,0.45,134
gitlabhq,Module,RELEASE,0.99,0.99,7.72,579.42,24.07,0.46,0.61,134
node,Line,RELEASE,0.99,0.99,218.96,132285.91,363.71,0.3,0.51,326
node,Module,RELEASE,0.99,0.99,5.7,104.73,10.23,0.42,0.59,326
neutron,Line,SUPPORT,0.99,0.99,1971.09,10196380.47,3193.18,0.37,0.69,35
neutron,Module,SUPPORT,0.99,0.99,42.4,4913.12,70.09,0.4,0.63,35
vue,Line,SUPPORT,0.99,0.99,157.25,69757.86,264.12,0.27,0.39,33
vue,Module,SUPPORT,0.99,0.99,5.83,175.48,13.25,0.48,0.67,33
home-assistant,Line,SUPPORT,0.88,0.87,3493.85,68836910.27,8296.8,0.31,0.45,42
home-assistant,Module,SUPPORT,0.84,0.83,182.63,283362.34,532.32,0.31,0.5,42
moby,Line,SUPPORT,0.92,0.92,382.23,363164.77,602.63,0.03,0.14,36
moby,Module,SUPPORT,0.89,0.88,10.38,600.01,24.5,0.19,0.36,36
tensorflow,Line,OTHER,0.94,0.94,49996.3,21186228747.38,145554.9,0.12,0.18,34
tensorflow,Module,OTHER,0.94,0.93,910.78,5638180.02,2374.49,0.15,0.26,34
angular,Line,SUPPORT,1.0,1.0,47.95,6606.89,81.28,0.7,0.75,20
angular,Module,SUPPORT,1.0,1.0,0.32,0.24,0.49,1.0,1.0,20
gitlabhq,Line,SUPPORT,0.94,0.94,1653.09,17571709.45,4191.86,0.32,0.51,194
gitlabhq,Module,SUPPORT,0.99,0.99,24.03,1625.45,40.32,0.56,0.65,194
node,Line,SUPPORT,0.94,0.94,6484.04,188882930.2,13743.47,0.26,0.46,312
node,Module,SUPPORT,1.0,1.0,24.81,1680.01,40.99,0.52,0.76,312
neutron,Line,OTHER,0.98,0.98,16739.44,712146829.03,26686.08,0.46,0.77,48
neutron,Module,OTHER,0.99,0.99,329.57,396708.15,629.85,0.73,0.94,48
vue,Line,OTHER,0.99,0.99,11062.7,1250438012.46,35361.53,0.17,0.26,104
vue,Module,OTHER,1.0,1.0,139.41,374255.37,611.76,0.34,0.55,104
home-assistant,Line,OTHER,0.93,0.93,18448.59,3047355095.01,55202.85,0.13,0.32,161
home-assistant,Module,OTHER,0.91,0.91,841.21,8085591.16,2843.52,0.27,0.5,161
moby,Line,OTHER,0.89,0.89,9049.18,1179156680.94,34338.85,0.18,0.35,102
moby,Module,OTHER,0.97,0.97,74.25,53313.77,230.9,0.31,0.6,102
angular,Line,OTHER,0.96,0.96,103723.45,42965766525.88,207281.85,0.16,0.33,73
angular,Module,OTHER,0.97,0.97,306.66,411546.2,641.52,0.32,0.51,73
gitlabhq,Line,OTHER,0.96,0.96,34499.27,4644839833.18,68153.06,0.17,0.31,533
gitlabhq,Module,OTHER,0.99,0.99,312.42,400491.08,632.84,0.51,0.68,533
node,Line,OTHER,0.99,0.99,278743.5,261169072803.94,511047.04,0.26,0.43,522
node,Module,OTHER,1.0,1.0,1404.82,7775119.92,2788.39,0.45,0.59,522
orleans,Line,BUG,0.95,0.95,1133.51,5559616.06,2357.88,0.19,0.34,32
orleans,Module,BUG,0.96,0.96,78.51,27960.69,167.21,0.25,0.5,32
ansible,Line,BUG,1.0,1.0,32780.05,8285311339.03,91023.69,0.54,0.7,102
ansible,Module,BUG,1.0,1.0,1082.98,9124975.46,3020.76,0.61,0.81,102
orleans,Line,DOCS,0.77,0.66,55.4,3851.0,62.06,0.14,0.43,7
orleans,Module,DOCS,0.85,0.7,5.92,129.61,11.38,0.0,0.14,7
cli,Line,BUG,0.79,0.78,6348.91,411261865.96,20279.59,0.09,0.21,68
cli,Module,BUG,0.87,0.86,34.68,3174.43,56.34,0.22,0.46,68
nova,Line,BUG,0.99,0.99,2253.93,10135305.07,3183.6,0.76,0.96,46
nova,Module,BUG,0.99,0.99,103.37,21825.36,147.73,0.87,0.96,46
angular.js,Line,BUG,0.98,0.98,11981.65,692339100.69,26312.34,0.35,0.56,80
angular.js,Module,BUG,0.99,0.99,254.44,292009.13,540.38,0.6,0.82,80
lock,Line,BUG,0.97,0.97,4745.04,187520146.19,13693.8,0.12,0.23,103
lock,Module,BUG,0.94,0.94,64.16,47748.86,218.52,0.25,0.49,103
mesos,Line,BUG,0.98,0.98,883.72,3675857.47,1917.25,0.27,0.55,44
mesos,Module,BUG,0.99,0.99,27.17,3913.51,62.56,0.32,0.64,44
kubernetes,Line,BUG,0.9,0.9,35241.03,13050701394.97,114239.67,0.17,0.33,236
kubernetes,Module,BUG,0.95,0.95,521.19,1871248.08,1367.94,0.31,0.49,236
orleans,Line,REFACTOR,0.87,0.82,814.04,1836485.89,1355.17,0.12,0.12,8
orleans,Module,REFACTOR,0.92,0.86,22.97,951.13,30.84,0.12,0.25,8
ansible,Line,DOCS,0.99,0.99,69550.24,46991999209.75,216776.38,0.48,0.65,69
ansible,Module,DOCS,0.99,0.99,2801.86,73376568.95,8566.01,0.46,0.58,69
lock,Line,DOCS,0.93,0.9,317.0,327381.66,572.17,0.62,0.62,8
lock,Module,DOCS,0.9,0.82,1.46,6.86,2.62,0.62,0.88,8
cli,Line,DOCS,0.85,0.82,122.64,33885.5,184.08,0.07,0.2,15
cli,Module,DOCS,0.82,0.77,5.14,52.75,7.26,0.07,0.33,15
nova,Line,DOCS,0.94,0.94,5560.15,83187615.55,9120.72,0.38,0.62,34
nova,Module,DOCS,0.99,0.99,46.02,3873.06,62.23,0.53,0.79,34
angular.js,Line,DOCS,0.89,0.89,52933.19,9063570411.38,95202.79,0.21,0.28,78
angular.js,Module,DOCS,0.99,0.99,126.16,44769.76,211.59,0.42,0.65,78
mesos,Line,DOCS,0.95,0.94,1673.04,6828393.75,2613.12,0.17,0.44,18
mesos,Module,DOCS,0.93,0.92,28.39,3408.77,58.38,0.17,0.44,18
kubernetes,Line,DOCS,0.94,0.94,24296.62,1270295580.18,35641.21,0.14,0.27,140
kubernetes,Module,DOCS,0.99,0.99,315.15,319453.16,565.2,0.21,0.38,140
orleans,Line,TESTING,0.96,0.96,2167.65,13713594.02,3703.19,0.19,0.43,21
orleans,Module,TESTING,0.97,0.96,118.71,67462.32,259.74,0.43,0.48,21
ansible,Line,REFACTOR,0.99,0.99,36895.77,12241872425.44,110643.0,0.58,0.66,38
ansible,Module,REFACTOR,0.99,0.99,1171.14,12936780.7,3596.77,0.61,0.79,38
lock,Line,REFACTOR,0.95,0.94,2651.17,12304439.97,3507.77,0.42,0.5,12
lock,Module,REFACTOR,0.99,0.99,8.52,168.84,12.99,0.75,0.75,12
cli,Line,REFACTOR,0.86,0.85,7914.32,527374877.06,22964.64,0.17,0.32,41
cli,Module,REFACTOR,0.83,0.82,65.84,27614.43,166.18,0.2,0.39,41
nova,Line,REFACTOR,0.99,0.99,766.51,903360.97,950.45,0.79,0.84,19
nova,Module,REFACTOR,0.97,0.96,24.19,1145.21,33.84,0.47,0.79,19
angular.js,Line,REFACTOR,0.96,0.96,6208.23,210434821.71,14506.37,0.39,0.52,54
angular.js,Module,REFACTOR,0.99,0.99,37.65,11893.45,109.06,0.5,0.65,54
mesos,Line,REFACTOR,0.97,0.96,1455.79,3232042.17,1797.79,0.5,0.83,12
mesos,Module,REFACTOR,0.97,0.96,17.4,379.56,19.48,0.33,0.58,12
kubernetes,Line,REFACTOR,0.87,0.87,4631.95,326905097.95,18080.52,0.38,0.53,138
kubernetes,Module,REFACTOR,0.85,0.85,132.73,288129.9,536.78,0.37,0.47,138
orleans,Line,UPGRADE,0.99,0.98,104.4,18090.21,134.5,0.43,0.43,7
orleans,Module,UPGRADE,0.9,0.8,9.18,214.54,14.65,0.43,0.57,7
ansible,Line,TESTING,1.0,1.0,33941.13,13106408976.49,114483.23,0.59,0.77,70
ansible,Module,TESTING,1.0,1.0,2021.56,56524697.75,7518.29,0.57,0.7,70
lock,Line,TESTING,1.0,1.0,4276.34,97650959.77,9881.85,0.28,0.36,25
lock,Module,TESTING,1.0,1.0,13.87,774.34,27.83,0.36,0.44,25
cli,Line,TESTING,0.83,0.82,3329.7,55998948.54,7483.24,0.15,0.28,67
cli,Module,TESTING,0.92,0.92,65.28,15113.76,122.94,0.13,0.25,67
nova,Line,TESTING,0.89,0.88,39481.17,6794886812.96,82431.1,0.24,0.38,37
nova,Module,TESTING,0.92,0.91,367.64,984393.93,992.17,0.57,0.76,37
angular.js,Line,TESTING,0.97,0.97,5020.65,62915128.94,7931.91,0.12,0.41,59
angular.js,Module,TESTING,1.0,1.0,22.52,1690.12,41.11,0.47,0.8,59
mesos,Line,TESTING,0.99,0.99,2050.0,21782016.82,4667.12,0.33,0.56,27
mesos,Module,TESTING,0.99,0.99,35.02,5020.8,70.86,0.26,0.59,27
kubernetes,Line,TESTING,0.94,0.94,31208.57,7857684379.02,88643.58,0.16,0.4,212
kubernetes,Module,TESTING,0.99,0.99,176.64,235442.4,485.22,0.45,0.64,212
lock,Line,FEATURE,0.83,0.83,2.42,7.27,2.7,0.0,0.0,3
lock,Module,FEATURE,0.83,1.34,1.7,3.77,1.94,0.0,0.0,3
orleans,Line,RELEASE,0.86,0.82,37.09,11059.52,105.16,0.0,0.5,10
orleans,Module,RELEASE,0.86,0.79,1.29,5.62,2.37,0.6,0.8,10
lock,Line,UPGRADE,0.86,0.86,127.04,22975.33,151.58,0.33,0.67,3
lock,Module,UPGRADE,0.85,1.3,19.19,532.16,23.07,0.33,0.67,3
ansible,Line,FEATURE,0.99,0.99,18657.92,2102151733.06,45849.23,0.5,0.59,34
ansible,Module,FEATURE,1.0,1.0,84.73,33501.08,183.03,0.62,0.68,34
nova,Line,FEATURE,0.89,0.85,496.44,1004869.93,1002.43,0.67,0.67,9
nova,Module,FEATURE,0.89,0.82,12.06,746.5,27.32,0.67,0.78,9
cli,Line,FEATURE,0.84,0.8,333.58,371584.6,609.58,0.17,0.33,12
cli,Module,FEATURE,0.84,0.78,42.94,3714.35,60.95,0.08,0.08,12
angular.js,Line,FEATURE,0.98,0.98,6580.51,198476298.37,14088.16,0.39,0.5,36
angular.js,Module,FEATURE,0.99,0.99,79.43,19443.86,139.44,0.42,0.64,36
mesos,Line,UPGRADE,0.89,0.88,5254.25,123723171.96,11123.09,0.11,0.11,18
mesos,Module,UPGRADE,0.95,0.94,9.62,183.29,13.54,0.28,0.5,18
kubernetes,Line,FEATURE,0.95,0.95,1722.87,19888893.03,4459.7,0.3,0.39,127
kubernetes,Module,FEATURE,0.99,0.99,37.26,11457.35,107.04,0.53,0.66,127
orleans,Line,SUPPORT,0.95,0.94,734.62,3301202.14,1816.92,0.3,0.65,23
orleans,Module,SUPPORT,0.95,0.94,22.41,2848.14,53.37,0.35,0.52,23
lock,Line,RELEASE,0.99,0.99,317.92,707003.7,840.84,0.42,0.6,45
lock,Module,RELEASE,1.0,1.0,7.85,562.63,23.72,0.89,0.93,45
ansible,Line,UPGRADE,0.98,0.98,2750.81,53454209.45,7311.24,0.43,0.57,56
ansible,Module,UPGRADE,0.99,0.99,30.01,5734.19,75.72,0.66,0.82,56
nova,Line,UPGRADE,0.94,0.93,1939.04,12279022.08,3504.14,0.52,0.65,23
nova,Module,UPGRADE,0.97,0.97,16.58,843.62,29.05,0.61,0.83,23
cli,Line,UPGRADE,0.82,0.81,3985.89,261521447.34,16171.62,0.19,0.21,42
cli,Module,UPGRADE,0.82,0.81,85.61,59371.63,243.66,0.07,0.19,42
angular.js,Line,UPGRADE,0.95,0.94,7441.66,181381054.52,13467.78,0.14,0.32,22
angular.js,Module,UPGRADE,0.97,0.96,21.01,1559.15,39.49,0.5,0.68,22
mesos,Line,RELEASE,0.96,0.95,214.93,118797.01,344.67,0.2,0.33,15
mesos,Module,RELEASE,0.96,0.95,3.54,44.78,6.69,0.47,0.73,15
kubernetes,Line,UPGRADE,0.93,0.93,3718.36,143148632.45,11964.47,0.24,0.37,190
kubernetes,Module,UPGRADE,0.97,0.97,39.94,17598.65,132.66,0.44,0.64,190
orleans,Line,OTHER,0.96,0.96,15257.46,1185679985.34,34433.7,0.3,0.49,43
orleans,Module,OTHER,0.97,0.97,349.98,1334646.23,1155.27,0.44,0.58,43
lock,Line,SUPPORT,0.98,0.98,286.42,326211.08,571.15,0.28,0.41,29
lock,Module,SUPPORT,1.0,1.0,6.44,90.3,9.5,0.31,0.59,29
ansible,Line,RELEASE,0.99,0.99,298.06,272240.29,521.77,0.55,0.72,75
ansible,Module,RELEASE,1.0,1.0,12.0,897.36,29.96,0.76,0.89,75
nova,Line,RELEASE,0.89,0.88,2677.24,36283237.69,6023.56,0.19,0.38,21
nova,Module,RELEASE,0.97,0.96,3.81,71.84,8.48,0.86,0.86,21
cli,Line,RELEASE,0.92,0.91,73.31,11068.65,105.21,0.2,0.32,25
cli,Module,RELEASE,0.88,0.86,2.82,22.13,4.7,0.32,0.44,25
angular.js,Line,RELEASE,0.99,0.99,98.5,25027.61,158.2,0.3,0.48,27
angular.js,Module,RELEASE,0.98,0.98,3.49,37.69,6.14,0.63,0.74,27
mesos,Line,SUPPORT,0.96,0.96,1368.6,3478151.93,1864.98,0.26,0.42,19
mesos,Module,SUPPORT,0.98,0.98,22.36,934.59,30.57,0.32,0.79,19
kubernetes,Line,RELEASE,0.91,0.91,15916.73,1256885844.55,35452.59,0.08,0.16,225
kubernetes,Module,RELEASE,0.96,0.96,89.61,41312.08,203.25,0.2,0.31,225
lock,Line,OTHER,0.92,0.92,18294.22,8174940665.69,90415.38,0.27,0.41,475
lock,Module,OTHER,0.9,0.9,241.32,616364.81,785.09,0.32,0.55,475
ansible,Line,SUPPORT,0.99,0.99,9651.51,839735595.25,28978.19,0.54,0.7,54
ansible,Module,SUPPORT,1.0,1.0,115.68,125159.41,353.78,0.63,0.76,54
Odin,Line,BUG,0.9,0.89,1563.28,3448608.42,1857.04,0.19,0.38,21
Odin,Module,BUG,0.94,0.93,30.49,1887.74,43.45,0.43,0.76,21
nova,Line,SUPPORT,0.91,0.9,6680.52,447811269.77,21161.55,0.88,0.92,25
nova,Module,SUPPORT,0.88,0.86,289.61,1154845.32,1074.64,0.84,0.92,25
angular.js,Line,SUPPORT,0.99,0.99,9.32,269.04,16.4,0.69,0.85,13
angular.js,Module,SUPPORT,0.99,0.99,0.69,1.36,1.17,0.62,1.0,13
cli,Line,SUPPORT,0.76,0.75,2482.01,17992380.34,4241.74,0.13,0.29,38
cli,Module,SUPPORT,0.82,0.8,21.55,1193.59,34.55,0.26,0.47,38
mesos,Line,OTHER,0.97,0.97,8804.19,450018123.69,21213.63,0.25,0.44,52
mesos,Module,OTHER,0.99,0.99,150.46,153867.1,392.26,0.44,0.73,52
Odin,Line,DOCS,0.75,1.25,360.0,129600.0,360.0,0.0,0.0,2
Odin,Module,DOCS,0.75,1.12,6.0,36.0,6.0,0.0,0.0,2
kubernetes,Line,SUPPORT,0.94,0.94,98227.82,95435334057.29,308926.1,0.16,0.32,186
kubernetes,Module,SUPPORT,0.97,0.97,428.7,2358169.2,1535.63,0.47,0.56,186
Odin,Line,TESTING,0.9,0.7,356.22,139657.36,373.71,0.0,0.5,4
Odin,Module,TESTING,0.81,0.81,7.01,74.84,8.65,0.0,0.5,4
ansible,Line,OTHER,1.0,1.0,134775.78,253339874224.47,503328.79,0.54,0.66,101
ansible,Module,OTHER,1.0,1.0,1437.24,36398196.03,6033.09,0.57,0.74,101
Odin,Line,RELEASE,0.75,1.25,9.0,81.0,9.0,0.0,0.0,2
Odin,Module,RELEASE,0.75,1.12,2.0,4.0,2.0,0.0,0.0,2
nova,Line,OTHER,1.0,1.0,19381.83,1114865566.31,33389.6,0.6,0.87,63
nova,Module,OTHER,1.0,1.0,515.71,988075.49,994.02,0.9,0.95,63
cli,Line,OTHER,0.8,0.8,136714.69,102048938124.68,319450.99,0.09,0.14,85
cli,Module,OTHER,0.88,0.88,543.23,1479266.59,1216.25,0.32,0.47,85
angular.js,Line,OTHER,0.98,0.98,38953.51,5055963037.76,71105.3,0.24,0.49,71
angular.js,Module,OTHER,0.99,0.99,501.38,724423.71,851.13,0.27,0.48,71
nixpkgs,Line,BUG,0.84,0.82,3458.82,33832561.67,5816.58,0.27,0.41,22
nixpkgs,Module,BUG,0.93,0.92,71.52,13484.03,116.12,0.32,0.55,22
kubernetes,Line,OTHER,0.97,0.97,247672.15,523955365607.38,723847.61,0.16,0.33,258
kubernetes,Module,OTHER,0.99,0.99,1687.86,15474870.44,3933.81,0.3,0.52,258
react,Line,BUG,0.87,0.86,210776.85,533340674880.99,730301.77,0.05,0.15,40
react,Module,BUG,0.88,0.87,1784.42,24942539.52,4994.25,0.08,0.25,40
Odin,Line,SUPPORT,0.83,0.76,566.47,583879.45,764.12,0.25,0.5,8
Odin,Module,SUPPORT,0.83,0.7,8.38,193.95,13.93,0.38,0.5,8
nixpkgs,Line,DOCS,0.82,0.77,231.82,231965.22,481.63,0.2,0.5,10
nixpkgs,Module,DOCS,0.81,0.72,6.29,119.4,10.93,0.5,0.6,10
brew,Line,BUG,0.89,0.89,887.72,20761831.84,4556.52,0.13,0.22,140
brew,Module,BUG,0.86,0.86,60.55,32853.66,181.26,0.11,0.23,140
cinder,Line,BUG,0.96,0.96,2599.9,37037836.59,6085.87,0.79,0.92,38
cinder,Module,BUG,1.0,1.0,64.64,10467.09,102.31,0.66,0.97,38
elasticsearch,Line,BUG,1.0,1.0,35254.87,10127342143.61,100634.7,0.45,0.62,208
elasticsearch,Module,BUG,1.0,1.0,1752.08,19389249.43,4403.32,0.47,0.69,208
linux,Line,BUG,0.94,0.94,259.58,430268.45,655.95,0.39,0.76,72
linux,Module,BUG,0.94,0.94,14.15,2668.88,51.66,0.72,0.92,72
