,Project,Model,Task,R_Squared,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_50,T_Records
0,ansible,Line,TESTING,0.82,0.82,30833.55,1822995693.95,42696.55,0.52,0.61,3982
0,ansible,Line,UPGRADE,0.91,0.9,653.78,1047425.49,1023.44,0.67,0.7,2596
0,ansible,Module,BUG,0.97,0.97,781.82,1477726.97,1215.62,0.47,0.58,4598
0,ansible,Module,DOCS,0.81,0.8,821.98,1060202.55,1029.66,0.03,0.38,3388
0,ansible,Module,FEATURE,0.85,0.84,139.56,32923.32,181.45,0.32,0.68,2134
0,ansible,Module,REFACTOR,0.82,0.81,617.64,464959.47,681.88,0.15,0.69,2244
0,ansible,Module,TESTING,0.82,0.81,2417.99,13633175.28,3692.31,0.35,0.54,3982
0,ansible,Module,UPGRADE,0.95,0.95,15.24,585.74,24.2,0.6,0.77,2596
0,cf-deployment,Line,BUG,0.55,0.52,9.63,183.67,13.55,0.17,0.42,1034
0,cf-deployment,Line,DOCS,0.6,0.5,296.17,212716.43,461.21,0.0,0.0,308
0,cf-deployment,Module,BUG,0.92,0.91,1.5,2.86,1.69,0.67,0.92,1034
0,cf-deployment,Module,DOCS,0.86,0.79,7.55,153.5,12.39,0.0,0.75,308
0,cinder,Line,BUG,0.91,0.91,614.69,678919.28,823.97,0.54,0.88,2046
0,cinder,Line,DOCS,0.79,0.78,254.19,108111.89,328.8,0.36,0.64,1232
0,cinder,Line,FEATURE,0.66,0.64,2706.81,15104500.93,3886.45,0.17,0.42,990
0,cinder,Line,OTHER,0.26,0.24,10880.56,172707395.52,13141.82,0.09,0.26,2024
0,cinder,Line,REFACTOR,0.86,0.85,12649.71,224924085.36,14997.47,0.07,0.2,1298
0,cinder,Line,RELEASE,0.73,0.72,188.97,63862.38,252.71,0.12,0.31,1364
0,cinder,Line,SUPPORT,0.94,0.94,4379.39,40595046.77,6371.42,0.29,0.39,2442
0,cinder,Line,TESTING,0.81,0.8,1294.9,3947158.5,1986.75,0.04,0.28,2134
0,cinder,Line,UPGRADE,0.72,0.71,315.94,198627.64,445.68,0.47,0.63,1606
0,cinder,Module,BUG,0.97,0.97,26.12,1100.21,33.17,0.58,0.88,2046
0,cinder,Module,DOCS,0.88,0.87,9.62,186.31,13.65,0.29,0.71,1232
0,cinder,Module,FEATURE,0.8,0.78,9.84,142.88,11.95,0.33,0.83,990
0,cinder,Module,OTHER,0.94,0.94,58.59,6930.51,83.25,0.52,0.7,2024
0,cinder,Module,REFACTOR,0.9,0.89,52.02,3712.12,60.93,0.13,0.4,1298
0,cinder,Module,RELEASE,0.94,0.94,3.43,15.58,3.95,0.56,0.75,1364
0,cinder,Module,SUPPORT,0.97,0.96,59.04,7443.2,86.27,0.18,0.61,2442
0,cinder,Module,TESTING,0.84,0.83,31.54,3230.25,56.84,0.24,0.64,2134
0,cinder,Module,UPGRADE,0.77,0.76,15.12,328.79,18.13,0.11,0.37,1606
0,cli,Line,BUG,0.77,0.74,337.92,156285.99,395.33,0.0,0.29,572
0,cli,Module,BUG,0.82,0.79,17.85,392.78,19.82,0.14,0.43,572
0,elasticsearch,Line,BUG,0.96,0.96,25396.43,1031507526.95,32117.09,0.42,0.48,2684
0,elasticsearch,Line,DOCS,0.93,0.93,25678.72,1334511017.32,36530.96,0.47,0.56,2926
0,elasticsearch,Line,FEATURE,0.65,0.64,82840.32,10886478126.86,104338.29,0.0,0.3,1760
0,elasticsearch,Line,OTHER,0.98,0.98,287179.66,147833943253.16,384491.8,0.45,0.58,2882
0,elasticsearch,Line,REFACTOR,0.97,0.97,20385.99,474960718.2,21793.59,0.68,0.95,1936
0,elasticsearch,Line,RELEASE,0.96,0.96,2511.69,14115310.88,3757.03,0.77,0.91,3036
0,elasticsearch,Line,SUPPORT,0.93,0.92,103517.89,18024602134.53,134255.73,0.56,0.6,2200
0,elasticsearch,Line,TESTING,0.97,0.97,55230.09,4811615320.35,69365.81,0.58,0.73,2882
0,elasticsearch,Line,UPGRADE,0.88,0.87,28055.38,1641175271.37,40511.42,0.42,0.54,2244
0,elasticsearch,Module,BUG,0.95,0.95,921.04,1401532.46,1183.86,0.52,0.61,2684
0,elasticsearch,Module,DOCS,0.97,0.97,455.09,317021.94,563.05,0.74,0.79,2926
0,elasticsearch,Module,FEATURE,0.89,0.89,741.97,741625.74,861.18,0.5,0.65,1760
0,elasticsearch,Module,OTHER,0.94,0.94,18466.05,687099870.91,26212.59,0.39,0.39,2882
0,elasticsearch,Module,REFACTOR,0.93,0.93,871.47,911215.66,954.58,0.73,0.73,1936
0,elasticsearch,Module,RELEASE,0.79,0.78,520.82,577569.35,759.98,0.54,0.57,3036
0,elasticsearch,Module,SUPPORT,0.96,0.96,1558.42,4449061.16,2109.28,0.72,0.72,2200
0,elasticsearch,Module,TESTING,0.98,0.98,2148.46,7973092.23,2823.67,0.61,0.64,2882
0,elasticsearch,Module,UPGRADE,0.9,0.9,2856.49,25104434.93,5010.43,0.65,0.65,2244
0,gitlabhq,Line,BUG,0.78,0.78,613.86,766487.8,875.49,0.28,0.69,14850
0,gitlabhq,Line,DOCS,0.74,0.74,326.04,249433.74,499.43,0.44,0.58,9042
0,gitlabhq,Line,FEATURE,0.52,0.51,360.0,293106.21,541.39,0.24,0.35,8008
0,gitlabhq,Line,OTHER,0.64,0.64,8543.47,136943554.94,11702.29,0.18,0.31,15972
0,gitlabhq,Line,REFACTOR,0.75,0.74,574.24,632663.04,795.4,0.2,0.53,6556
0,gitlabhq,Line,RELEASE,0.71,0.71,59.4,4282.46,65.44,0.09,0.6,4972
0,gitlabhq,Line,SUPPORT,0.72,0.71,434.57,293936.88,542.16,0.1,0.38,6270
0,gitlabhq,Line,TESTING,0.8,0.8,463.35,452224.94,672.48,0.2,0.63,8360
0,gitlabhq,Line,UPGRADE,0.41,0.4,417.3,277743.65,527.01,0.08,0.14,6776
0,gitlabhq,Module,BUG,0.91,0.91,35.65,2311.89,48.08,0.52,0.8,14850
0,gitlabhq,Module,DOCS,0.78,0.78,13.11,353.36,18.8,0.45,0.7,9042
0,gitlabhq,Module,FEATURE,0.69,0.68,14.55,367.32,19.17,0.33,0.53,8008
0,gitlabhq,Module,OTHER,0.88,0.88,215.89,107878.29,328.45,0.48,0.7,15972
0,gitlabhq,Module,REFACTOR,0.81,0.81,18.28,565.36,23.78,0.27,0.56,6556
0,gitlabhq,Module,RELEASE,0.83,0.83,2.69,10.1,3.18,0.32,0.7,4972
0,gitlabhq,Module,SUPPORT,0.81,0.8,14.11,330.31,18.17,0.28,0.51,6270
0,gitlabhq,Module,TESTING,0.84,0.84,16.87,582.88,24.14,0.44,0.66,8360
0,gitlabhq,Module,UPGRADE,0.83,0.83,7.2,70.0,8.37,0.22,0.64,6776
0,kubernetes,Line,BUG,0.61,0.61,581.42,1240211.21,1113.65,0.16,0.3,3762
0,kubernetes,Line,DOCS,0.15,0.14,19294.57,626837414.95,25036.72,0.04,0.04,3916
0,kubernetes,Line,FEATURE,0.63,0.62,264.58,138128.73,371.66,0.42,0.52,2706
0,kubernetes,Line,REFACTOR,0.84,0.83,975.45,1685814.87,1298.39,0.36,0.52,2838
0,kubernetes,Line,TESTING,0.62,0.61,3145.75,26807813.35,5177.63,0.08,0.24,4488
0,kubernetes,Line,UPGRADE,0.6,0.6,279.11,156082.55,395.07,0.12,0.2,3454
0,kubernetes,Module,BUG,0.74,0.73,28.58,1540.17,39.25,0.16,0.53,3762
0,kubernetes,Module,DOCS,0.46,0.45,263.42,113355.05,336.68,0.2,0.47,3916
0,kubernetes,Module,FEATURE,0.75,0.74,25.4,869.26,29.48,0.23,0.61,2706
0,kubernetes,Module,REFACTOR,0.68,0.67,37.82,2634.62,51.33,0.27,0.45,2838
0,kubernetes,Module,TESTING,0.74,0.73,55.37,7265.8,85.24,0.31,0.45,4488
0,kubernetes,Module,UPGRADE,0.74,0.73,19.48,501.97,22.4,0.25,0.7,3454
0,linux,Line,BUG,0.86,0.86,239.47,125568.78,354.36,0.38,0.64,10164
0,linux,Line,DOCS,0.7,0.69,102.92,39226.35,198.06,0.59,0.63,3608
0,linux,Line,FEATURE,0.74,0.73,39.47,2896.03,53.81,0.4,0.53,2596
0,linux,Line,OTHER,0.76,0.76,601.88,853925.84,924.08,0.33,0.53,8404
0,linux,Line,REFACTOR,0.79,0.78,93.98,27835.23,166.84,0.56,0.75,1408
0,linux,Line,RELEASE,0.51,0.5,14.22,381.2,19.52,0.09,0.54,3036
0,linux,Line,SUPPORT,0.73,0.72,315.21,132054.75,363.39,0.15,0.49,6490
0,linux,Line,TESTING,0.63,0.62,79.69,9014.82,94.95,0.23,0.6,4136
0,linux,Line,UPGRADE,0.68,0.65,32.26,2543.13,50.43,0.4,0.5,880
0,linux,Module,BUG,0.93,0.93,11.6,373.36,19.32,0.72,0.91,10164
0,linux,Module,DOCS,0.91,0.91,1.33,4.7,2.17,0.63,0.73,3608
0,linux,Module,FEATURE,0.87,0.86,1.83,7.65,2.77,0.5,0.6,2596
0,linux,Module,OTHER,0.96,0.96,16.15,497.96,22.31,0.74,0.92,8404
0,linux,Module,REFACTOR,0.81,0.79,1.93,6.34,2.52,0.5,0.81,1408
0,linux,Module,RELEASE,0.79,0.78,3.41,17.37,4.17,0.09,0.54,3036
0,linux,Module,SUPPORT,0.91,0.91,3.22,15.61,3.95,0.46,0.72,6490
0,linux,Module,TESTING,0.85,0.85,2.11,9.34,3.06,0.47,0.66,4136
0,linux,Module,UPGRADE,0.94,0.93,0.57,1.13,1.06,0.6,0.9,880
0,lock,Line,BUG,0.74,0.73,362.46,1046523.78,1023.0,0.7,0.74,2002
0,lock,Module,BUG,0.93,0.93,27.81,4010.55,63.33,0.74,0.96,2002
0,mesos,Line,BUG,0.94,0.94,900.95,1617027.36,1271.62,0.57,0.78,1980
0,mesos,Line,DOCS,0.91,0.91,542.1,853699.08,923.96,0.38,0.56,1342
0,mesos,Line,FEATURE,0.72,0.69,30.26,1823.22,42.7,0.38,0.5,638
0,mesos,Line,OTHER,0.89,0.88,7190.65,137035991.64,11706.24,0.38,0.58,2068
0,mesos,Line,REFACTOR,0.92,0.92,1012.66,2582280.71,1606.95,0.82,0.88,1452
0,mesos,Line,RELEASE,0.76,0.75,452.25,479051.06,692.14,0.44,0.5,1408
0,mesos,Line,SUPPORT,0.94,0.94,531.97,931272.25,965.02,0.62,0.75,1386
0,mesos,Line,TESTING,0.97,0.97,1708.19,6993320.48,2644.49,0.75,0.95,1738
0,mesos,Line,UPGRADE,0.77,0.76,269.21,114769.94,338.78,0.17,0.5,1012
0,mesos,Module,BUG,0.99,0.98,14.27,535.38,23.14,0.74,0.96,1980
0,mesos,Module,DOCS,0.9,0.89,15.22,414.83,20.37,0.31,0.44,1342
0,mesos,Module,FEATURE,0.99,0.98,0.3,0.29,0.54,0.88,1.0,638
0,mesos,Module,OTHER,0.96,0.96,187.0,109890.7,331.5,0.54,0.71,2068
0,mesos,Module,REFACTOR,0.92,0.91,10.93,311.43,17.65,0.82,0.94,1452
0,mesos,Module,RELEASE,0.96,0.96,2.7,12.64,3.56,0.69,0.75,1408
0,mesos,Module,SUPPORT,0.94,0.93,20.53,1293.87,35.97,0.62,0.75,1386
0,mesos,Module,TESTING,0.98,0.98,28.68,1417.79,37.65,0.65,0.85,1738
0,mesos,Module,UPGRADE,0.8,0.78,12.06,300.57,17.34,0.33,0.42,1012
0,neutron,Line,BUG,0.87,0.87,1771.39,4579241.25,2139.92,0.19,0.73,2288
0,neutron,Line,DOCS,0.56,0.54,1048.56,2546016.14,1595.62,0.12,0.19,1408
0,neutron,Line,FEATURE,0.68,0.65,591.42,450109.4,670.9,0.1,0.4,880
0,neutron,Line,OTHER,0.84,0.83,14184.14,535048551.67,23131.12,0.33,0.67,2332
0,neutron,Line,REFACTOR,0.85,0.85,1733.9,5745904.6,2397.06,0.37,0.79,1650
0,neutron,Line,RELEASE,0.7,0.69,403.84,283724.3,532.66,0.0,0.22,2024
0,neutron,Line,SUPPORT,0.7,0.69,2363.04,18913490.96,4348.96,0.12,0.38,2112
0,neutron,Line,TESTING,0.92,0.91,1076.49,1886268.6,1373.41,0.3,0.48,2376
0,neutron,Line,UPGRADE,0.77,0.76,133.71,28532.13,168.91,0.38,0.67,1804
0,neutron,Module,BUG,0.93,0.93,46.39,5513.91,74.26,0.77,0.81,2288
0,neutron,Module,DOCS,0.94,0.93,14.94,294.51,17.16,0.38,0.5,1408
0,neutron,Module,FEATURE,0.85,0.84,14.84,275.01,16.58,0.2,0.5,880
0,neutron,Module,OTHER,0.96,0.96,332.69,308879.66,555.77,0.48,0.7,2332
0,neutron,Module,REFACTOR,0.79,0.78,49.73,3772.92,61.42,0.37,0.84,1650
0,neutron,Module,RELEASE,0.86,0.85,11.82,257.5,16.05,0.22,0.61,2024
0,neutron,Module,SUPPORT,0.89,0.88,46.23,4791.1,69.22,0.33,0.38,2112
0,neutron,Module,TESTING,0.91,0.91,41.22,2670.21,51.67,0.3,0.48,2376
0,neutron,Module,UPGRADE,0.82,0.81,6.79,80.83,8.99,0.43,0.62,1804
0,nixpkgs,Line,BUG,0.92,0.91,1871.43,8999042.16,2999.84,0.0,0.5,484
0,nixpkgs,Line,DOCS,0.54,0.47,424.76,629475.52,793.39,0.6,0.8,440
0,nixpkgs,Line,REFACTOR,0.84,0.8,567.7,381401.35,617.58,0.0,0.5,308
0,nixpkgs,Line,TESTING,0.62,0.57,616.29,922739.17,960.59,0.33,0.5,506
0,nixpkgs,Module,BUG,0.92,0.9,47.36,5319.69,72.94,0.5,0.67,484
0,nixpkgs,Module,DOCS,0.98,0.98,9.35,190.93,13.82,0.4,0.8,440
0,nixpkgs,Module,REFACTOR,0.82,0.74,18.06,518.47,22.77,0.25,0.75,308
0,nixpkgs,Module,TESTING,0.95,0.94,27.55,1037.07,32.2,0.5,0.5,506
0,node,Line,BUG,0.82,0.82,9245.01,219771081.46,14824.68,0.12,0.46,5148
0,node,Line,DOCS,0.95,0.95,1310.39,2476292.3,1573.62,0.75,0.85,4202
0,node,Module,BUG,0.98,0.97,155.91,62441.32,249.88,0.68,0.93,5148
0,node,Module,DOCS,0.98,0.98,8.11,110.29,10.5,0.88,0.98,4202
0,nova,Line,BUG,0.91,0.91,1714.4,6071748.76,2464.09,0.59,0.78,3256
0,nova,Line,DOCS,0.36,0.35,1972.63,14329639.14,3785.45,0.0,0.16,2134
0,nova,Line,FEATURE,0.72,0.71,350.52,185942.29,431.21,0.28,0.5,1562
0,nova,Line,OTHER,0.42,0.4,36054.2,4451201462.66,66717.33,0.03,0.15,2926
0,nova,Line,REFACTOR,0.93,0.93,1569.47,7296381.81,2701.18,0.5,0.77,2640
0,nova,Line,RELEASE,0.73,0.73,102.8,18524.22,136.1,0.33,0.63,2332
0,nova,Line,SUPPORT,0.91,0.91,2482.83,22115019.14,4702.66,0.35,0.45,2706
0,nova,Line,TESTING,0.83,0.83,1130.08,1789568.56,1337.75,0.28,0.45,2508
0,nova,Line,UPGRADE,0.42,0.39,290.67,120852.98,347.64,0.13,0.2,1276
0,nova,Module,BUG,0.95,0.95,88.87,15048.69,122.67,0.57,0.78,3256
0,nova,Module,DOCS,0.76,0.75,19.57,1217.48,34.89,0.2,0.52,2134
0,nova,Module,FEATURE,0.92,0.92,7.69,79.77,8.93,0.33,0.78,1562
0,nova,Module,OTHER,0.95,0.95,153.04,49206.03,221.82,0.65,0.79,2926
0,nova,Module,REFACTOR,0.86,0.85,38.91,2932.24,54.15,0.23,0.57,2640
0,nova,Module,RELEASE,0.88,0.88,6.01,65.32,8.08,0.3,0.74,2332
0,nova,Module,SUPPORT,0.9,0.9,50.73,6055.49,77.82,0.29,0.55,2706
0,nova,Module,TESTING,0.85,0.84,23.27,1813.53,42.59,0.38,0.59,2508
0,nova,Module,UPGRADE,0.81,0.79,4.71,31.88,5.65,0.27,0.4,1276
0,react,Line,BUG,0.95,0.95,13319.91,245015797.16,15652.98,0.55,0.55,1716
0,react,Module,BUG,0.98,0.98,62.65,8461.48,91.99,0.55,0.6,1716
0,roslyn,Line,BUG,0.9,0.89,8739.04,147883512.52,12160.74,0.09,0.27,924
0,roslyn,Module,BUG,0.82,0.8,615.83,435506.49,659.93,0.09,0.09,924
0,tensorflow,Line,BUG,0.87,0.87,2956.89,24894925.01,4989.48,0.47,0.47,1496
0,tensorflow,Line,DOCS,0.8,0.78,6433.78,54291851.51,7368.3,0.1,0.6,814
0,tensorflow,Line,FEATURE,0.86,0.85,3664.46,28619888.57,5349.76,0.0,0.25,638
0,tensorflow,Line,OTHER,0.9,0.9,38062.01,2801686192.11,52930.96,0.17,0.28,1562
0,tensorflow,Line,REFACTOR,0.9,0.89,4372.87,23747098.74,4873.1,0.25,0.75,704
0,tensorflow,Line,RELEASE,0.4,0.37,1977.58,5536902.88,2353.06,0.0,0.0,1078
0,tensorflow,Line,SUPPORT,0.95,0.95,2985.49,15573790.46,3946.36,0.8,0.8,858
0,tensorflow,Line,TESTING,0.86,0.85,8246.14,122208454.45,11054.79,0.23,0.54,1122
0,tensorflow,Line,UPGRADE,0.31,0.26,2910.04,13946415.28,3734.49,0.0,0.08,990
0,tensorflow,Module,BUG,0.86,0.86,293.26,117845.78,343.29,0.35,0.53,1496
0,tensorflow,Module,DOCS,0.64,0.6,235.62,75363.57,274.52,0.0,0.4,814
0,tensorflow,Module,FEATURE,0.84,0.82,41.75,2659.77,51.57,0.12,0.25,638
0,tensorflow,Module,OTHER,0.63,0.61,2831.3,11252931.52,3354.54,0.28,0.28,1562
0,tensorflow,Module,REFACTOR,0.86,0.84,117.96,19159.24,138.42,0.12,0.38,704
0,tensorflow,Module,RELEASE,0.76,0.74,22.02,801.28,28.31,0.38,0.77,1078
0,tensorflow,Module,SUPPORT,0.98,0.98,84.91,14348.25,119.78,0.7,0.8,858
0,tensorflow,Module,TESTING,0.93,0.92,190.24,87893.4,296.47,0.38,0.46,1122
0,tensorflow,Module,UPGRADE,0.93,0.92,16.91,406.12,20.15,0.42,0.67,990
