Project,Model,Task,R_Squared,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_50,T_Records
tensorflow,Line,RELEASE,0.99,0.99,2214.14,83976529.1,9163.87,0.75,0.86,106
tensorflow,Module,RELEASE,0.9,0.9,38.07,8952.08,94.62,0.2,0.4,106
angular,Line,RELEASE,1.0,1.0,29.27,17906.17,133.81,0.96,1.0,411
angular,Module,RELEASE,0.99,0.99,2.81,63.28,7.95,0.8,0.91,411
node,Line,RELEASE,1.0,1.0,12.08,3756.4,61.29,0.97,0.97,596
node,Module,RELEASE,1.0,1.0,2.46,33.1,5.75,0.63,0.83,596
neutron,Line,RELEASE,1.0,1.0,166.88,763989.11,874.06,0.77,0.84,203
neutron,Module,RELEASE,0.99,0.99,5.07,182.06,13.49,0.51,0.7,203
home-assistant,Line,RELEASE,0.9,0.9,8.53,29220.96,170.94,0.67,0.92,560
home-assistant,Module,RELEASE,0.92,0.92,1.08,163.07,12.77,0.4,0.53,560
gitlabhq,Line,RELEASE,1.0,1.0,5.04,2253.96,47.48,0.99,0.99,1154
gitlabhq,Module,RELEASE,1.0,1.0,0.76,8.81,2.97,0.62,0.81,1154
vue,Line,SUPPORT,1.0,1.0,35.67,18764.04,136.98,0.85,0.99,248
vue,Module,SUPPORT,1.0,1.0,2.7,66.2,8.14,0.35,0.73,248
moby,Line,SUPPORT,1.0,1.0,233.24,2910483.05,1706.01,0.92,0.98,319
moby,Module,SUPPORT,0.99,0.99,8.22,1277.74,35.75,0.38,0.73,319
tensorflow,Line,SUPPORT,0.99,0.99,2014.64,73962276.97,8600.13,0.66,0.82,106
tensorflow,Module,SUPPORT,0.99,0.99,74.73,73488.54,271.09,0.38,0.58,106
node,Line,SUPPORT,1.0,1.0,932.46,26797583.46,5176.64,0.88,0.91,596
node,Module,SUPPORT,1.0,1.0,11.22,750.3,27.39,0.72,0.9,596
angular,Line,SUPPORT,1.0,1.0,34.23,19778.73,140.64,0.82,0.97,411
angular,Module,SUPPORT,1.0,1.0,1.7,26.42,5.14,0.47,0.68,411
home-assistant,Line,SUPPORT,0.99,0.99,167.72,2896258.69,1701.84,0.95,0.99,560
home-assistant,Module,SUPPORT,0.94,0.94,20.61,16492.72,128.42,0.43,0.7,560
neutron,Line,SUPPORT,1.0,1.0,326.34,2331239.73,1526.84,0.95,0.97,203
neutron,Module,SUPPORT,0.99,0.99,19.01,2476.78,49.77,0.67,0.83,203
gitlabhq,Line,SUPPORT,1.0,1.0,131.65,1204213.22,1097.37,0.94,0.98,1154
gitlabhq,Module,SUPPORT,0.98,0.98,15.65,2713.36,52.09,0.44,0.64,1154
moby,Line,OTHER,1.0,1.0,2998.22,171556042.83,13097.94,0.96,0.97,319
moby,Module,OTHER,1.0,1.0,179.77,364447.68,603.7,0.47,0.82,319
vue,Line,OTHER,1.0,1.0,1432.33,42639691.16,6529.91,0.95,0.98,248
vue,Module,OTHER,1.0,1.0,31.48,8552.05,92.48,0.53,0.79,248
tensorflow,Line,OTHER,0.98,0.98,112885.32,298431225240.76,546288.59,0.75,0.88,106
tensorflow,Module,OTHER,0.96,0.96,2666.75,84255707.46,9179.09,0.27,0.6,106
node,Line,OTHER,1.0,1.0,44383.85,43985913942.55,209728.19,0.99,0.99,596
node,Module,OTHER,1.0,1.0,1265.57,7847836.76,2801.4,0.58,0.8,596
home-assistant,Line,OTHER,0.99,0.99,1787.31,275657769.03,16602.94,0.94,0.95,560
home-assistant,Module,OTHER,0.94,0.94,592.29,13685395.8,3699.38,0.47,0.71,560
angular,Line,OTHER,1.0,1.0,16720.56,7565028319.45,86977.17,0.94,0.95,411
angular,Module,OTHER,0.97,0.97,235.4,254318.52,504.3,0.29,0.49,411
neutron,Line,OTHER,1.0,1.0,18665.66,7308644014.75,85490.61,0.92,0.95,203
neutron,Module,OTHER,0.99,0.99,435.7,899822.82,948.59,0.61,0.8,203
gitlabhq,Line,OTHER,0.98,0.98,5886.31,1961482042.3,44288.62,0.94,0.94,1154
gitlabhq,Module,OTHER,0.96,0.96,882.83,9794874.8,3129.68,0.56,0.77,1154
orleans,Line,BUG,1.0,1.0,179.63,384558.83,620.13,0.91,0.97,114
orleans,Module,BUG,0.99,0.99,37.69,8524.72,92.33,0.46,0.69,114
cli,Line,BUG,0.97,0.97,3213.53,182642170.72,13514.52,0.79,0.83,109
cli,Module,BUG,0.94,0.94,21.01,1448.44,38.06,0.3,0.58,109
angular.js,Line,BUG,1.0,1.0,2587.17,62379303.13,7898.06,0.84,0.9,204
angular.js,Module,BUG,1.0,1.0,117.19,83914.72,289.68,0.54,0.85,204
roslyn,Line,BUG,0.99,0.99,9131.45,1061479196.84,32580.35,0.68,0.78,102
roslyn,Module,BUG,0.98,0.98,455.87,1761962.59,1327.39,0.34,0.57,102
ansible,Line,BUG,1.0,1.0,8086.41,827846023.59,28772.31,0.98,1.0,303
ansible,Module,BUG,1.0,1.0,899.07,8592184.02,2931.24,0.69,0.86,303
nova,Line,BUG,0.99,0.99,1771.42,233932592.72,15294.86,0.95,0.95,234
nova,Module,BUG,0.95,0.95,188.52,960531.6,980.07,0.61,0.84,234
lock,Line,BUG,1.0,1.0,1452.92,93466049.25,9667.78,0.91,0.95,492
lock,Module,BUG,0.98,0.98,25.32,14209.64,119.2,0.3,0.52,492
kubernetes,Line,BUG,1.0,1.0,3242.94,631162083.92,25122.94,0.96,0.99,641
kubernetes,Module,BUG,0.99,0.99,301.29,1273639.0,1128.56,0.48,0.7,641
orleans,Line,DOCS,1.0,1.0,4.28,353.47,18.8,0.37,0.51,114
orleans,Module,DOCS,0.97,0.97,0.85,11.97,3.46,0.41,0.59,114
cli,Line,DOCS,1.0,1.0,5.91,530.75,23.04,0.69,0.88,109
cli,Module,DOCS,0.97,0.97,1.85,43.72,6.61,0.27,0.42,109
angular.js,Line,DOCS,1.0,1.0,4997.0,252001472.56,15874.55,0.83,0.85,204
angular.js,Module,DOCS,0.99,0.99,72.97,29999.65,173.2,0.55,0.74,204
roslyn,Line,DOCS,0.98,0.98,515.14,6331481.32,2516.24,0.62,0.74,102
roslyn,Module,DOCS,0.96,0.96,14.91,2897.92,53.83,0.23,0.38,102
lock,Line,DOCS,0.99,0.99,24.01,22948.11,151.49,0.0,0.0,492
lock,Module,DOCS,0.98,0.98,0.15,1.21,1.1,0.07,0.2,492
nova,Line,DOCS,0.98,0.98,396.51,17746059.96,4212.61,0.96,0.99,234
nova,Module,DOCS,0.97,0.97,17.23,6031.49,77.66,0.57,0.79,234
ansible,Line,DOCS,1.0,1.0,3195.44,576776239.11,24016.17,0.93,0.99,303
ansible,Module,DOCS,1.0,1.0,248.93,1539990.7,1240.96,0.63,0.74,303
kubernetes,Line,DOCS,1.0,1.0,322.9,2112047.23,1453.29,0.97,0.98,641
kubernetes,Module,DOCS,0.99,0.99,55.34,30415.11,174.4,0.4,0.52,641
orleans,Line,REFACTOR,0.99,0.99,90.06,209233.05,457.42,0.69,0.72,114
orleans,Module,REFACTOR,0.99,0.99,3.57,140.24,11.84,0.27,0.54,114
cli,Line,REFACTOR,0.9,0.9,4284.85,253473175.08,15920.84,0.76,0.84,109
cli,Module,REFACTOR,0.93,0.93,50.49,15880.62,126.02,0.21,0.4,109
ansible,Line,REFACTOR,1.0,1.0,2837.21,109571639.98,10467.65,0.82,0.86,303
ansible,Module,REFACTOR,1.0,1.0,133.37,660964.63,813.0,0.72,0.8,303
lock,Line,REFACTOR,1.0,1.0,126.62,861470.78,928.15,0.17,0.39,492
lock,Module,REFACTOR,1.0,1.0,0.95,49.96,7.07,0.22,0.33,492
angular.js,Line,REFACTOR,1.0,1.0,617.81,8700504.46,2949.66,0.93,0.99,204
angular.js,Module,REFACTOR,0.99,0.99,19.77,3832.59,61.91,0.39,0.68,204
nova,Line,REFACTOR,0.95,0.95,589.23,33341320.5,5774.19,0.95,0.97,234
nova,Module,REFACTOR,0.96,0.96,28.93,16316.64,127.74,0.48,0.66,234
roslyn,Line,REFACTOR,0.95,0.95,16103.47,6838778581.17,82696.91,0.6,0.72,102
roslyn,Module,REFACTOR,0.87,0.86,707.1,26645972.65,5161.97,0.29,0.37,102
kubernetes,Line,REFACTOR,1.0,1.0,442.9,11266655.65,3356.58,0.96,0.98,641
kubernetes,Module,REFACTOR,1.0,1.0,35.79,32541.25,180.39,0.51,0.75,641
orleans,Line,TESTING,0.98,0.98,796.59,16320927.15,4039.92,0.71,0.89,114
orleans,Module,TESTING,0.98,0.98,78.41,34542.17,185.86,0.39,0.57,114
cli,Line,TESTING,0.86,0.85,18562.0,10125840123.64,100627.23,0.75,0.78,109
cli,Module,TESTING,0.9,0.9,91.32,140317.96,374.59,0.29,0.51,109
lock,Line,TESTING,0.94,0.94,1450.41,139567138.49,11813.85,0.65,0.68,492
lock,Module,TESTING,0.87,0.87,13.97,42910.75,207.15,0.26,0.52,492
ansible,Line,TESTING,1.0,1.0,5863.76,401564145.1,20039.07,0.96,0.98,303
ansible,Module,TESTING,1.0,1.0,1051.79,13932639.83,3732.65,0.56,0.78,303
nova,Line,TESTING,0.99,0.99,3715.7,745161446.38,27297.65,0.93,0.98,234
nova,Module,TESTING,0.96,0.96,297.49,1035726.9,1017.71,0.45,0.6,234
angular.js,Line,TESTING,0.99,0.99,463.89,9617796.43,3101.26,0.91,0.93,204
angular.js,Module,TESTING,0.98,0.98,20.3,2798.49,52.9,0.38,0.75,204
roslyn,Line,TESTING,0.97,0.97,56934.24,64639757943.44,254243.5,0.57,0.79,102
roslyn,Module,TESTING,0.98,0.98,440.08,1899410.58,1378.19,0.38,0.59,102
kubernetes,Line,TESTING,1.0,1.0,3735.07,453187209.53,21288.19,0.96,0.99,641
kubernetes,Module,TESTING,0.99,0.99,172.73,301492.51,549.08,0.48,0.73,641
cli,Line,FEATURE,0.93,0.93,75.53,244631.63,494.6,0.37,0.48,109
cli,Module,FEATURE,0.93,0.93,3.63,293.46,17.13,0.15,0.37,109
orleans,Line,FEATURE,1.0,1.0,24.54,10253.88,101.26,0.5,0.5,114
orleans,Module,FEATURE,1.0,1.0,2.15,104.48,10.22,0.5,0.5,114
lock,Line,FEATURE,1.0,1.0,834.56,69944824.3,8363.3,0.0,0.0,492
lock,Module,FEATURE,0.98,0.98,26.58,69756.8,264.12,0.0,0.0,492
ansible,Line,FEATURE,1.0,1.0,1002.3,18984200.17,4357.09,0.71,0.76,303
ansible,Module,FEATURE,1.0,1.0,27.15,14331.32,119.71,0.71,0.82,303
nova,Line,FEATURE,0.99,0.99,27.44,34088.2,184.63,0.92,0.98,234
nova,Module,FEATURE,0.98,0.98,2.99,138.58,11.77,0.64,0.72,234
angular.js,Line,FEATURE,1.0,1.0,512.74,5616396.59,2369.89,0.98,0.99,204
angular.js,Module,FEATURE,0.98,0.98,25.66,6972.86,83.5,0.6,0.84,204
roslyn,Line,FEATURE,0.98,0.98,3363.4,265388737.85,16290.76,0.53,0.8,102
roslyn,Module,FEATURE,0.94,0.94,468.66,2676298.76,1635.94,0.13,0.25,102
kubernetes,Line,FEATURE,1.0,1.0,166.75,1683582.01,1297.53,0.96,0.98,641
kubernetes,Module,FEATURE,1.0,1.0,15.16,5203.77,72.14,0.56,0.72,641
cli,Line,UPGRADE,0.91,0.91,1046.57,50616042.06,7114.5,0.74,0.82,109
cli,Module,UPGRADE,0.9,0.9,17.75,12072.24,109.87,0.34,0.6,109
orleans,Line,UPGRADE,1.0,1.0,23.3,6150.64,78.43,0.39,0.51,114
orleans,Module,UPGRADE,0.97,0.97,9.05,968.04,31.11,0.14,0.3,114
lock,Line,UPGRADE,0.86,0.86,390.66,25951605.76,5094.27,0.16,0.32,492
lock,Module,UPGRADE,0.9,0.9,3.75,1441.85,37.97,0.29,0.48,492
ansible,Line,UPGRADE,1.0,1.0,140.32,346988.13,589.06,0.92,0.96,303
ansible,Module,UPGRADE,1.0,1.0,11.38,994.22,31.53,0.56,0.76,303
angular.js,Line,UPGRADE,1.0,1.0,529.91,4178142.04,2044.05,0.63,0.72,204
angular.js,Module,UPGRADE,1.0,1.0,1.94,26.57,5.15,0.64,0.74,204
nova,Line,UPGRADE,1.0,1.0,68.13,55005.8,234.53,0.9,0.94,234
nova,Module,UPGRADE,0.98,0.98,6.0,380.03,19.49,0.52,0.62,234
roslyn,Line,UPGRADE,0.91,0.91,812.82,41519060.8,6443.53,0.61,0.8,102
roslyn,Module,UPGRADE,0.96,0.96,40.99,14605.62,120.85,0.14,0.33,102
kubernetes,Line,UPGRADE,1.0,1.0,126.88,907291.76,952.52,0.98,0.98,641
kubernetes,Module,UPGRADE,1.0,1.0,7.23,303.1,17.41,0.5,0.71,641
orleans,Line,RELEASE,0.98,0.98,13.64,5938.15,77.06,0.57,0.72,114
orleans,Module,RELEASE,0.91,0.91,0.78,13.32,3.65,0.33,0.5,114
cli,Line,RELEASE,0.99,0.99,8.83,1799.9,42.43,0.84,0.95,109
cli,Module,RELEASE,0.97,0.97,0.84,6.27,2.5,0.34,0.64,109
lock,Line,RELEASE,0.92,0.92,214.89,11069011.93,3327.01,0.93,0.96,492
lock,Module,RELEASE,0.98,0.98,25.41,28416.14,168.57,0.79,0.87,492
ansible,Line,RELEASE,1.0,1.0,55.05,70994.32,266.45,0.98,0.99,303
ansible,Module,RELEASE,1.0,1.0,8.56,227.35,15.08,0.7,0.88,303
angular.js,Line,RELEASE,1.0,1.0,6.96,725.51,26.94,0.9,0.96,204
angular.js,Module,RELEASE,1.0,1.0,0.97,5.97,2.44,0.59,0.77,204
nova,Line,RELEASE,1.0,1.0,208.98,444515.35,666.72,0.81,0.85,234
nova,Module,RELEASE,0.97,0.97,4.05,209.0,14.46,0.61,0.81,234
roslyn,Line,RELEASE,0.97,0.97,154.57,684563.48,827.38,0.47,0.61,102
roslyn,Module,RELEASE,0.94,0.94,12.26,1758.24,41.93,0.37,0.51,102
kubernetes,Line,RELEASE,1.0,1.0,536.12,10640058.29,3261.91,0.97,0.99,641
kubernetes,Module,RELEASE,0.99,0.99,29.34,10429.06,102.12,0.45,0.68,641
cli,Line,SUPPORT,0.98,0.98,153.72,619982.88,787.39,0.74,0.78,109
cli,Module,SUPPORT,0.93,0.93,9.16,435.85,20.88,0.3,0.59,109
orleans,Line,SUPPORT,1.0,1.0,112.29,110423.51,332.3,0.82,0.92,114
orleans,Module,SUPPORT,1.0,1.0,6.24,270.87,16.46,0.55,0.72,114
lock,Line,SUPPORT,0.9,0.9,208.96,7009101.79,2647.47,0.46,0.48,492
lock,Module,SUPPORT,0.94,0.94,8.12,2907.8,53.92,0.17,0.26,492
nova,Line,SUPPORT,0.98,0.98,1688.47,258831783.2,16088.25,0.88,0.92,234
nova,Module,SUPPORT,0.98,0.98,89.03,228082.78,477.58,0.57,0.8,234
ansible,Line,SUPPORT,1.0,1.0,1610.9,37795430.21,6147.8,0.93,0.96,303
ansible,Module,SUPPORT,1.0,1.0,55.44,38891.68,197.21,0.74,0.81,303
roslyn,Line,SUPPORT,0.88,0.87,99745.79,325578575669.02,570594.93,0.53,0.62,102
roslyn,Module,SUPPORT,0.95,0.95,514.98,3768673.7,1941.31,0.3,0.43,102
angular.js,Line,SUPPORT,0.96,0.96,21.93,26911.92,164.05,0.54,0.69,204
angular.js,Module,SUPPORT,0.97,0.97,1.34,19.45,4.41,0.24,0.49,204
kubernetes,Line,SUPPORT,1.0,1.0,3029.08,342733988.57,18513.08,0.96,0.99,641
kubernetes,Module,SUPPORT,1.0,1.0,27.55,7819.48,88.43,0.6,0.82,641
orleans,Line,OTHER,1.0,1.0,5601.22,463667110.93,21532.93,0.8,0.87,114
orleans,Module,OTHER,1.0,1.0,329.49,801674.7,895.36,0.4,0.63,114
cli,Line,OTHER,0.96,0.96,27667.81,27754706637.92,166597.44,0.88,0.93,109
cli,Module,OTHER,0.94,0.94,380.85,678119.9,823.48,0.36,0.54,109
lock,Line,OTHER,1.0,1.0,13399.28,10149785071.6,100746.14,0.96,0.98,492
lock,Module,OTHER,0.96,0.96,117.81,374989.85,612.36,0.4,0.64,492
nova,Line,OTHER,0.98,0.98,34531.12,76203663375.3,276050.11,0.92,0.95,234
nova,Module,OTHER,0.95,0.95,895.19,30567467.19,5528.79,0.75,0.93,234
ansible,Line,OTHER,1.0,1.0,45201.71,23025553265.71,151741.73,0.95,0.97,303
ansible,Module,OTHER,1.0,1.0,2121.06,35950488.3,5995.87,0.6,0.78,303
angular.js,Line,OTHER,1.0,1.0,4272.17,252319465.11,15884.57,0.91,0.97,204
angular.js,Module,OTHER,0.98,0.98,342.58,956371.89,977.94,0.31,0.54,204
roslyn,Line,OTHER,0.96,0.96,235917.04,1132602672232.32,1064238.07,0.51,0.61,102
roslyn,Module,OTHER,0.92,0.92,6536.86,892929474.7,29881.93,0.32,0.49,102
kubernetes,Line,OTHER,1.0,1.0,15757.68,4510849920.55,67162.86,0.98,0.99,641
kubernetes,Module,OTHER,1.0,1.0,1120.35,8908278.5,2984.67,0.52,0.76,641
brew,Line,BUG,0.89,0.89,449.8,17292234.33,4158.39,0.87,0.89,152
brew,Module,BUG,0.93,0.93,30.59,17807.66,133.45,0.36,0.62,152
Odin,Line,BUG,0.98,0.98,250.13,403256.94,635.03,0.74,0.83,35
Odin,Module,BUG,0.96,0.95,22.69,1841.41,42.91,0.46,0.74,35
react,Line,BUG,0.96,0.96,95149.27,221135914573.5,470250.91,0.72,0.83,130
react,Module,BUG,0.96,0.96,774.29,16038307.76,4004.79,0.35,0.63,130
mesos,Line,BUG,1.0,1.0,195.91,590316.97,768.32,0.96,1.0,257
mesos,Module,BUG,1.0,1.0,9.96,585.83,24.2,0.64,0.86,257
cinder,Line,BUG,1.0,1.0,1249.44,19288163.79,4391.83,0.94,0.97,181
cinder,Module,BUG,0.99,0.99,62.06,13362.88,115.6,0.61,0.91,181
nixpkgs,Line,BUG,0.99,0.99,1777.75,37834722.05,6150.99,0.73,0.84,93
nixpkgs,Module,BUG,0.96,0.96,284.26,854888.13,924.6,0.52,0.72,93
elasticsearch,Line,BUG,1.0,1.0,36760.39,16481988655.99,128382.2,0.85,0.89,270
elasticsearch,Module,BUG,1.0,1.0,1707.57,24819561.28,4981.92,0.56,0.83,270
linux,Line,BUG,1.0,1.0,188.34,1032205.4,1015.98,0.98,0.99,640
linux,Module,BUG,1.0,1.0,35.65,16269.82,127.55,0.9,0.97,640
brew,Line,DOCS,0.95,0.95,66.23,213254.34,461.79,0.87,0.9,152
brew,Module,DOCS,0.93,0.93,6.87,367.22,19.16,0.32,0.53,152
cinder,Line,DOCS,1.0,1.0,226.38,512621.95,715.98,0.77,0.83,181
cinder,Module,DOCS,1.0,1.0,8.68,547.15,23.39,0.39,0.58,181
Odin,Line,DOCS,0.91,0.89,14.8,6627.28,81.41,0.5,0.5,35
