,Project,Model,Task,R_Squared,R_Squared_Adj,MAE,MSE,RMSE,PRED_25,PRED_50,T_Records
0,vue,Line,REFACTOR,0.58,0.55,179.59,65351.82,255.64,0.09,0.18,42
0,vue,Line,RELEASE,0.58,0.57,463.17,989282.72,994.63,0.07,0.07,111
0,vue,Line,SUPPORT,0.91,0.9,69.19,8792.82,93.77,0.36,0.55,41
0,vue,Line,TESTING,0.99,0.99,334.37,250523.9,500.52,0.33,0.33,57
0,vue,Line,UPGRADE,0.52,0.28,517.9,491174.01,700.84,0.0,0.0,8
0,vue,Module,BUG,0.99,0.99,21.83,881.63,29.69,0.93,1.0,118
0,vue,Module,DOCS,1.0,1.0,0.38,0.28,0.53,1.0,1.0,11
0,vue,Module,FEATURE,0.8,0.75,9.2,106.9,10.34,0.17,0.17,24
0,vue,Module,OTHER,0.99,0.99,20.3,1227.98,35.04,0.7,0.85,129
0,vue,Module,REFACTOR,0.9,0.89,4.51,37.99,6.16,0.27,0.55,42
0,vue,Module,RELEASE,0.96,0.96,1.85,10.6,3.26,0.32,0.61,111
0,vue,Module,SUPPORT,0.99,0.99,2.32,7.48,2.74,0.36,0.64,41
0,vue,Module,TESTING,0.98,0.97,10.54,153.68,12.4,0.27,0.47,57
0,vue,Module,UPGRADE,0.95,0.9,4.18,31.94,5.65,0.5,0.5,8
0,webpack,Line,BUG,0.43,0.43,13317.61,941514107.42,30684.1,0.0,0.01,285
0,webpack,Line,DOCS,0.34,0.15,1293.28,2068633.28,1438.27,0.0,0.0,13
0,webpack,Line,FEATURE,0.65,0.64,663.17,3813822.6,1952.9,0.33,0.48,81
0,webpack,Line,REFACTOR,0.79,0.78,1426.14,5230738.31,2287.08,0.42,0.47,73
0,webpack,Line,TESTING,0.77,0.77,1642.63,4057362.62,2014.29,0.05,0.18,150
0,webpack,Line,UPGRADE,0.7,0.68,308.43,143894.25,379.33,0.0,0.1,40
0,webpack,Module,BUG,0.88,0.88,45.02,7712.23,87.82,0.65,0.83,285
0,webpack,Module,DOCS,0.89,0.84,20.83,452.96,21.28,0.0,0.25,13
0,webpack,Module,FEATURE,0.73,0.72,83.17,14310.84,119.63,0.62,0.71,81
0,webpack,Module,REFACTOR,0.61,0.59,176.82,35926.07,189.54,0.26,0.79,73
0,webpack,Module,TESTING,0.93,0.92,46.56,4788.58,69.2,0.32,0.45,150
0,webpack,Module,UPGRADE,0.75,0.72,6.36,71.21,8.44,0.1,0.2,40
0,webtorrent,Line,BUG,0.52,0.42,5.44,46.31,6.81,0.5,0.5,16
0,webtorrent,Line,DOCS,-inf,,6.6,43.5,6.6,0.0,1.0,2
0,webtorrent,Module,BUG,0.92,0.89,4.63,64.15,8.01,0.75,0.75,16
0,webtorrent,Module,DOCS,-inf,,0.12,0.01,0.12,1.0,1.0,2
